Source,Type,Name,Value
Model,Base Correlation,CDX.NA.IG.9-V4.20141220.1.corr,0.281061513124873
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20141220.1.strike,0.545075987813974
Model,Base Correlation,CDX.NA.IG.9-V4.20141220.2.corr,0.317113159458827
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20141220.2.strike,1.27184397156594
Model,Base Correlation,CDX.NA.IG.9-V4.20141220.3.corr,0.361647550038808
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20141220.3.strike,1.81691995937991
Model,Base Correlation,CDX.NA.IG.9-V4.20141220.4.corr,0.449046615811157
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20141220.4.strike,2.72537993906987
Model,Base Correlation,CDX.NA.IG.9-V4.20141220.5.corr,0.664882277357132
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20141220.5.strike,5.45075987813974
Model,Base Correlation,CDX.NA.IG.9-V4.20171220.1.corr,0.281720861566195
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20171220.1.strike,0.316006805632224
Model,Base Correlation,CDX.NA.IG.9-V4.20171220.2.corr,0.343206130344163
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20171220.2.strike,0.737349213141856
Model,Base Correlation,CDX.NA.IG.9-V4.20171220.3.corr,0.362606744389302
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20171220.3.strike,1.05335601877408
Model,Base Correlation,CDX.NA.IG.9-V4.20171220.4.corr,0.440902960237929
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20171220.4.strike,1.58003402816112
Model,Base Correlation,CDX.NA.IG.9-V4.20171220.5.corr,0.655089187830209
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20171220.5.strike,3.16006805632224
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.0.corr,0.319194566162159
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20121220.0.strike,1.06285364108197
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.1.corr,0.367495670713854
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20121220.1.strike,2.47999182919127
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.2.corr,0.402433136293476
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20121220.2.strike,3.54284547027325
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.3.corr,0.50121681786269
