Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,GBP            ,23-Jun-10,CLOSE,mm,mm_0_1,24-Jun-10,0.0093801000000000,0
1W,GBP            ,23-Jun-10,CLOSE,mm,mm_0_20100630,30-Jun-10,0.0093804000000000,1
1M,GBP            ,23-Jun-10,CLOSE,mm,mm_0_101,23-Jul-10,0.0093815000000000,2
2M,GBP            ,23-Jun-10,CLOSE,mm,mm_0_102,23-Aug-10,0.0093513000000000,3
STUB,GBP            ,23-Jun-10,CLOSE,mm,mm_0_20100915,15-Sep-10,0.0093741000000000,4
FUT1,GBP            ,23-Jun-10,CLOSE,fut,fut_1_103,15-Dec-10,0.0107083000000000,5
FUT2,GBP            ,23-Jun-10,CLOSE,fut,fut_2_103,16-Mar-11,0.0123320000000000,6
FUT3,GBP            ,23-Jun-10,CLOSE,fut,fut_3_103,16-Jun-11,0.0134276000000000,7
FUT4,GBP            ,23-Jun-10,CLOSE,fut,fut_4_103,21-Sep-11,0.0150747000000000,8
FUT5,GBP            ,23-Jun-10,CLOSE,fut,fut_5_103,21-Dec-11,0.0167729000000000,9
FUT6,GBP            ,23-Jun-10,CLOSE,fut,fut_6_103,21-Mar-12,0.0191186000000000,10
FUT7,GBP            ,23-Jun-10,CLOSE,fut,fut_7_103,21-Jun-12,0.0210317000000000,11
FUT8,GBP            ,23-Jun-10,CLOSE,fut,fut_8_103,20-Sep-12,0.0233797000000000,12
FUT9,GBP            ,23-Jun-10,CLOSE,fut,fut_9_103,19-Dec-12,0.0255211000000000,13
FUT10,GBP            ,23-Jun-10,CLOSE,fut,fut_10_103,20-Mar-13,0.0277789000000000,14
FUT11,GBP            ,23-Jun-10,CLOSE,fut,fut_11_103,20-Jun-13,0.0295880000000000,15
FUT12,GBP            ,23-Jun-10,CLOSE,fut,fut_12_103,19-Sep-13,0.0314190000000000,16
4Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1004,23-Jun-14,0.0223250000000000,17
5Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1005,23-Jun-15,0.0254250000000000,18
6Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1006,23-Jun-16,0.0280000000000000,19
7Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1007,23-Jun-17,0.0301750000000000,20
8Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1008,25-Jun-18,0.0319415000000000,21
9Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1009,24-Jun-19,0.0334214000000000,22
10Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1010,23-Jun-20,0.0346250000000000,23
12Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1012,23-Jun-22,0.0365500000000000,24
15Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1015,23-Jun-25,0.0383750000000000,25
20Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1020,24-Jun-30,0.0390497000000000,26
25Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1025,25-Jun-35,0.0390500000000000,27
30Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1030,25-Jun-40,0.0388502000000000,28
40Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1040,23-Jun-50,0.0387000000000000,29
50Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1050,23-Jun-60,0.0387250000000000,30
60Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1060,23-Jun-70,0.0388000000000000,31
70Y,GBP            ,23-Jun-10,CLOSE,swap,swap_0_1070,24-Jun-80,0.0388843000000000,32
1D,EUR_EUR        ,23-Jun-10,CLOSE,mm,mm_0_1,25-Jun-10,0.0081139000000000,0
1W,EUR_EUR        ,23-Jun-10,CLOSE,mm,mm_2_20100702,02-Jul-10,0.0081141000000000,1
1M,EUR_EUR        ,23-Jun-10,CLOSE,mm,mm_2_101,26-Jul-10,0.0081150000000000,2
2M,EUR_EUR        ,23-Jun-10,CLOSE,mm,mm_2_102,25-Aug-10,0.0088216000000000,3
STUB,EUR_EUR        ,23-Jun-10,CLOSE,mm,mm_2_20100915,15-Sep-10,0.0090059000000000,4
