Date,Deal Type,TradeId,Trade Name,Currency code,MTM,MTM Difference,Shifted MTM
9/20/2010 12:00:00 AM,CDS,CDS0001022,MBIA CDS,USD,-4812131.7071472,-366117.332671623,-5178249.03981882
9/20/2010 12:00:00 AM,CDS,CDS0001023,MBIA CDS,USD,4812131.7071472,366117.332671623,5178249.03981882
9/20/2010 12:00:00 AM,CDO,CDO0000646,Athilon 4,USD,6569087.80651692,72826.4674888381,6641914.27400576
9/20/2010 12:00:00 AM,CDO,CDO0000649,Athilon 6,USD,13306385.9218592,324676.23043175,13631062.152291
9/20/2010 12:00:00 AM,CDO,CDO0000651,Athilon 7,USD,36954735.7943061,881921.449660738,37836657.2439669
9/20/2010 12:00:00 AM,CDO,CDO0000652,Athilon 7 offset,USD,-35927196.1664025,-882167.801704014,-36809363.9681066
9/20/2010 12:00:00 AM,CDO,CDO0000653,CDX6 7-10 7y ECD3450,USD,3129813.63466018,148839.124931107,3278652.75959129
9/20/2010 12:00:00 AM,CDO,CDO0000654,CDX6 7-10 7y ECD3449,USD,-922175.468776506,-19289.8619841587,-941465.330760665
9/20/2010 12:00:00 AM,CDO,CDO0000655,CDX6 7-10 7y ECD3453,USD,-3114234.03711571,-148930.507245095,-3263164.54436081
9/20/2010 12:00:00 AM,CDO,CDO0000656,CDX6 7-10 7y ECD8112,USD,925513.132868022,19288.2260383496,944801.358906372
9/20/2010 12:00:00 AM,CDO,CDO0000657,GNT LSS 1 - CDX7 30-60,CAD,33966248.6159759,7070883.23681065,41037131.8527865
9/20/2010 12:00:00 AM,CDO,CDO0000658,GNT LSS 1 - GS,CAD,-28250675.2699319,-7074381.75870561,-35325057.0286375
9/20/2010 12:00:00 AM,CDO,CDO0000659,Nereus 2 BNP,USD,-6577713.47670608,-170271.52628554,-6747985.00299162
9/20/2010 12:00:00 AM,CDO,CDO0000660,Nereus 2 Mav1,USD,4522226.95669983,99470.2316593841,4621697.18835922
9/20/2010 12:00:00 AM,CDO,CDO0000661,Nereus Dresdner,USD,-900398.411831076,-30504.8541369554,-930903.265968031
9/20/2010 12:00:00 AM,CDO,CDO0000662,Nereus Mav1,USD,3571842.68815923,90771.3369410066,3662614.02510024
9/20/2010 12:00:00 AM,CDO,CDO0000671,CDX7 0-3 10y Zero ECD4272,USD,-33786.0340783085,2924.93813905766,-30861.0959392508
9/20/2010 12:00:00 AM,CDO,CDO0000672,CDX7 0-3 10y Zero ECD4273,USD,-45048.0454620013,3899.91752084351,-41148.1279411578
9/20/2010 12:00:00 AM,CDO,CDO0000673,CDX7 0-3 10y Zero ECD4280,USD,-18192.4797231882,1574.96667596597,-16617.5130472223
9/20/2010 12:00:00 AM,CDO,CDO0000674,CDX7 0-3 10y Zero ECD8268,USD,97026.5592513697,-8399.82233481716,88626.7369165525
9/20/2010 12:00:00 AM,CDX,CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,USD,-42605.6515629153,-134.934859566179,-42740.5864224814
9/20/2010 12:00:00 AM,CDX,CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,USD,42605.6515629153,134.934859566179,42740.5864224814
