Date,Deal Type,TradeId,Trade Name,Currency code,MTM,MTM Difference,Shifted MTM
7/30/2010 0:00,CDS,CDS0001022,MBIA CDS,USD,-7974237777,-726137188.7,-8700374965
7/30/2010 0:00,CDS,CDS0001023,MBIA CDS,USD,7974237777,726137188.7,8700374965
7/30/2010 0:00,CDO,CDO0000646,Athilon 4,USD,4096767.506,-1916540.884,2180226.622
7/30/2010 0:00,CDO,CDO0000649,Athilon 6,USD,11567028.67,-3591622.855,7975405.811
7/30/2010 0:00,CDO,CDO0000651,Athilon 7,USD,31491313.71,-8446792.398,23044521.31
7/30/2010 0:00,CDO,CDO0000652,Athilon 7 offset,USD,-30386908.62,8450142.461,-21936766.16
7/30/2010 0:00,CDO,CDO0000653,CDX6 7-10 7y ECD3450,USD,4441488.899,-639155.1499,3802333.749
7/30/2010 0:00,CDO,CDO0000654,CDX6 7-10 7y ECD3449,USD,-1564985.689,311330.3885,-1253655.301
7/30/2010 0:00,CDO,CDO0000655,CDX6 7-10 7y ECD3453,USD,-4426416.754,639734.3092,-3786682.445
7/30/2010 0:00,CDO,CDO0000656,CDX6 7-10 7y ECD8112,USD,1568528.283,-311288.5904,1257239.693
7/30/2010 0:00,CDO,CDO0000657,GNT LSS 1 - CDX7 30-60,CAD,92133342.47,-24157582.34,67975760.13
7/30/2010 0:00,CDO,CDO0000658,GNT LSS 1 - GS,CAD,-86365296.66,24167080.94,-62198215.72
7/30/2010 0:00,CDO,CDO0000659,Nereus 2 BNP,USD,-2412184.327,2045349.883,-366834.4445
7/30/2010 0:00,CDO,CDO0000660,Nereus 2 Mav1,USD,1870206.278,-1261842.29,608363.9877
7/30/2010 0:00,CDO,CDO0000661,Nereus Dresdner,USD,-128117.8417,366392.0073,238274.1657
7/30/2010 0:00,CDO,CDO0000662,Nereus Mav1,USD,1091760.387,-1151450.834,-59690.44764
7/30/2010 0:00,CDO,CDO0000671,CDX7 0-3 10y Zero ECD4272,USD,6406.189595,-17879.04309,-11472.8535
7/30/2010 0:00,CDO,CDO0000672,CDX7 0-3 10y Zero ECD4273,USD,8541.586135,-23838.72414,-15297.13801
7/30/2010 0:00,CDO,CDO0000673,CDX7 0-3 10y Zero ECD4280,USD,3449.486675,-9627.176965,-6177.69029
7/30/2010 0:00,CDO,CDO0000674,CDX7 0-3 10y Zero ECD8268,USD,-18397.26241,51344.9442,32947.68179
7/30/2010 0:00,CDX,CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,USD,-50627.45268,-583.0348714,-51210.48756
7/30/2010 0:00,CDX,CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,USD,50627.45268,583.0348714,51210.48756
