Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,EUR_EUR        ,06-Nov-09,CLOSE,mm,mm_0_1,10-Nov-09,0.0093262000000000,0
1W,EUR_EUR        ,06-Nov-09,CLOSE,mm,mm_2_20091117,17-Nov-09,0.0093319000000000,1
1M,EUR_EUR        ,06-Nov-09,CLOSE,mm,mm_2_101,10-Dec-09,0.0093400000000000,2
STUB,EUR_EUR        ,06-Nov-09,CLOSE,mm,mm_2_20091216,16-Dec-09,0.0094096000000000,3
FUT1,EUR_EUR        ,06-Nov-09,CLOSE,fut,fut_1_103,17-Mar-10,0.0096540000000000,4
FUT2,EUR_EUR        ,06-Nov-09,CLOSE,fut,fut_2_103,17-Jun-10,0.0105238000000000,5
FUT3,EUR_EUR        ,06-Nov-09,CLOSE,fut,fut_3_103,16-Sep-10,0.0138583000000000,6
FUT4,EUR_EUR        ,06-Nov-09,CLOSE,fut,fut_4_103,15-Dec-10,0.0174488000000000,7
FUT5,EUR_EUR        ,06-Nov-09,CLOSE,fut,fut_5_103,16-Mar-11,0.0206811000000000,8
FUT6,EUR_EUR        ,06-Nov-09,CLOSE,fut,fut_6_103,16-Jun-11,0.0234141000000000,9
FUT7,EUR_EUR        ,06-Nov-09,CLOSE,fut,fut_7_103,21-Sep-11,0.0258947000000000,10
FUT8,EUR_EUR        ,06-Nov-09,CLOSE,fut,fut_8_103,21-Dec-11,0.0277556000000000,11
FUT9,EUR_EUR        ,06-Nov-09,CLOSE,fut,fut_9_103,21-Mar-12,0.0295443000000000,12
FUT10,EUR_EUR        ,06-Nov-09,CLOSE,fut,fut_10_103,21-Jun-12,0.0309348000000000,13
FUT11,EUR_EUR        ,06-Nov-09,CLOSE,fut,fut_11_103,20-Sep-12,0.0323121000000000,14
FUT12,EUR_EUR        ,06-Nov-09,CLOSE,fut,fut_12_103,19-Dec-12,0.0333892000000000,15
4Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1004,11-Nov-13,0.0257935000000000,16
5Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1005,10-Nov-14,0.0283600000000000,17
6Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1006,10-Nov-15,0.0304600000000000,18
7Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1007,10-Nov-16,0.0322500000000000,19
8Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1008,10-Nov-17,0.0337000000000000,20
9Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1009,12-Nov-18,0.0349045000000000,21
10Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1010,11-Nov-19,0.0359576000000000,22
11Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1011,10-Nov-20,0.0369300000000000,23
12Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1012,10-Nov-21,0.0378100000000000,24
15Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1015,11-Nov-24,0.0397687000000000,25
20Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1020,12-Nov-29,0.0411690000000000,26
25Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1025,10-Nov-34,0.0410200000000000,27
30Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1030,10-Nov-39,0.0403700000000000,28
40Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1040,10-Nov-49,0.0389300000000000,29
50Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1050,10-Nov-59,0.0382800000000000,30
60Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1060,11-Nov-69,0.0377001000000000,31
70Y,EUR_EUR        ,06-Nov-09,CLOSE,swap,swap_2_1070,10-Nov-79,0.0372093000000000,32
1D,GBP            ,06-Nov-09,CLOSE,mm,mm_0_1,09-Nov-09,0.0072954000000000,0
1W,GBP            ,06-Nov-09,CLOSE,mm,mm_0_20091113,13-Nov-09,0.0072955000000000,1
1M,GBP            ,06-Nov-09,CLOSE,mm,mm_0_101,07-Dec-09,0.0072962000000000,2
STUB,GBP            ,06-Nov-09,CLOSE,mm,mm_0_20091216,16-Dec-09,0.0073949000000000,3
FUT1,GBP            ,06-Nov-09,CLOSE,fut,fut_1_103,17-Mar-10,0.0079476000000000,4
FUT2,GBP            ,06-Nov-09,CLOSE,fut,fut_2_103,17-Jun-10,0.0095582000000000,5
FUT3,GBP            ,06-Nov-09,CLOSE,fut,fut_3_103,16-Sep-10,0.0136257000000000,6
FUT4,GBP            ,06-Nov-09,CLOSE,fut,fut_4_103,15-Dec-10,0.0187136000000000,7
FUT5,GBP            ,06-Nov-09,CLOSE,fut,fut_5_103,16-Mar-11,0.0240518000000000,8
FUT6,GBP            ,06-Nov-09,CLOSE,fut,fut_6_103,16-Jun-11,0.0288402000000000,9
FUT7,GBP            ,06-Nov-09,CLOSE,fut,fut_7_103,21-Sep-11,0.0331817000000000,10
FUT8,GBP            ,06-Nov-09,CLOSE,fut,fut_8_103,21-Dec-11,0.0366959000000000,11
FUT9,GBP            ,06-Nov-09,CLOSE,fut,fut_9_103,21-Mar-12,0.0397368000000000,12
FUT10,GBP            ,06-Nov-09,CLOSE,fut,fut_10_103,21-Jun-12,0.0419609000000000,13
FUT11,GBP            ,06-Nov-09,CLOSE,fut,fut_11_103,20-Sep-12,0.0436692000000000,14
FUT12,GBP            ,06-Nov-09,CLOSE,fut,fut_12_103,19-Dec-12,0.0446490000000000,15
4Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1004,06-Nov-13,0.0313750000000000,16
5Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1005,06-Nov-14,0.0342500000000000,17
6Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1006,06-Nov-15,0.0363000000000000,18
7Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1007,07-Nov-16,0.0378713000000000,19
8Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1008,06-Nov-17,0.0391000000000000,20
9Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1009,06-Nov-18,0.0401000000000000,21
10Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1010,06-Nov-19,0.0409500000000000,22
12Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1012,08-Nov-21,0.0423215000000000,23
15Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1015,06-Nov-24,0.0436250000000000,24
20Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1020,06-Nov-29,0.0437000000000000,25
25Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1025,06-Nov-34,0.0429500000000000,26
30Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1030,07-Nov-39,0.0422253000000000,27
40Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1040,08-Nov-49,0.0414253000000000,28
50Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1050,06-Nov-59,0.0413750000000000,29
60Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1060,06-Nov-69,0.0414550000000000,30
70Y,GBP            ,06-Nov-09,CLOSE,swap,swap_0_1070,06-Nov-79,0.0415680000000000,31
1D,JPY_EOD        ,06-Nov-09,CLOSE,mm,mm_0_1,09-Nov-09,0.0051436000000000,0
2D,JPY_EOD        ,06-Nov-09,CLOSE,mm,mm_0_20091110,10-Nov-09,0.0051435000000000,1
1W,JPY_EOD        ,06-Nov-09,CLOSE,mm,mm_2_20091117,17-Nov-09,0.0051438000000000,2
1M,JPY_EOD        ,06-Nov-09,CLOSE,mm,mm_2_101,10-Dec-09,0.0051446000000000,3
2M,JPY_EOD        ,06-Nov-09,CLOSE,mm,mm_2_102,12-Jan-10,0.0051458000000000,4
3M,JPY_EOD        ,06-Nov-09,CLOSE,mm,mm_2_103,10-Feb-10,0.0051469000000000,5
6M,JPY_EOD        ,06-Nov-09,CLOSE,mm,mm_2_106,10-May-10,0.0052500000000000,6
1Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1001,10-Nov-10,0.0053250000000000,7
18M,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_118,10-May-11,0.0057062000000000,8
2Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1002,10-Nov-11,0.0059000000000000,9
3Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1003,12-Nov-12,0.0066722000000000,10
4Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1004,11-Nov-13,0.0076480000000000,11
5Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1005,10-Nov-14,0.0088750000000000,12
6Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1006,10-Nov-15,0.0102250000000000,13
7Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1007,10-Nov-16,0.0116750000000000,14
8Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1008,10-Nov-17,0.0130500000000000,15
9Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1009,12-Nov-18,0.0143437000000000,16
10Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1010,11-Nov-19,0.0155720000000000,17
12Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1012,10-Nov-21,0.0175500000000000,18
15Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1015,11-Nov-24,0.0195985000000000,19
20Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1020,12-Nov-29,0.0216733000000000,20
25Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1025,10-Nov-34,0.0225250000000000,21
30Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1030,10-Nov-39,0.0227750000000000,22
40Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1040,10-Nov-49,0.0227750000000000,23
50Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1050,10-Nov-59,0.0227750000000000,24
52Y,JPY_EOD        ,06-Nov-09,CLOSE,swap,swap_2_1052,10-Nov-61,0.0227750000000000,25
STUB,USD_EOD_CL     ,06-Nov-09,CLOSE,mm,mm_0_20091216,16-Dec-09,0.0024900000000000,0
FUT1,USD_EOD_CL     ,06-Nov-09,CLOSE,fut,fut_1_103,17-Mar-10,0.0029500000000000,1
FUT2,USD_EOD_CL     ,06-Nov-09,CLOSE,fut,fut_2_103,17-Jun-10,0.0043000000000000,2
FUT3,USD_EOD_CL     ,06-Nov-09,CLOSE,fut,fut_3_103,16-Sep-10,0.0067000000000000,3
FUT4,USD_EOD_CL     ,06-Nov-09,CLOSE,fut,fut_4_103,15-Dec-10,0.0102500000000000,4
FUT5,USD_EOD_CL     ,06-Nov-09,CLOSE,fut,fut_5_103,16-Mar-11,0.0143000000000000,5
FUT6,USD_EOD_CL     ,06-Nov-09,CLOSE,fut,fut_6_103,16-Jun-11,0.0181500000000000,6
2Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1002,10-Nov-11,0.0119300000000000,7
3Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1003,13-Nov-12,0.0181100000000000,8
4Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1004,12-Nov-13,0.0229900000000000,9
5Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1005,10-Nov-14,0.0267600000000000,10
6Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1006,10-Nov-15,0.0297500000000000,11
7Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1007,10-Nov-16,0.0321200000000000,12
8Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1008,10-Nov-17,0.0340300000000000,13
9Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1009,13-Nov-18,0.0355300000000000,14
10Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1010,12-Nov-19,0.0367500000000000,15
12Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1012,10-Nov-21,0.0386500000000000,16
15Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1015,12-Nov-24,0.0405900000000000,17
20Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1020,13-Nov-29,0.0420300000000000,18
25Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1025,10-Nov-34,0.0426600000000000,19
30Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1030,10-Nov-39,0.0430000000000000,20
40Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1040,10-Nov-49,0.0430000000000000,21
50Y,USD_EOD_CL     ,06-Nov-09,CLOSE,swap,swap_2_1050,10-Nov-59,0.0430000000000000,22
STUB,CAD_EOD        ,06-Nov-09,CLOSE,mm,mm_0_20091214,14-Dec-09,0.0042000000000000,0
FUT1,CAD_EOD        ,06-Nov-09,CLOSE,fut,fut_1_103,15-Mar-10,0.0044500000000000,1
FUT2,CAD_EOD        ,06-Nov-09,CLOSE,fut,fut_2_103,15-Jun-10,0.0049000000000000,2
FUT3,CAD_EOD        ,06-Nov-09,CLOSE,fut,fut_3_103,14-Sep-10,0.0074000000000000,3
FUT4,CAD_EOD        ,06-Nov-09,CLOSE,fut,fut_4_103,13-Dec-10,0.0127000000000000,4
FUT5,CAD_EOD        ,06-Nov-09,CLOSE,fut,fut_5_103,14-Mar-11,0.0178000000000000,5
FUT6,CAD_EOD        ,06-Nov-09,CLOSE,fut,fut_6_103,14-Jun-11,0.0223000000000000,6
FUT7,CAD_EOD        ,06-Nov-09,CLOSE,fut,fut_7_103,13-Sep-11,0.0263000000000000,7
2Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1002,07-Nov-11,0.0143800000000000,8
3Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1003,06-Nov-12,0.0207100000000000,9
4Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1004,06-Nov-13,0.0251800000000000,10
5Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1005,06-Nov-14,0.0283600000000000,11
6Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1006,06-Nov-15,0.0306400000000000,12
7Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1007,07-Nov-16,0.0325200000000000,13
8Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1008,06-Nov-17,0.0341500000000000,14
9Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1009,06-Nov-18,0.0357800000000000,15
10Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1010,06-Nov-19,0.0373100000000000,16
12Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1012,08-Nov-21,0.0398200000000000,17
15Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1015,06-Nov-24,0.0425700000000000,18
20Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1020,06-Nov-29,0.0441900000000000,19
25Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1025,06-Nov-34,0.0437000000000000,20
30Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1030,07-Nov-39,0.0432600000000000,21
35Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1035,07-Nov-44,0.0430600000000000,22
40Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1040,08-Nov-49,0.0430600000000000,23
50Y,CAD_EOD        ,06-Nov-09,CLOSE,swap,swap_0_1050,06-Nov-59,0.0427600000000000,24
