HEADER,2011-03-04,QUANTIFI,CorrExposure.txt,2011-03-11 21:34:54,UAT,1,Confidential
COBDate,AggregationLevel,PortfolioName,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
03/04/2011,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.428903,03/20/2013,0.50051424,0.237155435676053,-0.236818389288803,-0.192407062416732,0.182225896854231,USD
03/04/2011,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.46615278,09/20/2013,0.54132625,0.340512502765479,-0.345723615472535,-0.411500925733511,0.397144863652729,USD
03/04/2011,2.5.1.9.2.3.1.1,L_USD_3930_ATHILON_7,0.43933676,12/20/2013,0.53793132,0.470322104883906,-0.482500581378421,-0.695783785872143,0.67772942089042,USD
03/04/2011,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.38485602,06/20/2016,0.41389705,-0.0219881100734739,0.021887004919227,-0.124283930982116,0.125217029779934,USD
03/04/2011,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.41347318,06/20/2013,0.43991766,-0.00377831669487249,0.00415250333532337,0.0389474612119846,-0.0387567695966984,USD
03/04/2011,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.38485602,06/20/2016,0.41389705,0.0219918499580007,-0.0218902934659389,0.124371997981039,-0.125305293915778,USD
03/04/2011,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.41347318,06/20/2013,0.43991766,0.00377751045171033,-0.00415165556190387,-0.0389433068692052,0.03875267571376,USD
03/04/2011,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.60157941,12/20/2016,0.60969187,3.85318299550056,-3.8539557849024,-1.55129239327758,1.47800439805511,USD
03/04/2011,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.60157941,12/20/2016,0.60969187,-3.85483605554197,3.85559251836339,1.55180271324549,-1.47848465400758,USD
03/04/2011,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.43385915,03/20/2013,0.60415962,-0.245769763168463,0.240165895561263,0.11497193266769,-0.106738585512134,USD
03/04/2011,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.43352817,03/20/2013,0.60338497,0.177896787186413,-0.173828450733404,-0.0822573878858916,0.0763703951763747,USD
03/04/2011,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.43385915,03/20/2013,0.60415962,-0.044027508029544,0.0430234958846835,0.0205962483804342,-0.0191212703967208,USD
03/04/2011,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.43352817,03/20/2013,0.60338497,0.16610718378732,-0.162308147407207,-0.076806068870678,0.0713091064265475,USD
03/04/2011,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.33387849,12/20/2016,0.33387849,0.00320011596929608,-0.00319803746335227,0.00320011596929608,-0.00319803746335227,USD
03/04/2011,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.33387849,12/20/2016,0.33387849,0.00426682129469231,-0.00426404995343239,0.00426682129469231,-0.00426404995343239,USD
03/04/2011,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.33387849,12/20/2016,0.33387849,0.0017231393524417,-0.00172202015694366,0.0017231393524417,-0.00172202015694366,USD
03/04/2011,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.33387849,12/20/2016,0.33387849,-0.00919007661528131,0.00918410757258034,-0.00919007661528131,0.00918410757258034,USD
TRAILER,2011-03-04,QUANTIFI,CorrExposure.txt,17,-1.32258450842007,UAT,1,Confidential
