Date,Deal Type,TradeId,Trade Name,Currency code,MTM,MTM Difference,Shifted MTM
3/4/2011 12:00:00 AM,CDO,CDO0000646,Athilon 4,USD,2271702.29511204,142924.337787863,2414626.6328999
3/4/2011 12:00:00 AM,CDO,CDO0000649,Athilon 6,USD,8825095.58281061,85682.0552433594,8910777.63805397
3/4/2011 12:00:00 AM,CDO,CDO0000651,Athilon 7,USD,17439501.8142962,147136.337921243,17586638.1522175
3/4/2011 12:00:00 AM,CDO,CDO0000653,CDX6 7-10 7y ECD3450,USD,2190361.91543658,87456.2133409629,2277818.12877754
3/4/2011 12:00:00 AM,CDO,CDO0000654,CDX6 7-10 7y ECD3449,USD,-429264.840903524,-3908.67147613997,-433173.512379664
3/4/2011 12:00:00 AM,CDO,CDO0000655,CDX6 7-10 7y ECD3453,USD,-2174654.37282301,-87498.8027887242,-2262153.17561174
3/4/2011 12:00:00 AM,CDO,CDO0000656,CDX6 7-10 7y ECD8112,USD,432360.72305287,3908.45661013255,436269.179663002
3/4/2011 12:00:00 AM,CDO,CDO0000657,GNT LSS 1 - CDX7 30-60,CAD,126391635.400988,-1422872.8613356,124968762.539652
3/4/2011 12:00:00 AM,CDO,CDO0000658,GNT LSS 1 - GS,CAD,-120411273.479186,1423659.1453225,-118987614.333863
3/4/2011 12:00:00 AM,CDO,CDO0000659,Nereus 2 BNP,USD,296854.437838327,6442.14354265146,303296.581380978
3/4/2011 12:00:00 AM,CDO,CDO0000660,Nereus 2 Mav1,CAD,394404.142469438,3302.27306668771,397706.415536126
3/4/2011 12:00:00 AM,CDO,CDO0000661,Nereus Dresdner,USD,303475.289132692,1154.23537878756,304629.52451148
3/4/2011 12:00:00 AM,CDO,CDO0000662,Nereus Mav1,CAD,-175803.797142664,3082.96218191309,-172720.834960751
3/4/2011 12:00:00 AM,CDO,CDO0000671,CDX7 0-3 10y Zero ECD4272,USD,-54618.2835502974,3583.98651719596,-51034.2970331014
3/4/2011 12:00:00 AM,CDO,CDO0000672,CDX7 0-3 10y Zero ECD4273,USD,-72824.3781062763,4778.64869216774,-68045.7294141086
3/4/2011 12:00:00 AM,CDO,CDO0000673,CDX7 0-3 10y Zero ECD4280,USD,-29409.8447216708,1929.83887635775,-27480.005845313
3/4/2011 12:00:00 AM,CDO,CDO0000674,CDX7 0-3 10y Zero ECD8268,USD,156852.506358638,-10292.4740844349,146560.032274203
