ReferenceEntityLongName,ProductDescription,TradeTag_ECD Id,Quantifi Trade Id,Today_CDS Spread Quote 1Y,Yesterday_CDS Spread Quote 1Y,Today_CDS Spread Quote 2Y,Yesterday_CDS Spread Quote 2Y,Today_CDS Spread Quote 3Y,Yesterday_CDS Spread Quote 3Y,Today_CDS Spread Quote 4Y,Yesterday_CDS Spread Quote 4Y,Today_CDS Spread Quote 5Y,Yesterday_CDS Spread Quote 5Y,Today_CDS Spread Quote 7Y,Yesterday_CDS Spread Quote 7Y,Today_CDS Spread Quote 10Y,Yesterday_CDS Spread Quote 10Y,Today_RecoveryRate,Yesterday_RecoveryRate,Today_JTD,Yesterday_JTD,Today_APCorrelation,Yesterday_APCorrelation,Today_DPCorrelation,Yesterday_DPCorrelation,Today_BaseCorrelationLevelDelta,Yesterday_BaseCorrelationLevelDelta,Today_BaseCorrelationSkewDelta,Yesterday_BaseCorrelationSkewDelta,Today_Theta,Yesterday_Theta,Today_SpreadDelta_1 Years,Yesterday_SpreadDelta_1 Years,Today_SpreadDelta_2 Years,Yesterday_SpreadDelta_2 Years,Today_SpreadDelta_3 Years,Yesterday_SpreadDelta_3 Years,Today_SpreadDelta_4 Years,Yesterday_SpreadDelta_4 Years,Today_SpreadDelta_5 Years,Yesterday_SpreadDelta_5 Years,Today_SpreadDelta_7 Years,Yesterday_SpreadDelta_7 Years,Today_SpreadDelta_10 Years,Yesterday_SpreadDelta_10 Years,Today_SpreadGamma_1 Years,Yesterday_SpreadGamma_1 Years,Today_SpreadGamma_2 Years,Yesterday_SpreadGamma_2 Years,Today_SpreadGamma_3 Years,Yesterday_SpreadGamma_3 Years,Today_SpreadGamma_4 Years,Yesterday_SpreadGamma_4 Years,Today_SpreadGamma_5 Years,Yesterday_SpreadGamma_5 Years,Today_SpreadGamma_7 Years,Yesterday_SpreadGamma_7 Years,Today_SpreadGamma_10 Years,Yesterday_SpreadGamma_10 Years,Today_SpreadHdgeDelta_1 Years,Yesterday_SpreadHdgeDelta_1 Years,Today_SpreadHdgeDelta_2 Years,Yesterday_SpreadHdgeDelta_2 Years,Today_SpreadHdgeDelta_3 Years,Yesterday_SpreadHdgeDelta_3 Years,Today_SpreadHdgeDelta_4 Years,Yesterday_SpreadHdgeDelta_4 Years,Today_SpreadHdgeDelta_5 Years,Yesterday_SpreadHdgeDelta_5 Years,Today_SpreadHdgeDelta_7 Years,Yesterday_SpreadHdgeDelta_7 Years,Today_SpreadHdgeDelta_10 Years,Yesterday_SpreadHdgeDelta_10 Years,Today_SpreadHdgeNotnl_1 Years,Yesterday_SpreadHdgeNotnl_1 Years,Today_SpreadHdgeNotnl_2 Years,Yesterday_SpreadHdgeNotnl_2 Years,Today_SpreadHdgeNotnl_3 Years,Yesterday_SpreadHdgeNotnl_3 Years,Today_SpreadHdgeNotnl_4 Years,Yesterday_SpreadHdgeNotnl_4 Years,Today_SpreadHdgeNotnl_5 Years,Yesterday_SpreadHdgeNotnl_5 Years,Today_SpreadHdgeNotnl_7 Years,Yesterday_SpreadHdgeNotnl_7 Years,Today_SpreadHdgeNotnl_10 Years,Yesterday_SpreadHdgeNotnl_10 Years
,CDX7 0-3 10y Zero ECD8268,8268,CDO0000674,,,,,,,,,,,,,,,,,,,0.317157003394624,0.317412884418368,0.317157003394624,0.317412884418368,32167.4579763224,32264.7254560931,32167.4579763224,32264.7254560931,2941.67787969619,2945.81787848839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,*,*,,,,,,,,,,,,,,,,,,,,,0.0208692142625305,0.0209408551497795,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcoa Inc.,Athilon 4,2591,CDO0000646,2059.2,2085.2,2618.2,2644.2,3153.8,3134.3,3654.3,3734.9,4109.3,4210.7,4306.9,4392.7,4581.2,4661.8,,,428023.001474977,430466.374230146,,,,,,,,,,,-22.4551115185022,-22.7401306629181,473.928740650415,475.602145269513,735.912648126483,737.345456495881,,,,,,,,,-0.0034547746181488,-0.00359976291656494,-0.514642715454102,-0.515638321638107,-1.18864133954048,-1.18691095709801,,,,,,,,,-110.532817107258,-110.75818059372,-205.928504473737,-206.03667418479,-295.221171982098,-295.233456462975,,,,,,,,,203153.344917577,205313.328018025,-2301423.69975235,-2308337.32465976,-2492750.24276073,-2497499.65782876,,,,,,,,
"Ambac Financial Group, Inc.",Athilon 4,2591,CDO0000646,145741.7,143746.2,115675.3,112934.9,97223.1,96530.2,88357.1,87818.9,82669.6,82218.5,73994.7,74254.7,66446.9,66207.7,,,-3413.29565349221,-3359.63649457693,,,,,,,,,,,-0.443821042776108,-0.396773159503937,0.135692045092583,0.0907121151685715,0.818744197487831,0.791234418749809,,,,,,,,,-0.000454187393188477,-0.000434339046478271,0.000299304723739624,-2.85804271697998E-05,-0.00142255425453186,-0.002340167760849,,,,,,,,,-47.110069815751,-47.5890321040213,-59.0725071467395,-60.0368109709486,-70.7424834416408,-71.712987501457,,,,,,,,,9420.93791225328,8337.4916858292,-2297.0422561466,-1510.94159902108,-11573.5857388051,-11033.3489974007,,,,,,,,
Adecco S.A.,Athilon 4,2591,CDO0000646,1066,1059.5,1301.3,1289.6,1517.1,1509.3,1647.1,1644.5,1792.7,1791.4,1830.4,1835.6,1912.3,1903.2,,,603678.743475229,607588.688975573,,,,,,,,,,,-25.8734176158905,-25.9381950646639,686.949607774615,689.988152518868,1033.34891988337,1037.12064874172,,,,,,,,,-0.0035669207572937,-0.00388666987419128,-0.533052235841751,-0.533990412950516,-1.12150451540947,-1.12050491571426,,,,,,,,,-110.54725277941,-110.811683945301,-206.52615703089,-206.782233931732,-298.334491792654,-298.58066880373,,,,,,,,,234048.490264332,234074.550094082,-3326211.15722338,-3336786.43179115,-3463725.94624949,-3473502.32986271,,,,,,,,
SOCIETE AIR FRANCE,Athilon 4,2591,CDO0000646,2208.7,2291.9,3213.6,3273.4,3884.4,3940.3,4287.4,4296.5,4634.5,4638.4,4722.9,4760.6,4826.9,4837.3,,,367356.873268515,364935.266849488,,,,,,,,,,,-28.4137722253799,-28.5294440835714,395.671322017908,391.080788314343,631.372984543443,624.379758894444,,,,,,,,,-0.00343608856201172,-0.00349512696266174,-0.418668568134308,-0.411654770374298,-1.02860322594643,-1.01249653100967,,,,,,,,,-109.649525097816,-109.839006101381,-202.361484520286,-202.387543770852,-287.497528321321,-287.315457051271,,,,,,,,,259132.65196573,259738.73122303,-1955269.91193941,-1932336.25463203,-2196098.82641422,-2173150.60352991,,,,,,,,
AGRIUM INC.,Athilon 4,2591,CDO0000646,579.125631422588,584.51130220318,709.310488543439,711.987205319615,833.3,833.3,1020.41344537374,1019.70129249808,1211.6,1211.6,1367.69553778993,1432.08758684027,1527.5,1710.80242796048,,,696666.492214143,699388.71225813,,,,,,,,,,,-10.8856116384268,-11.1498802304268,734.361005425453,737.341309010983,1078.00534908473,1082.0438426435,,,,,,,,,0.00335070490837097,0.00285184383392334,0.430445909500122,0.408513844013214,1.02083048224449,0.975529611110687,,,,,,,,,-111.711790860668,-111.959174265927,-210.694799956496,-210.872871093236,-306.822055179335,-306.893433827747,,,,,,,,,97443.712562122,99588.8037182506,-3485425.39055108,-3496615.30754694,-3513454.56067247,-3525796.65569133,,,,,,,,
ALLTEL Corporation,Athilon 4,2591,CDO0000646,68.9,71.5,146.9,144.3,162.5,184.6,240.5,249.6,314.6,315.9,383.5,379.6,473.2,451.1,,,380991.528522104,382183.452007681,,,,,,,,,,,-1.6219445168972,-1.82671795785427,160.952916234732,177.392961457372,232.851823613048,256.898491561413,,,,,,,,,0.166284263134003,0.166318506002426,5.90118217468262,5.58984950184822,12.3751979768276,11.586294233799,,,,,,,,,-112.110312890848,-112.361682114555,-212.231622078051,-212.423980632018,-310.487708827954,-310.477244270653,,,,,,,,,14467.3980035748,16257.4814071571,-758383.292078592,-835089.150149527,-749955.04489382,-827430.983436153,,,,,,,,
Atlas Copco Aktiebolag,Athilon 4,2591,CDO0000646,478.4,477.1,635.7,614.9,716.3,721.5,795.6,800.8,854.1,858,890.5,904.8,925.6,928.2,,,710982.271819443,714688.010248691,,,,,,,,,,,-19.1450463980436,-19.1569629609585,725.318594798446,727.794554561377,1070.14519950747,1073.79699584842,,,,,,,,,0.0107399523258209,0.0108336210250854,0.852974504232407,0.858731865882874,1.94726061820984,1.95767307281494,,,,,,,,,-111.01279110475,-111.275438061658,-208.281647059109,-208.546627764902,-302.454322996115,-302.698213177699,,,,,,,,,172458.022246991,172158.054775247,-3482393.21630006,-3489840.91644882,-3538204.34406957,-3547417.68897738,,,,,,,,
AT&T Inc.,Athilon 4,2591,CDO0000646,321.62,317.59,606.84,523.363905887125,772.2,770.25,941.85,941.46,1086.15,1084.33,1247.87,1253.2,1418.69,1410.11,,,707813.660890222,715815.581489533,,,,,,,,,,,-10.1435245722532,-9.89110338687897,728.66853351891,726.413424700499,1069.04098303616,1067.68957668543,,,,,,,,,0.0274398624897003,0.0299839973449707,0.7515609562397,0.909949064254761,1.69256517291069,2.01860839128494,,,,,,,,,-111.918659418956,-112.174647400736,-211.224054209874,-211.535845640736,-307.600866111181,-307.923047027068,,,,,,,,,90633.0063719045,88175.925809187,-3449742.20026522,-3433996.83632915,-3475416.03686435,-3467390.91793793,,,,,,,,
"Avis Budget Group, Inc.",Athilon 4,2591,CDO0000646,3129.1,3129.1,4115.8,4490.2,5895.5,5842.2,6892.6,6858.8,7677.8,7677.8,8011.9,8074.3,8058.7,8096.4,,,261519.931862026,257413.850236297,,,,,,,,,,,-21.9110594242811,-22.1516173481941,260.244519129395,256.334910735488,442.24775865674,430.126284226775,,,,,,,,,-0.00248214602470398,-0.00258409976959229,-0.247780293226242,-0.243399649858475,-0.69565337896347,-0.666783720254898,,,,,,,,,-109.691124079102,-109.933098124121,-202.416397638793,-202.101968747811,-284.936836174694,-284.203192602251,,,,,,,,,199752.346493233,201500.892144272,-1285688.91732672,-1268344.45168296,-1552090.50747513,-1513446.3490308,,,,,,,,
SAFEWAY LIMITED,Athilon 4,2591,CDO0000646,306.8,292.5,413.4,392.6,526.5,516.1,646.1,639.6,765.7,756.6,829.4,817.7,900.9,886.6,,,739240.93877551,744265.80138132,,,,,,,,,,,-15.7844970673323,-15.626677274704,671.700768977404,669.794313848019,988.217104360461,984.754297316074,,,,,,,,,0.0366977751255035,0.0413092970848084,2.40389508008957,2.53882730007172,5.24816820025444,5.52453601360321,,,,,,,,,-111.149249105653,-111.422983821492,-208.835694893228,-209.121429384144,-303.659087545972,-303.954378866879,,,,,,,,,142011.729223004,140246.444124482,-3216407.85269408,-3202896.5937185,-3254363.67587995,-3239809.54308726,,,,,,,,
"AutoZone, Inc.",Athilon 4,2591,CDO0000646,334.1,343.2,465.4,449.8,556.4,604.5,747.5,759.2,923,937.3,993.2,1004.9,1116.7,1125.8,,,734094.074271679,734085.934208155,,,,,,,,,,,-7.62428157031536,-8.12449230253696,687.54827979207,698.404268845916,1002.94546568394,1021.1464626193,,,,,,,,,0.0276835262775421,0.0266814529895782,2.00681918859482,1.77843740582466,4.33991706371307,3.85584229230881,,,,,,,,,-111.908621511465,-112.15394915008,-211.398847811005,-211.597738895595,-308.390793735997,-308.411672464978,,,,,,,,,68129.5280679893,72440.5369949579,-3252374.77361633,-3300622.55150334,-3252190.0330868,-3310985.13379147,,,,,,,,
Bank of America Corporation,Athilon 4,2591,CDO0000646,1211.6,1188.2,1443,1433.9,1574.3,1558.7,1768,1752.4,1917.5,1901.9,1925.3,1896.7,1966.9,1947.4,,,591483.023651272,595812.174987286,,,,,,,,,,,-17.5635325759649,-17.7459992617369,675.807046592236,679.323264539242,1007.19251105189,1011.7261300683,,,,,,,,,-0.00444468855857849,-0.00474610924720764,-0.570718467235565,-0.570692420005798,-1.18106400966644,-1.17832696437836,,,,,,,,,-111.205896327711,-111.47392053772,-208.751413399239,-208.984663236966,-302.496451665408,-302.667653266652,,,,,,,,,157937.062295755,159194.179016356,-3237377.10604023,-3250589.08159669,-3329601.07633246,-3342696.58203932,,,,,,,,
BRITISH AMERICAN TOBACCO p.l.c.,Athilon 4,2591,CDO0000646,357.5,354.9,460.2,453.7,569.4,566.8,669.5,663,760.5,759.2,822.9,819,894.4,893.1,,,733271.410240352,736892.215574563,,,,,,,,,,,-16.5707527399063,-16.6065398156643,688.770348623395,691.610808134079,1014.04450987279,1017.49601328373,,,,,,,,,0.0260195136070251,0.0267348289489746,1.94995293021202,1.95799791812897,4.28823921084404,4.3003294467926,,,,,,,,,-111.1089081758,-111.373079375455,-208.697241606386,-208.945844709205,-303.378051700504,-303.602707417686,,,,,,,,,149139.731565786,149107.305901825,-3300332.78505161,-3310000.29742927,-3342511.11505543,-3351406.25700645,,,,,,,,
The Black & Decker Corporation,Athilon 4,2591,CDO0000646,140.4,137.8,141.7,145.6,223.6,219.7,310.7,318.5,388.7,393.9,455,456.3,572,573.3,,,771744.318164259,775200.142532825,,,,,,,,,,,-2.89395229518414,-3.03180450201035,394.173549130559,400.255410894752,572.375192955136,580.6579708606,,,,,,,,,0.150893598794937,0.158305406570435,9.93554994463921,9.91660162806511,20.6465140879154,20.6014061868191,,,,,,,,,-112.052175953395,-112.307512929862,-212.129837276633,-212.320766494403,-310.220947299518,-310.311375701656,,,,,,,,,25826.8281767932,26995.5626557571,-1858171.17568674,-1885144.90364419,-1845056.55706901,-1871210.71390842,,,,,,,,
Belo Corp.,Athilon 4,2591,CDO0000646,1314.3,1398.8,2163.2,2152.8,3016,2984.8,3649.1,3621.8,4253.6,4243.2,4374.5,4417.4,4556.5,4596.8,,,453038.305605203,457882.057527244,,,,,,,,,,,-21.5252364873886,-21.7620498836041,505.878151103854,510.128534182906,788.126986607909,793.903711721301,,,,,,,,,-0.00457388162612915,-0.00477701425552368,-0.557207077741623,-0.551966339349747,-1.28197136521339,-1.2776161134243,,,,,,,,,-111.124045059567,-111.305311779861,-207.628982830239,-207.702758912317,-297.692668378466,-297.742078233892,,,,,,,,,193704.580101005,195516.723646082,-2436452.4846585,-2456050.83367362,-2647451.78610156,-2666414.2214311,,,,,,,,
BellSouth Corporation,Athilon 4,2591,CDO0000646,161.2,238.804800336795,282.1,291.2,375.7,364,455,443.3,525.2,521.3,599.3,596.7,744.9,731.9,,,757152.871665537,760777.938044012,,,,,,,,,,,-5.46704027056694,-5.09395757317543,583.335879504681,585.934140086174,848.431403532624,851.077369838953,,,,,,,,,0.109456121921539,0.0615295171737671,4.69028723239899,4.7050815820694,9.88878235220909,9.93974566459656,,,,,,,,,-112.041258279381,-112.238355000934,-211.90393439366,-211.965017045651,-309.505164334515,-309.475671076329,,,,,,,,,48794.8846212935,45385.1766905621,-2752831.75451099,-2764296.4308586,-2741251.20127441,-2750062.28075694,,,,,,,,
BROOKFIELD ASSET MANAGEMENT INC.,Athilon 4,2591,CDO0000646,1979.9,1965.6,2638.13428799053,2654.6,3328,3312.4,3500.66857869218,3538.66511202909,3672.13772017017,3766.19149346921,4009.93576355813,4222.4,4498,4469.4,,,416973.139092058,419444.440567464,,,,,,,,,,,-22.4776975959539,-22.7341901063919,459.180157765746,460.953421354294,717.975277602673,719.827143415809,,,,,,,,,-0.00361838936805725,-0.00384247303009033,-0.49724742770195,-0.498390138149261,-1.16535800695419,-1.16475138068199,,,,,,,,,-110.595553026597,-110.853249487783,-206.017561583326,-206.197663693106,-294.950771369589,-295.036594713289,,,,,,,,,203242.327388592,205083.659806449,-2228839.88256519,-2235492.93963074,-2434220.71510032,-2439789.35601302,,,,,,,,
BRITISH TELECOMMUNICATIONS public limited company,Athilon 4,2591,CDO0000646,861.9,884,1211.6,1277.9,1406.6,1410.5,1584.7,1571.7,1706.9,1706.9,1786.2,1790.1,1924,1905.8,,,617603.634254098,616207.130504012,,,,,,,,,,,-25.2579308152199,-25.6165115088224,700.756268188357,699.656995937228,1050.93259017169,1047.10891719162,,,,,,,,,-0.00248324871063232,-0.00308135151863098,-0.482443660497665,-0.506424099206924,-0.998607665300369,-1.04590532183647,,,,,,,,,-110.708652888443,-110.951153370594,-206.944675840924,-207.05569999671,-299.067186029115,-299.049502892319,,,,,,,,,228147.756803358,230880.984384718,-3386200.99957063,-3379076.23865629,-3514035.1040364,-3501456.80586088,,,,,,,,
BRITISH SKY BROADCASTING GROUP PLC,Athilon 4,2591,CDO0000646,791.7,796.9,899.6,902.2,1024.4,1027,1146.6,1145.3,1245.4,1242.8,1313,1302.6,1378,1365,,,668813.197844535,671222.574581116,,,,,,,,,,,-22.5572821050882,-22.7001054286957,733.128572270274,735.519676327705,1089.77635389566,1092.60327166319,,,,,,,,,-0.000976115465164185,-0.00141489505767822,-0.0734572112560272,-0.0903828740119934,-0.0682787895202637,-0.103603661060333,,,,,,,,,-110.764240597117,-111.020460433121,-207.464940672809,-207.68675164956,-300.715497306099,-300.890950193452,,,,,,,,,203651.304640239,204467.765132087,-3533746.80990791,-3541485.77357878,-3623944.77058287,-3631226.76491506,,,,,,,,
BorgWarner Inc.,Athilon 4,2591,CDO0000646,595.4,594.1,679.9,709.8,794.3,858,1030.9,1066,1281.8,1287,1440.4,1436.5,1595.1,1613.3,,,701813.826354623,697365.876042306,,,,,,,,,,,-10.4646625071764,-11.2863010764122,731.905041009188,737.666958868504,1073.42514534295,1083.74191978574,,,,,,,,,0.00290170311927795,0.00251120328903198,0.564476013183594,0.361670792102814,1.30795994400978,0.873892843723297,,,,,,,,,-111.698734270258,-111.951444253685,-210.710373152985,-210.861345506687,-306.953668564617,-306.836253218764,,,,,,,,,93686.4913961947,100814.25167537,-3473512.1487246,-3498350.81008297,-3497026.6045769,-3531987.8548154,,,,,,,,
