COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
08/11/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.47,03/20/2013,0.65,267379.234694444,-278546.786003786,-826999.451180848,807799.718564606,USD
08/11/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.44,09/20/2013,0.63,345332.790338143,-359538.847755954,-1021173.45013326,1002416.11605248,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.39,12/20/2013,0.52,670219.745929534,-697639.562877078,-1407037.07215356,1384919.29206525,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.39,12/20/2013,0.52,-670680.353182746,698110.307260353,1407765.51060652,-1385629.11437837,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.32,06/20/2016,0.35,-35099.1613638121,35628.5012132786,-150754.90305044,152384.017617925,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.36,06/20/2013,0.41,-559.876034806646,1068.6155857862,74416.3738835672,-74673.7059994171,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.32,06/20/2016,0.35,35110.4636286014,-35639.4265103583,150894.21641096,-152524.160721429,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.36,06/20/2013,0.41,558.577247225507,-1067.2147504621,-74404.878131477,74662.2697837221,USD
08/11/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.55,12/20/2016,0.56,4475442.50077338,-4485705.10018306,-1603870.98821122,1526550.71837263,USD
08/11/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.55,12/20/2016,0.56,-4477803.92841329,4488047.11666238,1604516.02189516,-1527157.61264241,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.5,03/20/2013,0.81,-298855.913082275,316161.730465879,922994.159077982,-887353.963157745,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.5,03/20/2013,0.81,213175.340512369,-225285.268850085,-639580.363163157,615030.938305864,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.5,03/20/2013,0.81,-53539.642610363,56639.9918642619,165365.978923509,-158980.234928195,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.5,03/20/2013,0.81,199053.127814184,-210360.838730697,-597238.395097507,574313.380801182,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.28,12/20/2016,0.28,-1843.51103957241,1824.85572096365,2922.99112254359,-2893.41205872941,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.28,12/20/2016,0.28,-2458.01472075342,2433.14096259502,3897.32149882332,-3857.88274704988,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.28,12/20/2016,0.28,-992.659781528691,982.614610061308,1573.9182824679,-1557.99109440484,USD
08/11/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.28,12/20/2016,0.28,5294.18554119275,-5240.6112929649,-8394.23090278553,8309.28589914546,USD
