HEADER,2010-11-02,QUANTIFI,CorrExposure.txt,2010-11-03 02:58:31,UAT,1,Confidential
COBDate,AggregationLevel,PortfolioName,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
11/02/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.43,03/20/2013,0.58,279963.909538509,284185.552520335,-528048.033935322,511624.279115299,USD
11/02/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.42,09/20/2013,0.58,359363.385733723,369136.823725351,-751259.088579771,733560.096630485,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.39,12/20/2013,0.52,621753.330110735,642057.811935549,-1088676.88679874,1067853.00196119,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.39,12/20/2013,0.52,-622100.222571763,-642410.202118839,1089164.42762452,-1068325.92328159,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.33,06/20/2016,0.36,-30642.7059008207,-30994.4892879766,-146414.554399315,147943.221204678,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.34,06/20/2013,0.38,-4689.8542010873,-5266.02020923621,60990.7612872001,-60952.1345908718,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.33,06/20/2016,0.36,30649.6036604808,31000.9437044058,146536.085861951,-148065.324562063,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.34,06/20/2013,0.38,4688.45688740731,5264.54569021053,-60983.0631327781,60944.5240655883,USD
11/02/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.71,12/20/2016,0.9,6879017.82258383,6804887.746278,-5489302.48821971,5290391.83216949,USD
11/02/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.71,12/20/2016,0.9,-6882507.28884582,-6808319.37144118,5492054.03708855,-5293023.52250485,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.47,03/20/2013,0.74,-310166.556093292,-316596.709010571,502260.969976984,-478457.283104728,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.47,03/20/2013,0.74,219276.652104811,223567.381918661,-348796.807688864,332278.283413983,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.47,03/20/2013,0.74,-55565.2199855447,-56716.7877231946,89981.4234635259,-85716.7322691619,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.47,03/20/2013,0.74,204748.300925221,208753.842329451,-325694.187876629,310269.324380563,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.27,12/20/2016,0.27,-1984.1698551428,-1967.19737980665,3146.01363794719,-3119.10281741494,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.27,12/20/2016,0.27,-2645.5598082816,-2622.92984115454,4194.68485285494,-4158.80375879258,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.27,12/20/2016,0.27,-1068.39914307142,-1059.26011797337,1694.00732813365,-1679.51688644012,USD
11/02/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.27,12/20/2016,0.27,5698.12880578357,5649.38733822839,-9034.70581780644,8957.42346152798,USD
TRAILER,2010-11-02,QUANTIFI,CorrExposure.txt,18,-1358187.40532728,UAT,1,Confidential
