Name, Series, Version (hardcoded), Term (years), Deal Spread, Delta, TrancheFrom, TrancheTo, EffectiveDate, Reference Spread, Bid, Mid, Ask, BidUpFront, MidUpFront, AskUpFront
DJ CDX.NA.IG,9,1,3.00000,45.0000000000000000,131727.6706480700000000,0.0000,3.0000,01/04/2010,208.0000000000000000,500.000000000,500.000000000,500.000000000,36.000000000,36.000000000,36.000000000
DJ CDX.NA.IG,9,1,3.00000,45.0000000000000000,81765.1024866195000000,3.0000,7.0000,01/04/2010,208.0000000000000000,880.000000000,880.000000000,880.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,3.00000,45.0000000000000000,24874.0690959037000000,7.0000,10.0000,01/04/2010,208.0000000000000000,180.000000000,180.000000000,180.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,3.00000,45.0000000000000000,7267.3759630914600000,10.0000,15.0000,01/04/2010,208.0000000000000000,45.000000000,45.000000000,45.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,3.00000,45.0000000000000000,3245.9693203416400000,15.0000,30.0000,01/04/2010,208.0000000000000000,18.000000000,18.000000000,18.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,5.00000,60.0000000000000000,273054.3806025660000000,0.0000,3.0000,01/04/2010,110.0000000000000000,500.000000000,500.000000000,500.000000000,48.250000000,48.437500000,48.625000000
DJ CDX.NA.IG,9,1,5.00000,60.0000000000000000,277116.0973453590000000,3.0000,7.0000,01/04/2010,110.0000000000000000,682.593264312,690.2013169915,697.809369671,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,5.00000,60.0000000000000000,141231.1470479530000000,7.0000,10.0000,01/04/2010,110.0000000000000000,232.199404002,239.1252814845,246.051158967,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,5.00000,60.0000000000000000,58506.9265483451000000,10.0000,15.0000,01/04/2010,110.0000000000000000,72.000000000,76.500000000,81.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,5.00000,60.0000000000000000,24669.7650780892000000,15.0000,30.0000,01/04/2010,110.0000000000000000,26.000000000,28.000000000,30.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,263280.0722558370000000,0.0000,3.0000,01/04/2010,117.0000000000000000,500.000000000,500.000000000,500.000000000,65.125000000,65.312500000,65.500000000
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,464196.2525561040000000,3.0000,7.0000,01/04/2010,117.0000000000000000,930.468581183,935.513134869,940.557688555,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,293507.7955749170000000,7.0000,10.0000,01/04/2010,117.0000000000000000,377.890937128,382.251975088,386.613013048,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,141182.2040793710000000,10.0000,15.0000,01/04/2010,117.0000000000000000,140.000000000,142.500000000,145.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,60289.2194013312000000,15.0000,30.0000,01/04/2010,117.0000000000000000,49.000000000,50.000000000,51.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,212969.1672870290000000,0.0000,3.0000,01/04/2010,125.0000000000000000,500.000000000,500.000000000,500.000000000,72.375000000,72.562500000,72.750000000
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,854801.4965868880000000,3.0000,7.0000,01/04/2010,125.0000000000000000,1676.353105191,1684.5985708815,1692.844036572,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,591884.2385084960000000,7.0000,10.0000,01/04/2010,125.0000000000000000,563.340465059,567.1408929625,570.941320866,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,333087.0020895380000000,10.0000,15.0000,01/04/2010,125.0000000000000000,223.000000000,227.500000000,232.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,131853.3980391830000000,15.0000,30.0000,01/04/2010,125.0000000000000000,71.000000000,72.000000000,73.000000000,NULL,NULL,NULL
