Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,GBP            ,20-Jan-10,CLOSE,mm,mm_0_1,21-Jan-10,0.0078129000000000,0
1W,GBP            ,20-Jan-10,CLOSE,mm,mm_0_20100127,27-Jan-10,0.0078131000000000,1
1M,GBP            ,20-Jan-10,CLOSE,mm,mm_0_101,22-Feb-10,0.0078140000000000,2
STUB,GBP            ,20-Jan-10,CLOSE,mm,mm_0_20100317,17-Mar-10,0.0077874000000000,3
FUT1,GBP            ,20-Jan-10,CLOSE,fut,fut_1_103,17-Jun-10,0.0082073000000000,4
FUT2,GBP            ,20-Jan-10,CLOSE,fut,fut_2_103,16-Sep-10,0.0103258000000000,5
FUT3,GBP            ,20-Jan-10,CLOSE,fut,fut_3_103,15-Dec-10,0.0145158000000000,6
FUT4,GBP            ,20-Jan-10,CLOSE,fut,fut_4_103,16-Mar-11,0.0190695000000000,7
FUT5,GBP            ,20-Jan-10,CLOSE,fut,fut_5_103,16-Jun-11,0.0232381000000000,8
FUT6,GBP            ,20-Jan-10,CLOSE,fut,fut_6_103,21-Sep-11,0.0271406000000000,9
FUT7,GBP            ,20-Jan-10,CLOSE,fut,fut_7_103,21-Dec-11,0.0306126000000000,10
FUT8,GBP            ,20-Jan-10,CLOSE,fut,fut_8_103,21-Mar-12,0.0339759000000000,11
FUT9,GBP            ,20-Jan-10,CLOSE,fut,fut_9_103,21-Jun-12,0.0365026000000000,12
FUT10,GBP            ,20-Jan-10,CLOSE,fut,fut_10_103,20-Sep-12,0.0386041000000000,13
FUT11,GBP            ,20-Jan-10,CLOSE,fut,fut_11_103,19-Dec-12,0.0404285000000000,14
FUT12,GBP            ,20-Jan-10,CLOSE,fut,fut_12_103,19-Mar-13,0.0421323000000000,15
4Y,GBP            ,20-Jan-10,CLOSE,swap,swap_0_1004,20-Jan-14,0.0296000000000000,16
5Y,GBP            ,20-Jan-10,CLOSE,swap,swap_0_1005,20-Jan-15,0.0327500000000000,17
6Y,GBP            ,20-Jan-10,CLOSE,swap,swap_0_1006,20-Jan-16,0.0350750000000000,18
7Y,GBP            ,20-Jan-10,CLOSE,swap,swap_0_1007,20-Jan-17,0.0369000000000000,19
8Y,GBP            ,20-Jan-10,CLOSE,swap,swap_0_1008,22-Jan-18,0.0383181000000000,20
9Y,GBP            ,20-Jan-10,CLOSE,swap,swap_0_1009,21-Jan-19,0.0394722000000000,21
10Y,GBP            ,20-Jan-10,CLOSE,swap,swap_0_1010,20-Jan-20,0.0404250000000000,22
12Y,GBP            ,20-Jan-10,CLOSE,swap,swap_0_1012,20-Jan-22,0.0419250000000000,23
15Y,GBP            ,20-Jan-10,CLOSE,swap,swap_0_1015,20-Jan-25,0.0432750000000000,24
20Y,GBP            ,20-Jan-10,CLOSE,swap,swap_0_1020,21-Jan-30,0.0433500000000000,25
25Y,GBP            ,20-Jan-10,CLOSE,swap,swap_0_1025,22-Jan-35,0.0427256000000000,26
