Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,GBP            ,23-Mar-10,CLOSE,mm,mm_0_1,24-Mar-10,0.0082868000000000,0
1W,GBP            ,23-Mar-10,CLOSE,mm,mm_0_20100330,30-Mar-10,0.0082870000000000,1
1M,GBP            ,23-Mar-10,CLOSE,mm,mm_0_101,23-Apr-10,0.0082879000000000,2
2M,GBP            ,23-Mar-10,CLOSE,mm,mm_0_102,24-May-10,0.0082725000000000,3
STUB,GBP            ,23-Mar-10,CLOSE,mm,mm_0_20100616,16-Jun-10,0.0082696000000000,4
FUT1,GBP            ,23-Mar-10,CLOSE,fut,fut_1_103,16-Sep-10,0.0089850000000000,5
FUT2,GBP            ,23-Mar-10,CLOSE,fut,fut_2_103,15-Dec-10,0.0105203000000000,6
FUT3,GBP            ,23-Mar-10,CLOSE,fut,fut_3_103,16-Mar-11,0.0130639000000000,7
FUT4,GBP            ,23-Mar-10,CLOSE,fut,fut_4_103,16-Jun-11,0.0160272000000000,8
FUT5,GBP            ,23-Mar-10,CLOSE,fut,fut_5_103,21-Sep-11,0.0193041000000000,9
FUT6,GBP            ,23-Mar-10,CLOSE,fut,fut_6_103,21-Dec-11,0.0226203000000000,10
FUT7,GBP            ,23-Mar-10,CLOSE,fut,fut_7_103,21-Mar-12,0.0259145000000000,11
FUT8,GBP            ,23-Mar-10,CLOSE,fut,fut_8_103,21-Jun-12,0.0287419000000000,12
FUT9,GBP            ,23-Mar-10,CLOSE,fut,fut_9_103,20-Sep-12,0.0311879000000000,13
FUT10,GBP            ,23-Mar-10,CLOSE,fut,fut_10_103,19-Dec-12,0.0334181000000000,14
FUT11,GBP            ,23-Mar-10,CLOSE,fut,fut_11_103,20-Mar-13,0.0353762000000000,15
FUT12,GBP            ,23-Mar-10,CLOSE,fut,fut_12_103,20-Jun-13,0.0369862000000000,16
4Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1004,24-Mar-14,0.0254406000000000,17
5Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1005,23-Mar-15,0.0288000000000000,18
6Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1006,23-Mar-16,0.0314500000000000,19
7Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1007,23-Mar-17,0.0336500000000000,20
8Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1008,23-Mar-18,0.0354500000000000,21
9Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1009,25-Mar-19,0.0368929000000000,22
10Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1010,23-Mar-20,0.0380500000000000,23
12Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1012,23-Mar-22,0.0398500000000000,24
15Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1015,24-Mar-25,0.0415488000000000,25
20Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1020,25-Mar-30,0.0422244000000000,26
25Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1025,27-Mar-35,0.0419255000000000,27
30Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1030,23-Mar-40,0.0414500000000000,28
40Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1040,23-Mar-50,0.0408750000000000,29
50Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1050,23-Mar-60,0.0406000000000000,30
60Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1060,24-Mar-70,0.0406000000000000,31
70Y,GBP            ,23-Mar-10,CLOSE,swap,swap_0_1070,25-Mar-80,0.0406939000000000,32
1D,EUR_EUR        ,23-Mar-10,CLOSE,mm,mm_0_1,25-Mar-10,0.0095389000000000,0
1W,EUR_EUR        ,23-Mar-10,CLOSE,mm,mm_2_20100401,01-Apr-10,0.0095392000000000,1
