Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,EUR_EUR        ,10-Nov-09,CLOSE,mm,mm_0_1,12-Nov-09,0.0091747000000000,0
1W,EUR_EUR        ,10-Nov-09,CLOSE,mm,mm_2_20091119,19-Nov-09,0.0091775000000000,1
1M,EUR_EUR        ,10-Nov-09,CLOSE,mm,mm_2_101,14-Dec-09,0.0091831000000000,2
STUB,EUR_EUR        ,10-Nov-09,CLOSE,mm,mm_2_20091216,16-Dec-09,0.0092611000000000,3
FUT1,EUR_EUR        ,10-Nov-09,CLOSE,fut,fut_1_103,17-Mar-10,0.0096498000000000,4
FUT2,EUR_EUR        ,10-Nov-09,CLOSE,fut,fut_2_103,17-Jun-10,0.0104551000000000,5
FUT3,EUR_EUR        ,10-Nov-09,CLOSE,fut,fut_3_103,16-Sep-10,0.0133969000000000,6
FUT4,EUR_EUR        ,10-Nov-09,CLOSE,fut,fut_4_103,15-Dec-10,0.0165643000000000,7
FUT5,EUR_EUR        ,10-Nov-09,CLOSE,fut,fut_5_103,16-Mar-11,0.0195905000000000,8
FUT6,EUR_EUR        ,10-Nov-09,CLOSE,fut,fut_6_103,16-Jun-11,0.0223254000000000,9
FUT7,EUR_EUR        ,10-Nov-09,CLOSE,fut,fut_7_103,21-Sep-11,0.0248723000000000,10
FUT8,EUR_EUR        ,10-Nov-09,CLOSE,fut,fut_8_103,21-Dec-11,0.0267760000000000,11
FUT9,EUR_EUR        ,10-Nov-09,CLOSE,fut,fut_9_103,21-Mar-12,0.0285413000000000,12
FUT10,EUR_EUR        ,10-Nov-09,CLOSE,fut,fut_10_103,21-Jun-12,0.0299849000000000,13
FUT11,EUR_EUR        ,10-Nov-09,CLOSE,fut,fut_11_103,20-Sep-12,0.0313719000000000,14
FUT12,EUR_EUR        ,10-Nov-09,CLOSE,fut,fut_12_103,19-Dec-12,0.0325735000000000,15
4Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1004,12-Nov-13,0.0250300000000000,16
5Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1005,12-Nov-14,0.0275800000000000,17
6Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1006,12-Nov-15,0.0297000000000000,18
7Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1007,14-Nov-16,0.0314822000000000,19
8Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1008,13-Nov-17,0.0329367000000000,20
9Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1009,12-Nov-18,0.0341400000000000,21
10Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1010,12-Nov-19,0.0352000000000000,22
11Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1011,12-Nov-20,0.0361700000000000,23
12Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1012,12-Nov-21,0.0370600000000000,24
15Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1015,12-Nov-24,0.0390400000000000,25
20Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1020,12-Nov-29,0.0404600000000000,26
25Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1025,13-Nov-34,0.0403101000000000,27
30Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1030,14-Nov-39,0.0396607000000000,28
40Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1040,12-Nov-49,0.0382200000000000,29
50Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1050,12-Nov-59,0.0375700000000000,30
60Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1060,12-Nov-69,0.0369800000000000,31
70Y,EUR_EUR        ,10-Nov-09,CLOSE,swap,swap_2_1070,13-Nov-79,0.0364744000000000,32
1D,GBP            ,10-Nov-09,CLOSE,mm,mm_0_1,11-Nov-09,0.0073726000000000,0
1W,GBP            ,10-Nov-09,CLOSE,mm,mm_0_20091117,17-Nov-09,0.0073728000000000,1
1M,GBP            ,10-Nov-09,CLOSE,mm,mm_0_101,10-Dec-09,0.0073735000000000,2
STUB,GBP            ,10-Nov-09,CLOSE,mm,mm_0_20091216,16-Dec-09,0.0075176000000000,3
FUT1,GBP            ,10-Nov-09,CLOSE,fut,fut_1_103,17-Mar-10,0.0079523000000000,4
FUT2,GBP            ,10-Nov-09,CLOSE,fut,fut_2_103,17-Jun-10,0.0093883000000000,5
FUT3,GBP            ,10-Nov-09,CLOSE,fut,fut_3_103,16-Sep-10,0.0131503000000000,6
FUT4,GBP            ,10-Nov-09,CLOSE,fut,fut_4_103,15-Dec-10,0.0180280000000000,7
FUT5,GBP            ,10-Nov-09,CLOSE,fut,fut_5_103,16-Mar-11,0.0231163000000000,8
FUT6,GBP            ,10-Nov-09,CLOSE,fut,fut_6_103,16-Jun-11,0.0279388000000000,9
FUT7,GBP            ,10-Nov-09,CLOSE,fut,fut_7_103,21-Sep-11,0.0322672000000000,10
FUT8,GBP            ,10-Nov-09,CLOSE,fut,fut_8_103,21-Dec-11,0.0357242000000000,11
