COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
03/01/2010,,,0.91,06/20/2010,0.97,7565.82473668858,-6871.83261270198,-136169.603734074,138345.435121494,USD
03/01/2010,,,0.91,06/20/2010,0.97,-7566.66508818787,6872.58795352932,136184.423834672,-138360.504806652,USD
03/01/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.48,03/20/2013,0.66,294991.453331066,-305901.87553983,-896390.845755524,878227.608449573,USD
03/01/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.43,09/20/2013,0.61,399129.659518073,-415440.462986767,-1050041.42307805,1031982.20729179,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.38,12/20/2013,0.52,722648.625780116,-753711.484534545,-1464881.76433358,1445574.36031433,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.38,12/20/2013,0.52,-723249.166006877,754326.372559613,1465739.29526881,-1446412.21905421,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.31,06/20/2016,0.34,-33357.2445906616,33863.2590401225,-145521.684591432,147176.422688709,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.36,06/20/2013,0.41,1641.07485774087,-1182.89118695066,81053.8009932188,-81552.5630019009,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.31,06/20/2016,0.34,33368.9319978572,-33874.5587850794,145665.965445373,-147321.693491845,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.36,06/20/2013,0.41,-1642.43427863054,1184.37414687341,-81038.937059914,81537.727837983,USD
03/01/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.52,12/20/2016,0.54,4285640.3434017,-4289417.58647102,-1384605.21324719,1313301.49924711,USD
03/01/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.52,12/20/2016,0.54,-4287997.55077299,4291752.67895719,1385189.10230192,-1313847.83199772,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.52,03/20/2013,0.82,-461636.208021424,481678.00491748,1053053.79568925,-1011295.5884409,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.52,03/20/2013,0.81,330052.52006687,-343743.220668906,-731604.420806226,702647.692101148,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.52,03/20/2013,0.82,-82709.2155893258,86299.5846710547,188677.789267737,-181195.60529642,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.52,03/20/2013,0.81,308205.767952435,-320989.076654476,-683193.708266136,656152.47990984,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.26,12/20/2016,0.26,-1541.59441754335,1521.39476546553,2444.28522548318,-2412.25753352228,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.26,12/20/2016,0.26,-2055.45922449792,2028.52635504633,3259.04696906578,-3216.34337976157,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.26,12/20/2016,0.26,-830.089294219457,819.212558583973,1316.15357100586,-1298.90789087576,USD
03/01/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.26,12/20/2016,0.26,4427.14293570734,-4369.13367854969,-7019.48576467731,6927.5088032937,USD
