Quantifi Trade Id,TradeTag_ECD Id,ProductDescription,Today_Size,Today_CurrentNotional,ReferenceEntityName,Today_Pv,Yesterday_Pv,Today_TR_MAT_DELTA,Today_TR_MAT_HDGE_DELTA,Today_TR_MAT_HDGE_NOTNL,Yesterday_TR_MAT_DELTA,Yesterday_TR_MAT_HDGE_DELTA,Yesterday_TR_MAT_HDGE_NOTNL,Today_JTD,Yesterday_JTD,Today_Total_SpreadDelta,Yesterday_Total_SpreadDelta,Today_CDS Spread Quote 5Y,Yesterday_CDS Spread Quote 5Y
CDO0000646,2591,Athilon 4,-800000000.064,-800000000.064,*,2541075.71839718,2427629.08059742,137889.495418658,-24604.4165017841,-675656257.894434,132982.336817878,-24840.6016379223,-645571298.467087,56427613.9292029,55601031.9475494,137890.11007243,132981.770840774,214832.94,209850.205011655
CDO0000649,3254,Athilon 6,-800000000,-800000000,*,9185040.49919516,9171069.668952,251404.863477068,-27317.0353756756,-997638663.443443,247025.347250607,-27636.055528534,-969032700.790353,124871102.493772,123937144.689151,251405.940826016,247027.076573053,124096.63,120043.600011655
CDO0000651,3930,Athilon 7,-799999999.998,-799999999.998,*,17919086.1223019,17969605.6037772,295675.233874744,-28896.1008348804,-1077997669.02962,291977.594263669,-29193.2349569395,-1054897395.93146,222242008.624443,218878050.560218,295677.1097316,291979.490525081,148208.55,143486.740011655
CDO0000653,3450,CDX6 7-10 7y ECD3450,-10000000.012,-10000000.012,*,2255293.08886014,2246460.64376529,18706.030899646,-59305.451556295,-38248556.8059759,18728.131779552,-59485.5959974533,-38177860.4147481,30030111.6739316,30041822.1233542,18706.1761259243,18728.2698181906,176353.5,175718.25
CDO0000654,3449,CDX6 7-10 7y ECD3449,10000000.012,10000000.012,*,-449051.463840659,-448185.701746899,-10491.670205119,-27667.8642672244,45796417.9720372,-10489.6763653427,-27782.0553827333,45599445.5431,-13837150.4997326,-13802976.3082804,-10491.9308587752,-10489.9561679488,123447.45,123002.775
CDO0000655,3453,CDX6 7-10 7y ECD3453,10000000.012,10000000.012,*,-2239626.32247281,-2230751.73458203,-18723.8270623759,-59305.451556295,38284849.5996335,-18745.9482224404,-59485.5959974533,38214084.2741286,-30056573.5916707,-30068271.2481127,-18723.9724632935,-18746.0864431642,176353.5,175718.25
CDO0000656,8112,CDX6 7-10 7y ECD8112,-10000000.012,-10000000.012,*,452144.633530054,451287.101873396,10490.301709656,-27667.8642672244,-45790448.3166405,10488.3042221604,-27782.0553827333,-45593484.5317531,13835572.3497617,13801399.6965419,10490.5623433996,10488.5840022838,123447.45,123002.775
CDO0000657,3815,GNT LSS 1 - CDX7 30-60,-4941750000,-4941750000,*,123980432.382748,124843321.01689,2041999.72259721,-64171.9976839865,-3784136118.94378,2060712.79382067,-64369.3838381428,-3807332216.99883,432560904.190827,432109278.36754,2041988.43096815,2060701.0461115,162302.5,161588.05
CDO0000658,3816,GNT LSS 1 - GS,4941750000,4941750000,*,-118160184.199033,-118999945.077439,-2042905.83862468,-64171.9976839865,3785814177.40977,-2061629.57333054,-64369.3838381428,3809024955.24608,-432721522.668138,-432270392.04869,-2042894.52292203,-2061617.80188145,162302.5,161588.05
CDO0000659,2743,Nereus 2 BNP,2200000000,2200000000,*,156455.559065796,24256.8141352654,-143785.891828311,-31661.1179388533,704344282.134349,-145077.713404151,-32009.3312494316,702839976.04591,-38534602.4151796,-40106974.2720244,-143786.51236034,-145077.017422601,232783.645449611,232846.349259768
CDO0000660,8271,Nereus 2 Mav1,-1543836733.32,-1543836733.32,*,488764.236829534,591796.056426474,100605.180199823,-31658.8490102648,-492830614.461293,102491.188718959,-32007.1293734288,-496549817.840659,27177519.9722366,28492250.6805776,100605.576065541,102490.651591548,233711.845449611,233771.749259768
CDO0000661,2602,Nereus Dresdner,394033675.68,394033675.68,*,278307.894274347,255337.777918457,-25757.9341951412,-31661.1179388533,126176866.158721,-25989.3809566004,-32009.3312494316,125907522.868327,-6903037.81547088,-7184722.59859459,-25758.0451240315,-25989.2561205477,232783.645449611,232846.349259768
CDO0000662,8269,Nereus Mav1,-1441344840.31,-1441344840.31,*,-72895.2586556982,17503.6636790743,93937.7086122234,-31658.8490102648,-460168927.834058,95698.7851837888,-32007.1293734288,-463641941.393114,25376162.7704035,26603775.2351991,93938.0777033027,95698.2832861175,233711.845449611,233771.749259768
CDO0000671,4272,CDX7 0-3 10y Zero ECD4272,-557142.8622,-351386.2937055,*,-53511.41563841,-54478.2485830161,319.820785189141,-64171.9976839865,-617327.826371358,324.143606611912,-64369.3838381428,-623760.826762492,1163837.34960564,1184703.14969316,319.822147025381,324.144858175209,162302.5,161588.05
CDO0000672,4273,CDX7 0-3 10y Zero ECD4273,-742857.15,-468515.058526278,*,-71348.5542229651,-72637.6648164674,426.427713815136,-64171.9976839865,-823103.768938353,432.191475715268,-64369.3838381428,-831681.102797818,1551783.1336431,1579604.20044144,426.429529596791,432.193144466331,162302.5,161588.05
CDO0000673,4280,CDX7 0-3 10y Zero ECD4280,-300000,-189208.002585535,*,-28813.8389283721,-29334.4412784345,172.211190461774,-64171.9976839865,-332407.288105803,174.538863514446,-64369.3838381428,-335871.211361895,626681.644099314,637917.074813687,172.211923758205,174.539537433138,162302.5,161588.05
CDO0000674,8268,CDX7 0-3 10y Zero ECD8268,1600000.012,1009109.35469118,*,153673.808770538,156450.354658362,-918.459689351243,-64171.9976839865,1772838.88319391,-930.873945725267,-64369.3838381428,1791313.14069829,-3342302.12693027,-3402224.42452302,-918.463600265569,-930.87753995832,162302.5,161588.05
