Source,Type,Name,Value
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.0.corr,0.388974572403135
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20121220.0.strike,1.03710955176598
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.1.corr,0.207855537786353
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.1.strike,0.369977502331598
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.2.corr,0.265372567371089
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.2.strike,0.863280838773729
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.3.corr,0.286831660778948
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.3.strike,1.23325834110533
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.4.corr,0.364436854071949
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.4.strike,1.84988751165799
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.5.corr,0.555831251145991
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.5.strike,3.69977502331598
