Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,GBP            ,01-Jun-10,CLOSE,mm,mm_0_1,02-Jun-10,0.0075482000000000,0
1W,GBP            ,01-Jun-10,CLOSE,mm,mm_0_20100608,08-Jun-10,0.0075484000000000,1
STUB,GBP            ,01-Jun-10,CLOSE,mm,mm_0_20100616,16-Jun-10,0.0075486000000000,2
FUT1,GBP            ,01-Jun-10,CLOSE,fut,fut_1_103,16-Sep-10,0.0092938000000000,3
FUT2,GBP            ,01-Jun-10,CLOSE,fut,fut_2_103,15-Dec-10,0.0110119000000000,4
FUT3,GBP            ,01-Jun-10,CLOSE,fut,fut_3_103,16-Mar-11,0.0129197000000000,5
FUT4,GBP            ,01-Jun-10,CLOSE,fut,fut_4_103,16-Jun-11,0.0139971000000000,6
FUT5,GBP            ,01-Jun-10,CLOSE,fut,fut_5_103,21-Sep-11,0.0155893000000000,7
FUT6,GBP            ,01-Jun-10,CLOSE,fut,fut_6_103,21-Dec-11,0.0175590000000000,8
FUT7,GBP            ,01-Jun-10,CLOSE,fut,fut_7_103,21-Mar-12,0.0201674000000000,9
FUT8,GBP            ,01-Jun-10,CLOSE,fut,fut_8_103,21-Jun-12,0.0223228000000000,10
FUT9,GBP            ,01-Jun-10,CLOSE,fut,fut_9_103,20-Sep-12,0.0248304000000000,11
FUT10,GBP            ,01-Jun-10,CLOSE,fut,fut_10_103,19-Dec-12,0.0269873000000000,12
FUT11,GBP            ,01-Jun-10,CLOSE,fut,fut_11_103,20-Mar-13,0.0291312000000000,13
FUT12,GBP            ,01-Jun-10,CLOSE,fut,fut_12_103,20-Jun-13,0.0309612000000000,14
4Y,GBP            ,01-Jun-10,CLOSE,swap,swap_0_1004,02-Jun-14,0.0227674000000000,15
5Y,GBP            ,01-Jun-10,CLOSE,swap,swap_0_1005,01-Jun-15,0.0259250000000000,16
6Y,GBP            ,01-Jun-10,CLOSE,swap,swap_0_1006,01-Jun-16,0.0285000000000000,17
7Y,GBP            ,01-Jun-10,CLOSE,swap,swap_0_1007,01-Jun-17,0.0307250000000000,18
8Y,GBP            ,01-Jun-10,CLOSE,swap,swap_0_1008,01-Jun-18,0.0325500000000000,19
9Y,GBP            ,01-Jun-10,CLOSE,swap,swap_0_1009,03-Jun-19,0.0340427000000000,20
10Y,GBP            ,01-Jun-10,CLOSE,swap,swap_0_1010,01-Jun-20,0.0352500000000000,21
