FromDate,ToDate,Status,Saved,MarketSet,QuoteType,Source,Name,Value
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Optex,Dow Jones CDX.NA.IG.7-V5 10Y.0-0.03,78.86
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Optex,Dow Jones CDX.NA.IG.7-V5 10Y.0.03-0.07,37.27
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Optex,Dow Jones CDX.NA.IG.7-V5 10Y.0.07-0.1,9.08
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Optex,Dow Jones CDX.NA.IG.7-V5 10Y.0.1-0.15,9.72
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Optex,Dow Jones CDX.NA.IG.7-V5 10Y.0.15-0.3,-0.53
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Optex,Dow Jones CDX.NA.IG.7-V5 10Y.0.3-1,-3.58
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Next,Dow Jones CDX.NA.IG.7-V5 10Y.0-0.03,0.05
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Next,Dow Jones CDX.NA.IG.7-V5 10Y.0.03-0.07,0.05
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Next,Dow Jones CDX.NA.IG.7-V5 10Y.0.07-0.1,0.05
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Next,Dow Jones CDX.NA.IG.7-V5 10Y.0.1-0.15,0.01
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Next,Dow Jones CDX.NA.IG.7-V5 10Y.0.15-0.3,0.01
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Next,Dow Jones CDX.NA.IG.7-V5 10Y.0.3-1,0.01
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Markit,iTraxx Europe Series 8 Version 1 5Y.0-0.03,0.05
31-Aug-2010,01-Sep-2010,Insert,True,Closing,Tranche Premium,Markit,iTraxx Europe Series 8 Version 1 5Y.0.03-0.06,0.05
