HEADER,2010-09-10,QUANTIFI,C:/quantifi/NightlyBatch/20100910/reports\CorrExposure.csv,2010-09-13 00:00:00,UAT,1,INTERNAL
TRAILER,2010-09-10,QUANTIFI,C:/quantifi/NightlyBatch/20100910/reports\CorrExposure.csv,0,0,UAT,1,INTERNAL
