HEADER|2010-09-10|QUANTIFI|C:/quantifi/NightlyBatch/20100910/reports\CorrTradingGreeks.txt|2010-09-13 00:00:00|UAT|1|INTERNAL
20100910|GALC|10-09-2010|28|31|1||Basic Materials|SDH|3|3 y|528.920186758041|-6400000.00051199|-1841488.98863047|0|-24975.238837095|366357.377192646|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|1||Basic Materials|SDH|2|2 y|332.372212722898|-6400000.00051199|-1673707.88969241|0|-24975.238837095|366357.377192646|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|1||Basic Materials|SDH|1|1 y|0|-6400000.00051199|146092.93679169|0|-24975.238837095|366357.377192646|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|1||Basic Materials|SDH|3|3 y|528.920186758041|-6400000.00051199|0|0|-24975.238837095|366357.377192646|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|2||Financials|SDH|3|3 y|-0.272095292806625|-6400000.00051199|6984.44804753221|0|-24975.238837095|344.514144748449|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|2||Financials|SDH|2|2 y|0.0645675808191299|-6400000.00051199|-1985.52504485605|0|-24975.238837095|344.514144748449|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|2||Financials|SDH|1|1 y|0|-6400000.00051199|-3926.86643441006|0|-24975.238837095|344.514144748449|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|2||Financials|SDH|3|3 y|-0.272095292806625|-6400000.00051199|0|0|-24975.238837095|344.514144748449|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|3||Industrials|SDH|3|3 y|826.263072907925|-6400000.00051199|-2757135.6033646|0|-24975.238837095|532226.327320486|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|3||Industrials|SDH|2|2 y|565.16975581646|-6400000.00051199|-2786440.74439769|0|-24975.238837095|532226.327320486|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|3||Industrials|SDH|1|1 y|0|-6400000.00051199|87366.6014939719|0|-24975.238837095|532226.327320486|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|3||Industrials|SDH|3|3 y|826.263072907925|-6400000.00051199|0|0|-24975.238837095|532226.327320486|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|4||Consumer Services|SDH|3|3 y|484.920845344663|-6400000.00051199|-1676634.84967924|0|-24975.238837095|342496.421580046|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|4||Consumer Services|SDH|2|2 y|311.497888490558|-6400000.00051199|-1562922.75166514|0|-24975.238837095|342496.421580046|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|4||Consumer Services|SDH|1|1 y|0|-6400000.00051199|141331.440337821|0|-24975.238837095|342496.421580046|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|4||Consumer Services|SDH|3|3 y|484.920845344663|-6400000.00051199|0|0|-24975.238837095|342496.421580046|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|5||Basic Materials|SDH|3|3 y|910.519510090351|-6400000.00051199|-3050788.26784659|0|-24975.238837095|568960.610903472|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|5||Basic Materials|SDH|2|2 y|604.813246399164|-6400000.00051199|-2977027.37959734|0|-24975.238837095|568960.610903472|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|5||Basic Materials|SDH|1|1 y|0|-6400000.00051199|82369.5046055359|0|-24975.238837095|568960.610903472|0|0|-844800000.070584|-1644800000.13458
20100910|GALC|10-09-2010|28|31|5||Basic Materials|SDH|3|3 y|910.519510090351|-6400000.00051199|0|0|-24975.238837095|568960.610903472|0|0|-844800000.070584|-1644800000.13458
