Date,Deal Type,TradeId,Trade Name,Currency code,MTM,MTM Difference,Shifted MTM
9/10/2010 12:00:00 AM,CDS,CDS0001022,MBIA CDS,USD,-4757681.02631774,-360169.589323975,-5117850.61564171
9/10/2010 12:00:00 AM,CDS,CDS0001023,MBIA CDS,USD,4757681.02631774,360169.589323975,5117850.61564171
9/10/2010 12:00:00 AM,CDO,CDO0000646,Athilon 4,USD,5603796.30809851,-2235136.60178537,3368659.70631314
9/10/2010 12:00:00 AM,CDO,CDO0000649,Athilon 6,USD,12443986.9786666,-3691240.01065373,8752746.96801287
9/10/2010 12:00:00 AM,CDO,CDO0000651,Athilon 7,USD,33289831.512509,-8763470.70649258,24526360.8060165
9/10/2010 12:00:00 AM,CDO,CDO0000652,Athilon 7 offset,USD,-32179893.9626079,8766906.83356331,-23412987.1290446
9/10/2010 12:00:00 AM,CDO,CDO0000653,CDX6 7-10 7y ECD3450,USD,4342798.71778055,-648660.87569797,3694137.84208258
9/10/2010 12:00:00 AM,CDO,CDO0000654,CDX6 7-10 7y ECD3449,USD,-1324273.72092518,278140.265803084,-1046133.45512209
9/10/2010 12:00:00 AM,CDO,CDO0000655,CDX6 7-10 7y ECD3453,USD,-4327388.79600296,649223.546407727,-3678165.24959523
9/10/2010 12:00:00 AM,CDO,CDO0000656,CDX6 7-10 7y ECD8112,USD,1327878.00766558,-278105.354838782,1049772.65282679
9/10/2010 12:00:00 AM,CDO,CDO0000657,GNT LSS 1 - CDX7 30-60,CAD,103834582.815561,-25919858.8061455,77914724.009415
9/10/2010 12:00:00 AM,CDO,CDO0000658,GNT LSS 1 - GS,CAD,-98039812.8569563,25930236.2533786,-72109576.6035777
9/10/2010 12:00:00 AM,CDO,CDO0000659,Nereus 2 BNP,USD,-5442078.17157499,2754660.53219367,-2687417.63938132
9/10/2010 12:00:00 AM,CDO,CDO0000660,Nereus 2 Mav1,USD,3732298.70757447,-1695970.93053019,2036327.77704428
9/10/2010 12:00:00 AM,CDO,CDO0000661,Nereus Dresdner,USD,-669090.406029783,493481.328317898,-175609.077711885
9/10/2010 12:00:00 AM,CDO,CDO0000662,Nereus Mav1,USD,2787270.26717445,-1547605.31609492,1239664.95107952
9/10/2010 12:00:00 AM,CDO,CDO0000671,CDX7 0-3 10y Zero ECD4272,USD,-18557.1766913086,-19435.9859943517,-37993.1626856603
9/10/2010 12:00:00 AM,CDO,CDO0000672,CDX7 0-3 10y Zero ECD4273,USD,-24742.9022684012,-25914.648006423,-50657.5502748242
9/10/2010 12:00:00 AM,CDO,CDO0000673,CDX7 0-3 10y Zero ECD4280,USD,-9992.32582000506,-10465.5308250407,-20457.8566450458
9/10/2010 12:00:00 AM,CDO,CDO0000674,CDX7 0-3 10y Zero ECD8268,USD,53292.4047730533,55816.1648188384,109108.569591892
9/10/2010 12:00:00 AM,CDX,CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,USD,-13215.4370211705,-180.730143138495,-13396.167164309
9/10/2010 12:00:00 AM,CDX,CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,USD,13215.4370211705,180.730143138495,13396.167164309
