COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
07/29/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.46,03/20/2013,0.63,291306.027536939,-297445.606495811,-796456.655553248,777636.699947406,USD
07/29/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.43,09/20/2013,0.61,385798.485141632,-399941.547003621,-988629.717859024,969895.123417242,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.39,12/20/2013,0.51,709819.195290266,-738002.327964129,-1392361.60698431,1370120.77416862,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.39,12/20/2013,0.51,-710318.159187166,738511.616419214,1393079.44196347,-1370819.90702742,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.29,06/20/2016,0.31,-38297.7400366904,39014.9800758388,-156484.916253734,158384.657987778,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.36,06/20/2013,0.4,23.3813662655027,473.597144110745,76544.4507081788,-76837.4547920527,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.29,06/20/2016,0.31,38308.8342974777,-39025.6814252659,156628.912899442,-158529.599957972,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.36,06/20/2013,0.4,-24.7480212184136,-472.122366130393,-76532.3438113036,76825.4056186094,USD
07/29/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.54,12/20/2016,0.56,4425604.37488664,-4435198.56148584,-1545733.60489693,1470358.17258188,USD
07/29/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.54,12/20/2016,0.56,-4427929.13904663,4437504.19657978,1546353.25473811,-1470940.76142186,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.49,03/20/2013,0.79,-371280.175359614,387662.786211087,848637.848196219,-815869.077982143,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.49,03/20/2013,0.79,263333.103272677,-274556.498299433,-588161.087216225,565497.521866292,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.49,03/20/2013,0.79,-66516.0114129227,69450.9202065354,152044.019077111,-146172.748537565,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.49,03/20/2013,0.79,245891.764110311,-256371.519427323,-549222.973007104,528059.083753198,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.29,12/20/2016,0.29,-1774.37185231316,1755.49285181778,2813.36702686931,-2783.43330276011,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.29,12/20/2016,0.29,-2365.82913769145,2340.65713701739,3751.15603784559,-3711.24440567851,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.29,12/20/2016,0.29,-955.43098872702,945.265373167934,1514.88992379447,-1498.77176480506,USD
07/29/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.29,12/20/2016,0.29,5095.63197809468,-5041.41536137293,-8079.41298749944,7993.44947224452,USD
