Ccy Code, Business Date, Bid, Mid, Ask
ADP,13/09/2010,137.384200000,137.384200000,137.384200000
AED,13/09/2010,3.672800000,3.673000000,3.673200000
AFA,13/09/2010,42.785000000,42.785000000,42.785000000
ALL,13/09/2010,106.400000000,106.650000000,106.900000000
ANG,13/09/2010,1.790000000,1.790000000,1.790000000
AON,13/09/2010,80.835700000,80.956950000,81.078200000
ARS,13/09/2010,2.850000000,2.851250000,2.852500000
ATS,13/09/2010,11.361820000,11.361820000,11.361820000
AUD,13/09/2010,1.0738831615120274914089347079,1.073767851390529367550735531,1.0736525660296328108224178656
AWG,13/09/2010,1.790000000,1.790000000,1.790000000
BBD,13/09/2010,2.000000000,2.000000000,2.000000000
BDT,13/09/2010,58.920000000,58.945000000,58.970000000
BEF,13/09/2010,33.308480000,33.308480000,33.308480000
BGL,13/09/2010,1.601300000,1.601700000,1.602100000
BHD,13/09/2010,0.376440000,0.377065000,0.377690000
BIF,13/09/2010,1020.000000000,1060.000000000,1100.000000000
BMD,13/09/2010,1.000000000,1.000000000,1.000000000
BND,13/09/2010,1.676300000,1.676800000,1.677300000
BOB,13/09/2010,7.892000000,7.901000000,7.910000000
BRL,13/09/2010,1.721900000,1.722200000,1.722500000
BSD,13/09/2010,1.000000000,1.000000000,1.000000000
BTN,13/09/2010,43.730000000,43.735000000,43.740000000
BWP,13/09/2010,4.6794571829667758540009358914,4.6728971962616822429906542056,4.6663555762949136724218385441
BZD,13/09/2010,1.980000000,1.980000000,1.980000000
CAD,13/09/2010,1.031600000,1.031750000,1.031900000
CHF,13/09/2010,1.018700000,1.018800000,1.018900000
CLP,13/09/2010,496.800000000,496.950000000,497.100000000
CNY,13/09/2010,6.769100000,6.769600000,6.770100000
COP,13/09/2010,2665.100000000,2666.100000000,2667.100000000
CRC,13/09/2010,428.260000000,428.460000000,428.660000000
CUP,13/09/2010,1.000000000,1.000000000,1.000000000
CVE,13/09/2010,108.950000000,108.950000000,108.950000000
CZK,13/09/2010,19.297000000,19.329750000,19.362500000
DEM,13/09/2010,1.470328000,1.470383000,1.470438000
DJF,13/09/2010,175.000000000,175.000000000,175.000000000
DKK,13/09/2010,5.829400000,5.830400000,5.831400000
DOP,13/09/2010,43.100000000,43.100000000,43.100000000
DZD,13/09/2010,68.920200000,68.920200000,68.920200000
ECS,13/09/2010,25000.000000000,25000.000000000,25000.000000000
EEK,13/09/2010,12.872300000,12.875150000,12.878000000
EGP,13/09/2010,6.180000000,6.189950000,6.199900000
ESP,13/09/2010,137.384200000,137.384200000,137.384200000
ETB,13/09/2010,8.350000000,8.550000000,8.750000000
EUR,13/09/2010,0.7830853563038371182458888019,0.7830546963705414823225402294,0.7830240388379923263644193877
FIM,13/09/2010,4.909364000,4.909364000,4.909364000
FJD,13/09/2010,1.6969285593076531478024775157,1.6897600540723217303142953701,1.6826518593303045599865387851
FKP,13/09/2010,1.829800000,1.829900000,1.830000000
FRF,13/09/2010,5.136300000,5.136550000,5.136800000
GBP,13/09/2010,0.6494349915573451097545135732,0.6493717328484691061398097341,0.6493084864619180572690085059
