Ccy Code, Business Date, Bid, Mid, Ask
ADP,04/12/2009,137.384200000,137.384200000,137.384200000
AED,04/12/2009,3.672800000,3.673000000,3.673200000
AFA,04/12/2009,42.785000000,42.785000000,42.785000000
ALL,04/12/2009,106.400000000,106.650000000,106.900000000
ANG,04/12/2009,1.790000000,1.790000000,1.790000000
AON,04/12/2009,80.835700000,80.956950000,81.078200000
ARS,04/12/2009,2.850000000,2.851250000,2.852500000
ATS,04/12/2009,11.361820000,11.361820000,11.361820000
AUD,04/12/2009,1.0820168794633196277861934646,1.0818939635726302465095396,1.0817710756049804740320853301
AWG,04/12/2009,1.790000000,1.790000000,1.790000000
BBD,04/12/2009,2.000000000,2.000000000,2.000000000
BDT,04/12/2009,58.920000000,58.945000000,58.970000000
BEF,04/12/2009,33.308480000,33.308480000,33.308480000
BGL,04/12/2009,1.601300000,1.601700000,1.602100000
BHD,04/12/2009,0.376440000,0.377065000,0.377690000
BIF,04/12/2009,1020.000000000,1060.000000000,1100.000000000
BMD,04/12/2009,1.000000000,1.000000000,1.000000000
BND,04/12/2009,1.676300000,1.676800000,1.677300000
BOB,04/12/2009,7.892000000,7.901000000,7.910000000
BRL,04/12/2009,1.709950000,1.710300000,1.710650000
BSD,04/12/2009,1.000000000,1.000000000,1.000000000
BTN,04/12/2009,43.730000000,43.735000000,43.740000000
BWP,04/12/2009,4.6794571829667758540009358914,4.6728971962616822429906542056,4.6663555762949136724218385441
BZD,04/12/2009,1.980000000,1.980000000,1.980000000
CAD,04/12/2009,1.056000000,1.056250000,1.056499000
CHF,04/12/2009,0.999850000,0.999987200,1.000124000
CLP,04/12/2009,500.899900000,501.099900000,501.299800000
CNY,04/12/2009,6.826900000,6.826950000,6.827000000
COP,04/12/2009,2665.100000000,2666.100000000,2667.100000000
CRC,04/12/2009,428.260000000,428.460000000,428.660000000
CUP,04/12/2009,1.000000000,1.000000000,1.000000000
CVE,04/12/2009,108.950000000,108.950000000,108.950000000
CZK,04/12/2009,17.116990000,17.153490000,17.189990000
DEM,04/12/2009,1.470328000,1.470383000,1.470438000
DJF,04/12/2009,175.000000000,175.000000000,175.000000000
DKK,04/12/2009,4.939700000,4.940400000,4.941100000
DOP,04/12/2009,43.100000000,43.100000000,43.100000000
DZD,04/12/2009,68.920200000,68.920200000,68.920200000
ECS,04/12/2009,25000.000000000,25000.000000000,25000.000000000
EEK,04/12/2009,12.872300000,12.875150000,12.878000000
EGP,04/12/2009,6.180000000,6.189950000,6.199900000
ESP,04/12/2009,137.384200000,137.384200000,137.384200000
ETB,04/12/2009,8.350000000,8.550000000,8.750000000
EUR,04/12/2009,0.6639224538573894569114327447,0.663878818216038117266226692,0.6638347476332631660005084974
FIM,04/12/2009,4.909364000,4.909364000,4.909364000
FJD,04/12/2009,1.6969285593076531478024775157,1.6897600540723217303142953701,1.6826518593303045599865387851
FKP,04/12/2009,1.829800000,1.829900000,1.830000000
FRF,04/12/2009,4.354526000,4.354743000,4.354959000
GBP,04/12/2009,0.6041204640370108361087634319,0.6040474805481610076478451512,0.603974149906384006764510479
GHC,04/12/2009,8890.000000000,8975.000000000,9060.000000000
GIP,04/12/2009,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
GMD,04/12/2009,28.000000000,29.000000000,30.000000000
GNF,04/12/2009,2005.000000000,2012.500000000,2020.000000000
GRD,04/12/2009,281.355800000,281.355800000,281.355800000
GTQ,04/12/2009,8.080000000,8.100000000,8.120000000
GWP,04/12/2009,761.550000000,761.550000000,761.550000000
GYD,04/12/2009,179.000000000,179.000000000,179.000000000
HKD,04/12/2009,7.750000000,7.750110000,7.750219000
HNL,04/12/2009,17.980000000,17.980000000,17.980000000
HRK,04/12/2009,6.218100000,6.221950000,6.225800000
HTG,04/12/2009,29.000000000,29.000000000,29.000000000
HUF,04/12/2009,178.740000000,179.035000000,179.330000000
IDR,04/12/2009,9412.000000000,9422.250000000,9432.500000000
IEP,04/12/2009,0.6502846946393130912713586008,0.6502846946393130912713586008,0.6502846946393130912713586008
ILS,04/12/2009,3.759999000,3.764999000,3.770000000
INR,04/12/2009,46.082490000,46.091240000,46.099990000
IQD,04/12/2009,1424.500000000,1424.500000000,1424.500000000
IRR,04/12/2009,8481.000000000,8482.000000000,8483.000000000
ISK,04/12/2009,121.580000000,121.910000000,122.240000000
ITL,04/12/2009,1598.770000000,1598.770000000,1598.770000000
JMD,04/12/2009,60.370000000,60.370000000,60.370000000
JOD,04/12/2009,0.708000000,0.709000000,0.710000000
JPY,04/12/2009,88.280000000,88.289000000,88.298000000
KES,04/12/2009,77.450000000,77.450000000,77.450000000
KHR,04/12/2009,3850.000000000,3850.000000000,3850.000000000
KMF,04/12/2009,404.778500000,404.828400000,404.878400000
KPW,04/12/2009,2.200000000,2.200000000,2.200000000
KRW,04/12/2009,1152.050000000,1152.325000000,1152.600000000
KWD,04/12/2009,0.283100000,0.284600000,0.286100000
KYD,04/12/2009,0.8333333333333333333333333333,0.8247422680412371134020618557,0.8163265306122448979591836735
KZT,04/12/2009,148.810000000,148.835000000,148.860000000
LAK,04/12/2009,7842.590000000,7842.590000000,7842.590000000
LBP,04/12/2009,1514.000000000,1515.000000000,1516.000000000
LKR,04/12/2009,97.500000000,97.550000000,97.600000000
LRD,04/12/2009,1.000000000,1.000000000,1.000000000
LSL,04/12/2009,6.404900000,6.420000000,6.435100000
LTL,04/12/2009,2.850000000,2.851000000,2.852000000
LUF,04/12/2009,33.308480000,33.308480000,33.308480000
LVL,04/12/2009,0.536800000,0.537300000,0.537800000
LYD,04/12/2009,1.205900000,1.205900000,1.205900000
MAD,04/12/2009,9.044100000,9.058800000,9.073500000
MGF,04/12/2009,6800.000000000,6800.000000000,6800.000000000
MMK,04/12/2009,6.387900000,6.387900000,6.387900000
MNT,04/12/2009,1176.000000000,1176.000000000,1176.000000000
MOP,04/12/2009,8.024500000,8.025000000,8.025500000
MRO,04/12/2009,264.320000000,265.310000000,266.300000000
MTL,04/12/2009,0.349400000,0.349950000,0.350500000
MUR,04/12/2009,26.250000000,26.400000000,26.550000000
MVR,04/12/2009,12.750000000,12.800000000,12.850000000
MWK,04/12/2009,106.500000000,108.250000000,110.000000000
MXN,04/12/2009,12.637400000,12.644350000,12.651300000
MYR,04/12/2009,3.370000000,3.371500000,3.372999000
MZM,04/12/2009,23262.000000000,23379.500000000,23497.000000000
NAD,04/12/2009,6.404900000,6.420000000,6.435100000
NGN,04/12/2009,134.900000000,135.050000000,135.200000000
NIO,04/12/2009,15.650000000,15.650000000,15.650000000
NLG,04/12/2009,1.819594000,1.819594000,1.819594000
NOK,04/12/2009,5.619100000,5.622400000,5.625700000
NPR,04/12/2009,69.840000000,69.920000000,70.000000000
NZD,04/12/2009,1.3846675759317081951550481518,1.3843273380423534949074058052,1.3839872673171406823057227874
OMR,04/12/2009,0.384900000,0.384950000,0.385000000
PAB,04/12/2009,1.000000000,1.000000000,1.000000000
PEN,04/12/2009,3.457000000,3.457000000,3.457000000
PGK,04/12/2009,3.2552083333333333333333333333,3.2467532467532467532467532468,3.2383419689119170984455958549
PHP,04/12/2009,46.239990000,46.249990000,46.259990000
PKR,04/12/2009,57.370000000,57.385000000,57.400000000
PLN,04/12/2009,2.713900000,2.717784000,2.721669000
PLZ,04/12/2009,3.869000000,3.870000000,3.871000000
PTE,04/12/2009,165.537100000,165.537100000,165.537100000
PYG,04/12/2009,5870.000000000,5890.000000000,5910.000000000
QAR,04/12/2009,3.640100000,3.640600000,3.641100000
ROL,04/12/2009,33569.200000000,33585.680000000,33602.170000000
RUB,04/12/2009,29.129340000,29.164590000,29.199840000
SAR,04/12/2009,3.750100000,3.750300000,3.750500000
SBD,04/12/2009,7.462600000,7.462600000,7.462600000
SCR,04/12/2009,5.472500000,5.520650000,5.568800000
SDD,04/12/2009,258.810000000,259.455000000,260.100000000
SDP,04/12/2009,2588.100000000,2594.550000000,2601.000000000
SEK,04/12/2009,6.868300000,6.872337000,6.876375000
SGD,04/12/2009,1.381474000,1.381700000,1.381925000
SHP,04/12/2009,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
SIT,04/12/2009,196.850000000,196.917800000,196.985500000
SKK,04/12/2009,33.120000000,33.145000000,33.170000000
SLL,04/12/2009,2650.000000000,2600.000000000,2550.000000000
SOS,04/12/2009,2620.000000000,2620.000000000,2620.000000000
SRG,04/12/2009,2750.000000000,2750.000000000,2750.000000000
STD,04/12/2009,8700.000000000,8700.000000000,8700.000000000
SVC,04/12/2009,8.747000000,8.752000000,8.757000000
SYP,04/12/2009,43.660600000,43.660600000,43.660600000
SZL,04/12/2009,6.404900000,6.420000000,6.435100000
THB,04/12/2009,33.129990000,33.139990000,33.149990000
TND,04/12/2009,1.251200000,1.253050000,1.254900000
TOP,04/12/2009,1.954700000,1.954700000,1.954700000
TRL,04/12/2009,1485200.000000000,1487100.000000000,1488999.000000000
TTD,04/12/2009,6.150000000,6.150000000,6.150000000
TWD,04/12/2009,32.110000000,32.129000000,32.147990000
TZS,04/12/2009,1100.000000000,1107.500000000,1115.000000000
UAK,04/12/2009,5.333500000,5.334250000,5.335000000
USD,04/12/2009,1.000000000,1.000000000,1.000000000
UYP,04/12/2009,29.635000000,29.660000000,29.685000000
VEB,04/12/2009,1915.200000000,1917.600000000,1920.000000000
VND,04/12/2009,15735.000000000,15737.500000000,15740.000000000
VUV,04/12/2009,110.410000000,110.690000000,110.970000000
WST,04/12/2009,0.359000000,0.364000000,0.369000000
XAF,04/12/2009,539.704600000,539.771200000,539.837900000
XOF,04/12/2009,539.704600000,539.771200000,539.837900000
YUN,04/12/2009,57.586700000,57.766100000,57.945500000
ZAR,04/12/2009,7.389950000,7.400500000,7.411050000
ZMK,04/12/2009,4720.000000000,4770.000000000,4820.000000000
ZWD,04/12/2009,4416.940000000,4416.940000000,4416.940000000
