Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,JPY_EOD        ,08-Jan-10,CLOSE,mm,mm_0_1,11-Jan-10,0.0046833000000000,0
2D,JPY_EOD        ,08-Jan-10,CLOSE,mm,mm_0_20100112,13-Jan-10,0.0046832000000000,1
1W,JPY_EOD        ,08-Jan-10,CLOSE,mm,mm_2_20100119,20-Jan-10,0.0046834000000000,2
1M,JPY_EOD        ,08-Jan-10,CLOSE,mm,mm_2_101,15-Feb-10,0.0046841000000000,3
2M,JPY_EOD        ,08-Jan-10,CLOSE,mm,mm_2_102,15-Mar-10,0.0046850000000000,4
3M,JPY_EOD        ,08-Jan-10,CLOSE,mm,mm_2_103,13-Apr-10,0.0046859000000000,5
6M,JPY_EOD        ,08-Jan-10,CLOSE,mm,mm_2_106,13-Jul-10,0.0047375000000000,6
1Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1001,13-Jan-11,0.0046250000000000,7
18M,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_118,13-Jul-11,0.0047907000000000,8
2Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1002,13-Jan-12,0.0048750000000000,9
3Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1003,15-Jan-13,0.0055226000000000,10
4Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1004,14-Jan-14,0.0063732000000000,11
5Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1005,13-Jan-15,0.0075000000000000,12
6Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1006,13-Jan-16,0.0088750000000000,13
7Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1007,13-Jan-17,0.0104250000000000,14
8Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1008,15-Jan-18,0.0119427000000000,15
9Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1009,15-Jan-19,0.0134427000000000,16
10Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1010,14-Jan-20,0.0148216000000000,17
12Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1012,13-Jan-22,0.0171750000000000,18
15Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1015,14-Jan-25,0.0196982000000000,19
20Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1020,15-Jan-30,0.0220980000000000,20
25Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1025,15-Jan-35,0.0228993000000000,21
30Y,JPY_EOD        ,08-Jan-10,CLOSE,swap,swap_2_1030,13-Jan-40,0.0232750000000000,22
