Quantifi Trade Id,TradeTag_ECD Id,ProductDescription,Today_Size,Today_CurrentNotional,ReferenceEntityName,Today_Pv,Yesterday_Pv,Today_TR_MAT_DELTA,Today_TR_MAT_HDGE_DELTA,Today_TR_MAT_HDGE_NOTNL,Yesterday_TR_MAT_DELTA,Yesterday_TR_MAT_HDGE_DELTA,Yesterday_TR_MAT_HDGE_NOTNL,Today_JTD,Yesterday_JTD,Today_Total_SpreadDelta,Yesterday_Total_SpreadDelta,Today_CDS Spread Quote 5Y,Yesterday_CDS Spread Quote 5Y
CDO0000646,2591,Athilon 4,-800000000.064,-800000000.064,*,2457134.20466035,2541075.71839718,132300.554872457,-24557.1210699984,-649523063.309893,137889.495418658,-24604.4165017841,-675656257.894434,56743564.7733498,56427613.9292029,132301.335339879,137890.11007243,216224.050000001,214832.94
CDO0000649,3254,Athilon 6,-800000000,-800000000,*,9094818.42810361,9185040.49919516,243958.913153701,-27265.2031481424,-969899873.386641,251404.863477068,-27317.0353756756,-997638663.443443,125354542.784088,124871102.493772,243961.180437636,251405.940826016,125340.017899691,124096.63
CDO0000651,3930,Athilon 7,-799999999.998,-799999999.998,*,17880835.9484329,17919086.1223019,289565.477961905,-28848.7684255047,-1057529504.03877,295675.233874744,-28896.1008348804,-1077997669.02962,223044793.220621,222242008.624443,289567.450886241,295677.1097316,149715.02,148208.55
CDO0000653,3450,CDX6 7-10 7y ECD3450,-10000000.012,-10000000.012,*,2223753.11147906,2255293.08886014,18396.9551239872,-59257.4694109486,-37647570.1423586,18706.030899646,-59305.451556295,-38248556.8059759,29874456.0277822,30030111.6739316,18397.101612998,18706.1761259243,177822.7,176353.5
CDO0000654,3449,CDX6 7-10 7y ECD3449,10000000.012,10000000.012,*,-440175.711326379,-449051.463840659,-10255.1365806653,-27621.6539989176,44822850.6479643,-10491.670205119,-27667.8642672244,45796417.9720372,-13956247.6911381,-13837150.4997326,-10255.4140420327,-10491.9308587752,124475.89,123447.45
CDO0000655,3453,CDX6 7-10 7y ECD3453,10000000.012,10000000.012,*,-2208073.61237015,-2239626.32247281,-18414.5247317746,-59257.4694109486,37683424.861537,-18723.8270623759,-59305.451556295,38284849.5996335,-29900924.62498,-30056573.5916707,-18414.6714077578,-18723.9724632935,177822.7,176353.5
CDO0000656,8112,CDX6 7-10 7y ECD8112,-10000000.012,-10000000.012,*,443269.682223938,452144.633530054,10253.796556702,-27621.6539989176,-44816997.7186146,10490.301709656,-27667.8642672244,-45790448.3166405,13954646.3226707,13835572.3497617,10254.0739943446,10490.5623433996,124475.89,123447.45
CDO0000657,3815,GNT LSS 1 - CDX7 30-60,-4941750000,-4941750000,*,124096490.343959,123980432.382748,2039547.94484577,-64121.5688380841,-3781568096.60879,2041999.72259721,-64171.9976839865,-3784136118.94378,433266814.064122,432560904.190827,2039537.35637132,2041988.43096815,163879.7,162302.5
CDO0000658,3816,GNT LSS 1 - GS,4941750000,4941750000,*,-118275859.867631,-118160184.199033,-2040452.40341069,-64121.5688380841,3783243945.64993,-2042905.83862468,-64171.9976839865,3785814177.40977,-433427637.669729,-432721522.668138,-2040441.79062785,-2042894.52292203,163879.7,162302.5
CDO0000659,2743,Nereus 2 BNP,2200000000,2200000000,*,118266.353243419,156455.559065796,-137457.061781811,-31599.9079783289,674821655.869915,-143785.891828311,-31661.1179388533,704344282.134349,-40546311.3582264,-38534602.4151796,-137457.188665,-143786.51236034,233504.354785431,232783.645449611
CDO0000660,8271,Nereus 2 Mav1,-1543836733.32,-1543836733.32,*,511851.381070198,488764.236829534,96094.1116638352,-31597.9189826859,-471765131.350026,100605.180199823,-31658.8490102648,-492830614.461293,28508093.5940691,27177519.9722366,96094.1963820492,100605.576065541,234449.354785431,233711.845449611
CDO0000661,2602,Nereus Dresdner,394033675.68,394033675.68,*,271468.974261917,278307.894274347,-24624.1787415365,-31599.9079783289,120888141.840427,-25757.9341951412,-31661.1179388533,126176866.158721,-7263432.28747448,-6903037.81547088,-24624.2014371273,-25758.0451240315,233504.354785431,232783.645449611
CDO0000662,8269,Nereus Mav1,-1441344840.31,-1441344840.31,*,-51356.776534201,-72895.2586556982,89725.6003833877,-31597.9189826859,-440499510.513267,93937.7086122234,-31658.8490102648,-460168927.834058,26618592.3141224,25376162.7704035,89725.6794037225,93938.0777033027,234449.354785431,233711.845449611
CDO0000671,4272,CDX7 0-3 10y Zero ECD4272,-557142.8622,-351386.2937055,*,-54157.0240935187,-53511.41563841,320.703772500633,-64121.5688380841,-619563.334701675,319.820785189141,-64171.9976839865,-617327.826371358,1175057.72027572,1163837.34960564,320.705362391801,319.822147025381,163879.7,162302.5
CDO0000672,4273,CDX7 0-3 10y Zero ECD4273,-742857.15,-468515.058526278,*,-72209.3654969069,-71348.5542229651,427.605030231093,-64121.5688380841,-826084.446713715,426.427713815136,-64171.9976839865,-823103.768938353,1566743.62787793,1551783.1336431,427.607150085985,426.429529596791,163879.7,162302.5
CDO0000673,4280,CDX7 0-3 10y Zero ECD4280,-300000,-189208.002585535,*,-29161.4742471982,-28813.8389283721,172.686645163647,-64121.5688380841,-333611.023349663,172.211190461774,-64171.9976839865,-332407.288105803,632723.382097593,626681.644099314,172.687501258883,172.211923758205,163879.7,162302.5
CDO0000674,8268,CDX7 0-3 10y Zero ECD8268,1600000.012,1009109.35469118,*,155527.863818183,153673.808770538,-920.995447780248,-64121.5688380841,1779258.80454265,-918.459689351243,-64171.9976839865,1772838.88319391,-3374524.72982943,-3342302.12693027,-921.000013621544,-918.463600265569,163879.7,162302.5
