TradeId,ProductDescription,TradeTag_ECD Id,Currency,Today_CurrentNotional,Today_MTM,LastBusinessDate_MTM,LTDPLChange,ResidualPL,EstimatedPL,CorrEffect,Today_Total_CSGammaEffect,Total_CSDeltaEffect,Today_Total_IRDelta,LastBusinessDate_CashflowEffect,Today_CashflowEffect,CashflowEffect
CDO0000639,ACA 3,1823,USD,,,,0,0,,,,,,,,
CDO0000640,ACA 3 BA,1882,USD,,,,0,0,,,,,,,,
CDO0000646,Athilon 4,2591,USD,-800000000.064,2457134.20466035,2541075.71839718,-84230.8841072279,-14340.7251877947,-69890.1589194332,-45072.6691753013,-5076.5880650937,61733.8351788632,-418.008079528016,0,0,0
CDO0000649,Athilon 6,3254,USD,-800000000,9094818.42810361,9185040.49919516,-90441.9352890821,-20880.079490637,-69561.8557984451,-162919.215941025,-876.084526217441,78047.743481136,-1510.95105544358,0,0,0
CDO0000651,Athilon 7,3930,USD,-799999999.998,17880835.9484329,17919086.1223019,-38451.4331282433,-18299.1343266352,-20152.2988016081,-485282.765358748,-3662.31429599287,148490.60466443,-3156.19904479358,0,0,0
CDO0000652,Athilon 7 offset,8117,USD,,,,0,0,,,,,,,,
CDO0000653,CDX6 7-10 7y ECD3450,3450,USD,-10000000.012,2223753.11147906,2255293.08886014,-31568.0450894479,-2361.24244804668,-29206.8026414012,-24853.3134528718,1330.98447168578,-398.295537388482,-652.664059047134,0,0,0
CDO0000654,CDX6 7-10 7y ECD3449,3449,USD,10000000.012,-440175.711326379,-449051.463840659,8888.28820102394,1070.21993904223,7818.06826198171,14287.561122186,262.539924963597,-7149.73924904835,65.6201722102088,0,0,0
CDO0000655,CDX6 7-10 7y ECD3453,3453,USD,10000000.012,-2208073.61237015,-2239626.32247281,31581.5727570204,2363.40475543757,29218.1680015828,24866.6578033568,-1330.77792365927,392.633309924353,648.677937288043,0,0,0
CDO0000656,CDX6 7-10 7y ECD8112,8112,USD,-10000000.012,443269.682223938,452144.633530054,-8882.7599481006,-1070.12518567301,-7812.63476242759,-14285.9359230214,-262.358591296436,7148.62665692148,-65.9822971334524,0,0,0
CDO0000657,GNT LSS 1 - CDX7 30-60,3815,CAD,-4941750000,124096490.343959,123980432.382748,115788.745840862,-67765.9505948796,183554.696435742,-1749116.80797476,-17493.8238855339,452233.444193929,-38549.0082391103,0,0,0
CDO0000658,GNT LSS 1 - GS,3816,CAD,4941750000,-118275859.867631,-118160184.199033,-115242.69351086,68013.5854238357,-183256.278934696,1749847.4244146,17506.5895095296,-452402.272757033,36900.2336840827,0,0,0
CDO0000659,Nereus 2 BNP,2743,USD,2200000000,118266.353243419,156455.559065796,-37740.8030446004,75962.3385903932,-113703.141634994,8976.2011529038,4472.39344576401,-76198.7976079191,128.583657107602,0,0,0
CDO0000660,Nereus 2 Mav1,8271,CAD,-1543836733.32,511851.381070198,488764.236829534,22999.8540198873,-52160.4591346115,75160.3131544988,-10097.0923951264,-2974.12161113391,49509.6510369098,-151.672393756784,0,0,0
CDO0000661,Nereus Dresdner,2602,USD,394033675.68,271468.974261917,278307.894274347,-6726.05733587407,13608.7953826762,-20334.8527185503,1607.68962176288,801.248152406399,-13650.4678924162,-3.38348417928189,0,0,0
CDO0000662,Nereus Mav1,8269,CAD,-1441344840.31,-51356.776534201,-72895.2586556982,21434.4189984724,-48706.2595552942,70140.6785537666,-9427.19853320059,-2777.15524012745,46228.8249529711,-85.713449661193,0,0,0
CDO0000671,CDX7 0-3 10y Zero ECD4272,4272,USD,-351386.2937055,-54157.0240935187,-53511.41563841,-645.608455108719,-1475.28564750769,829.677192398966,117.312498263035,135.068828930293,-101.437135344399,36.1922931669528,0,0,0
CDO0000672,CDX7 0-3 10y Zero ECD4273,4273,USD,-468515.058526278,-72209.3654969069,-71348.5542229651,-860.811273941814,-1967.04753106943,1106.23625712762,156.416664434938,180.09177200403,-135.249513865359,48.2563909152546,0,0,0
CDO0000673,CDX7 0-3 10y Zero ECD4280,4280,USD,-189208.002585535,-29161.4742471982,-28813.8389283721,-347.63531882616,-794.384572216649,446.749253390489,63.1682677221071,72.7293687638449,-54.619995458895,19.4881576822359,0,0,0
CDO0000674,CDX7 0-3 10y Zero ECD8268,8268,USD,1009109.35469118,155527.863818183,153673.808770538,1854.05504764494,4236.71775026418,-2382.66270261924,-336.897430377969,-387.889969649681,291.30664463224,-103.936841751451,0,0,0
CDO0001047,Athilon 7 offset,,USD,,,,0,0,,,,,,,,
CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,2623,USD,,,,0,0,,,,,,,,
CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,8111,USD,,,,0,0,,,,,,,,
