HEADER,2011-03-03,QUANTIFI,CorrExposure.txt,2011-03-11 20:12:17,UAT,1,Confidential
COBDate,AggregationLevel,PortfolioName,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
03/03/2011,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.42969925,03/20/2013,0.49866924,0.243697181341414,-0.243449779672957,-0.193819933310788,0.183560089140305,USD
03/03/2011,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.46500849,09/20/2013,0.53872696,0.347125375895888,-0.352510471713577,-0.414700791152818,0.400221647413224,USD
03/03/2011,2.5.1.9.2.3.1.1,L_USD_3930_ATHILON_7,0.43740898,12/20/2013,0.53613743,0.478284961646131,-0.49014938724178,-0.70440450405317,0.686833908850294,USD
03/03/2011,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.38462422,06/20/2016,0.41294821,-0.0223375979551573,0.022343919640411,-0.125165997435056,0.126205185014209,USD
03/03/2011,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.41283373,06/20/2013,0.43962775,-0.00373124008638831,0.00410812686043331,0.0396111435495677,-0.0394272796584836,USD
03/03/2011,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.38462422,06/20/2016,0.41294821,0.02234151740363,-0.0223473918936626,0.125255186908817,-0.12629458523003,USD
03/03/2011,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.41283373,06/20/2013,0.43962775,0.00373042342725299,-0.00410726729070147,-0.0396068777992651,0.0394230743198334,USD
03/03/2011,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.59953245,12/20/2016,0.60999384,3.87770730060132,-3.87683796351165,-1.57711609299776,1.50544681891556,USD
03/03/2011,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.59953245,12/20/2016,0.60999384,-3.87937542258546,3.87848957533989,1.5776379759439,-1.50593826597449,USD
03/03/2011,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.43387973,03/20/2013,0.60505065,-0.255270735043622,0.249624955167863,0.120474644969558,-0.111951954450175,USD
03/03/2011,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.43366596,03/20/2013,0.60420993,0.184821376245735,-0.180724181745742,-0.0860946904104147,0.080006983446609,USD
03/03/2011,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.43387973,03/20/2013,0.60505065,-0.0457296301010399,0.0447181013772619,0.0215820470165517,-0.020055230649945,USD
03/03/2011,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.43366596,03/20/2013,0.60420993,0.17257309745592,-0.168747106399213,-0.0803891414934777,0.0747047607465484,USD
03/03/2011,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.33354964,12/20/2016,0.33354964,0.00320104465335212,-0.00319814477782431,0.00320104465335212,-0.00319814477782431,USD
03/03/2011,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.33354964,12/20/2016,0.33354964,0.00426805954010101,-0.0042641930393952,0.00426805954010101,-0.0042641930393952,USD
03/03/2011,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.33354964,12/20/2016,0.33354964,0.00172363941308271,-0.00172207794165885,0.00172363941308271,-0.00172207794165885,USD
03/03/2011,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.33354964,12/20/2016,0.33354964,-0.00919274360538671,0.00918441575773032,-0.00919274360538671,0.00918441575773032,USD
TRAILER,2011-03-03,QUANTIFI,CorrExposure.txt,17,-1.33673703026321,UAT,1,Confidential
