Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,GBP            ,25-Mar-10,CLOSE,mm,mm_0_1,26-Mar-10,0.0082302000000000,0
1W,GBP            ,25-Mar-10,CLOSE,mm,mm_0_20100401,01-Apr-10,0.0082304000000000,1
1M,GBP            ,25-Mar-10,CLOSE,mm,mm_0_101,26-Apr-10,0.0082314000000000,2
2M,GBP            ,25-Mar-10,CLOSE,mm,mm_0_102,25-May-10,0.0082549000000000,3
STUB,GBP            ,25-Mar-10,CLOSE,mm,mm_0_20100616,16-Jun-10,0.0082757000000000,4
FUT1,GBP            ,25-Mar-10,CLOSE,fut,fut_1_103,16-Sep-10,0.0089037000000000,5
FUT2,GBP            ,25-Mar-10,CLOSE,fut,fut_2_103,15-Dec-10,0.0104235000000000,6
FUT3,GBP            ,25-Mar-10,CLOSE,fut,fut_3_103,16-Mar-11,0.0130365000000000,7
FUT4,GBP            ,25-Mar-10,CLOSE,fut,fut_4_103,16-Jun-11,0.0161555000000000,8
FUT5,GBP            ,25-Mar-10,CLOSE,fut,fut_5_103,21-Sep-11,0.0194925000000000,9
FUT6,GBP            ,25-Mar-10,CLOSE,fut,fut_6_103,21-Dec-11,0.0227728000000000,10
FUT7,GBP            ,25-Mar-10,CLOSE,fut,fut_7_103,21-Mar-12,0.0261133000000000,11
FUT8,GBP            ,25-Mar-10,CLOSE,fut,fut_8_103,21-Jun-12,0.0288483000000000,12
FUT9,GBP            ,25-Mar-10,CLOSE,fut,fut_9_103,20-Sep-12,0.0313371000000000,13
FUT10,GBP            ,25-Mar-10,CLOSE,fut,fut_10_103,19-Dec-12,0.0335463000000000,14
FUT11,GBP            ,25-Mar-10,CLOSE,fut,fut_11_103,20-Mar-13,0.0355697000000000,15
FUT12,GBP            ,25-Mar-10,CLOSE,fut,fut_12_103,20-Jun-13,0.0371101000000000,16
4Y,GBP            ,25-Mar-10,CLOSE,swap,swap_0_1004,25-Mar-14,0.0256250000000000,17
5Y,GBP            ,25-Mar-10,CLOSE,swap,swap_0_1005,25-Mar-15,0.0290000000000000,18
6Y,GBP            ,25-Mar-10,CLOSE,swap,swap_0_1006,29-Mar-16,0.0317251000000000,19
7Y,GBP            ,25-Mar-10,CLOSE,swap,swap_0_1007,27-Mar-17,0.0339893000000000,20
