COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
12/25/2009,,,0.94,06/20/2010,0.97,31002.170801164,2138.69599872033,-166300.759624692,163032.639929828,USD
12/25/2009,,,0.94,06/20/2010,0.97,-31008.7619672748,-2138.43321528097,166331.758494998,-163063.092179974,USD
12/25/2009,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.54,03/20/2013,0.73,200516.020065512,-212684.666104292,-912674.315688747,895513.465236322,USD
12/25/2009,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.47,09/20/2013,0.65,329715.060503894,-345326.677962876,-1022624.00700124,1006117.19032953,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.42,12/20/2013,0.55,625080.703095571,-651928.725065989,-1402239.53402776,1384751.65485797,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.42,12/20/2013,0.55,-625639.285486042,652501.010347459,1403102.76293026,-1385596.23802752,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.34,06/20/2016,0.35,-29734.3991931982,30111.9589711669,-135454.01515383,136957.843274946,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.41,06/20/2013,0.46,2407.53820833086,-2155.91870304349,73065.7235219227,-73614.2438288602,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.34,06/20/2016,0.35,29744.5611718628,-30121.7014388044,135588.646761314,-137093.327625715,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.41,06/20/2013,0.46,-2408.54619834713,2157.02245349727,-73051.1329485886,73599.6528958826,USD
12/25/2009,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.62,12/20/2016,0.62,3867064.91049708,-3883653.48111813,-1720530.34120891,1641870.57460187,USD
12/25/2009,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.62,12/20/2016,0.62,-3869385.59369246,3885961.92311316,1721319.7738795,-1642616.47910139,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.59,03/20/2013,0.89,-219646.496609709,249155.283294323,1252830.323217,-1202113.62190019,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.59,03/20/2013,0.89,160672.822994114,-180688.665333255,-872385.492797491,837585.175299688,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.59,03/20/2013,0.89,-39351.5161841686,44638.8250327491,224480.459356871,-215392.368219101,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.59,03/20/2013,0.89,150034.373033484,-168725.96994583,-814678.173545567,782178.299456487,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.32,12/20/2016,0.32,-1509.72168581451,1501.09103883561,2393.74920487099,-2380.06482546689,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.32,12/20/2016,0.32,-2012.96224883658,2001.45471952518,3191.66560821324,-3173.41976899796,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.32,12/20/2016,0.32,-812.92705421355,808.279782805557,1288.94186784629,-1281.57335592636,USD
12/25/2009,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.32,12/20/2016,0.32,4335.61098832268,-4310.8255406275,-6874.35668007122,6835.05794953688,USD
