Date,Deal Type,TradeId,Trade Name,Currency code,MTM,MTM Difference,Shifted MTM
3/8/2011 12:00:00 AM,CDO,CDO0000646,Athilon 4,USD,2437205.97098276,133578.57800088,2570784.54898364
3/8/2011 12:00:00 AM,CDO,CDO0000649,Athilon 6,USD,9311054.05479855,75702.1189621606,9386756.17376072
3/8/2011 12:00:00 AM,CDO,CDO0000651,Athilon 7,USD,17726058.7062927,134893.291361543,17860951.9976543
3/8/2011 12:00:00 AM,CDO,CDO0000653,CDX6 7-10 7y ECD3450,USD,2211620.576848,88415.9296958287,2300036.50654383
3/8/2011 12:00:00 AM,CDO,CDO0000654,CDX6 7-10 7y ECD3449,USD,-435257.921266723,-3824.63134945933,-439082.552616182
3/8/2011 12:00:00 AM,CDO,CDO0000655,CDX6 7-10 7y ECD3453,USD,-2195928.40798324,-88458.6885829413,-2284387.09656618
3/8/2011 12:00:00 AM,CDO,CDO0000656,CDX6 7-10 7y ECD8112,USD,438353.256419761,3824.43183529606,442177.688255057
3/8/2011 12:00:00 AM,CDO,CDO0000657,GNT LSS 1 - CDX7 30-60,CAD,123367426.171176,-1431657.86633896,121935768.304837
3/8/2011 12:00:00 AM,CDO,CDO0000658,GNT LSS 1 - GS,CAD,-117394117.888125,1432440.36460066,-115961677.523525
3/8/2011 12:00:00 AM,CDO,CDO0000659,Nereus 2 BNP,USD,89710.2902457572,55457.4627516064,145167.752997364
3/8/2011 12:00:00 AM,CDO,CDO0000660,Nereus 2 Mav1,CAD,538773.992070764,-31212.8190535805,507561.173017183
3/8/2011 12:00:00 AM,CDO,CDO0000661,Nereus Dresdner,USD,266345.531577625,9934.6606199289,276280.192197554
3/8/2011 12:00:00 AM,CDO,CDO0000662,Nereus Mav1,CAD,-40751.3089421498,-29144.2133468796,-69895.5222890294
3/8/2011 12:00:00 AM,CDO,CDO0000671,CDX7 0-3 10y Zero ECD4272,USD,-53721.843801183,3545.42750263536,-50176.4162985476
3/8/2011 12:00:00 AM,CDO,CDO0000672,CDX7 0-3 10y Zero ECD4273,USD,-71629.1251068135,4727.23667272591,-66901.8884340876
3/8/2011 12:00:00 AM,CDO,CDO0000673,CDX7 0-3 10y Zero ECD4280,USD,-28927.146399606,1909.07633024434,-27018.0700693616
3/8/2011 12:00:00 AM,CDO,CDO0000674,CDX7 0-3 10y Zero ECD8268,USD,154278.115288318,-10181.7405043329,144096.374783985
