HEADER,2011-03-08,QUANTIFI,CorrExposure.txt,2011-03-14 14:35:42,UAT,1,Confidential
COBDate,AggregationLevel,PortfolioName,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
03/08/2011,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.42127845,03/20/2013,0.4732901,0.256840452108746,-0.253896095385633,-0.165997653843181,0.156893702593689,USD
03/08/2011,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.46342302,09/20/2013,0.52718773,0.360898818946805,-0.366052608913027,-0.394378081247836,0.380029434051908,USD
03/08/2011,2.5.1.9.2.3.1.1,L_USD_3930_ATHILON_7,0.44202985,12/20/2013,0.53861432,0.47037977280482,-0.482156761721005,-0.697709822547869,0.680170150520547,USD
03/08/2011,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.38494253,06/20/2016,0.41440261,-0.0221521761563914,0.0221558867600349,-0.124411806981563,0.125447631860275,USD
03/08/2011,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.40960393,06/20/2013,0.4346593,-0.00395112985682262,0.00433309165152494,0.0389962329766626,-0.0387979289954141,USD
03/08/2011,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.38494253,06/20/2016,0.41440261,0.0221560074192952,-0.0221592827865407,0.124500119469018,-0.125536160667416,USD
03/08/2011,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.40960393,06/20/2013,0.4346593,0.00395030171088452,-0.00433222248976064,-0.0389921223928086,0.0387938798213355,USD
03/08/2011,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.593197,12/20/2016,0.60871291,3.81724684339282,-3.82183688624156,-1.5583167256858,1.48132300584052,USD
03/08/2011,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.593197,12/20/2016,0.60871291,-3.81886841312695,3.82344263002078,1.55882657210329,-1.4818025924828,USD
03/08/2011,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.4173819,03/20/2013,0.5136955,-0.288147358409183,0.27732102542308,0.0542241572207697,-0.049183591947915,USD
03/08/2011,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.41728624,03/20/2013,0.51411896,0.207708831222108,-0.199974948095107,-0.0392048365684981,0.0355757959109662,USD
03/08/2011,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.4173819,03/20/2013,0.5136955,-0.051618974076457,0.0496794376905434,0.00971360793270623,-0.00881060484314083,USD
03/08/2011,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.41728624,03/20/2013,0.51411896,0.193943247689682,-0.186721786905097,-0.0366062265825682,0.0332175143585507,USD
03/08/2011,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.33322508,12/20/2016,0.33322508,0.00317886560279566,-0.00317607108473464,0.00317886560279566,-0.00317607108473464,USD
03/08/2011,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.33322508,12/20/2016,0.33322508,0.00423848747267647,-0.00423476144859311,0.00423848747267647,-0.00423476144859311,USD
03/08/2011,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.33322508,12/20/2016,0.33322508,0.00171169684750687,-0.00171019210702614,0.00171169684750687,-0.00171019210702614,USD
03/08/2011,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.33322508,12/20/2016,0.33322508,-0.00912904992183783,0.00912102463921381,-0.00912904992183783,0.00912102463921381,USD
TRAILER,2011-03-08,QUANTIFI,CorrExposure.txt,17,-1.26935658614654,UAT,1,Confidential
