Date,Deal Type,TradeId,Trade Name,Currency code,MTM,MTM Difference,Shifted MTM
12/17/2012 12:00:00 AM,CDO,CDO0000653,CDX6 7-10 7y ECD3450,USD,1195247.88683803,84800.0954812058,1280047.98231923
12/17/2012 12:00:00 AM,CDO,CDO0000654,CDX6 7-10 7y ECD3449,USD,23874.533661956,-333.634379812003,23540.899282144
12/17/2012 12:00:00 AM,CDO,CDO0000655,CDX6 7-10 7y ECD3453,USD,-1183522.08016337,-84823.8869724257,-1268345.9671358
12/17/2012 12:00:00 AM,CDO,CDO0000656,CDX6 7-10 7y ECD8112,USD,-22924.374386575,333.624297252917,-22590.7500893221
12/17/2012 12:00:00 AM,CDO,CDO0000657,GNT LSS 1 - CDX7 30-60,CAD,42697696.2184825,15076440.9117088,57774137.1301913
12/17/2012 12:00:00 AM,CDO,CDO0000658,GNT LSS 1 - GS,CAD,-38429281.3950144,-15080311.4227607,-53509592.8177751
12/17/2012 12:00:00 AM,CDO,CDO0000660,Nereus 2 Mav1,CAD,-271297.237641903,-1452.50727763225,-272749.744919535
12/17/2012 12:00:00 AM,CDO,CDO0000662,Nereus Mav1,CAD,-265289.497072292,-1358.56613371637,-266648.063206008
12/17/2012 12:00:00 AM,CDO,CDO0000671,CDX7 0-3 10y Zero ECD4272,USD,-29017.6290218825,4341.42134573946,-24676.207676143
12/17/2012 12:00:00 AM,CDO,CDO0000672,CDX7 0-3 10y Zero ECD4273,USD,-38690.1720500098,5788.5617974362,-32901.6102525736
12/17/2012 12:00:00 AM,CDO,CDO0000673,CDX7 0-3 10y Zero ECD4280,USD,-15624.8770238032,2337.68839571761,-13287.1886280856
12/17/2012 12:00:00 AM,CDO,CDO0000674,CDX7 0-3 10y Zero ECD8268,USD,83332.6780852789,-12467.6715373348,70865.0065479441
