HEADER,2012-12-17,QUANTIFI,CorrExposure.txt,2013-01-03 18:31:51,UAT,1,Confidential
COBDate,AggregationLevel,PortfolioName,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
12/17/2012,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.32051167,06/20/2016,0.36410492,3.81101281663652E-05,-0.000595388923926753,-0.0764811708859272,0.0770307084799552,USD
12/17/2012,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.53544011,06/20/2013,0.63809267,-0.000504071022188275,0.000519755055716987,0.0047825329991198,-0.0047082589241419,USD
12/17/2012,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.32051167,06/20/2016,0.36410492,-4.31045395182407E-05,0.000600719829798087,0.0765117607151366,-0.0770611976519899,USD
12/17/2012,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.53544011,06/20/2013,0.63809267,0.000504056468209801,-0.000519740150467894,-0.00478237927624094,0.00470810819143667,USD
12/17/2012,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0,12/20/2016,0,0,0,0,0,USD
12/17/2012,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0,12/20/2016,0,0,0,0,0,USD
12/17/2012,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.93795095,03/20/2013,1.83733107,0.00632850170907474,-0.00606679838393238,-0.00405242542774768,0.00405242542774286,USD
12/17/2012,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.93795095,03/20/2013,1.83733107,0.00590856114631674,-0.00566422606825704,-0.0037834234247138,0.00378342342470925,USD
12/17/2012,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.27225016,12/20/2016,0.27225016,0.00276418145668986,-0.00276817269301671,0.00276418145668986,-0.00276817269301671,USD
12/17/2012,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.27225016,12/20/2016,0.27225016,0.003685575277571,-0.0036908969260097,0.003685575277571,-0.0036908969260097,USD
12/17/2012,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.27225016,12/20/2016,0.27225016,0.00148840538624593,-0.00149055451347936,0.00148840538624593,-0.00149055451347936,USD
12/17/2012,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.27225016,12/20/2016,0.27225016,-0.00793816211951454,0.00794962413151206,-0.00793816211951454,0.00794962413151206,USD
TRAILER,2012-12-17,QUANTIFI,CorrExposure.txt,12,-0.00780510529938104,UAT,1,Confidential
