000|NEXT|56M0W875MU|NEXT_TRADE_20121217.DAT|GLB|20121217|20130103
001|8092|8114|CREDIT_SWAP|SyntheticCDOTranche|20060817|20060818|20160620|16416|15591|PAY|1|USD|10000000.012|1195247.89|CDX6 7-10 7y ECD3450||CDX6 7-10 7y ECD3450|Booked|3450|20060817 00:08:00|1.1475|N
001|8093|8116|CREDIT_SWAP|SyntheticCDOTranche|20060817|20060818|20130620|16416|15591|REC|1|USD|10000000.012|23874.53|CDX6 7-10 7y ECD3449||CDX6 7-10 7y ECD3449|Booked|3449|20060817 00:08:00|0.5125|N
001|8094|8117|CREDIT_SWAP|SyntheticCDOTranche|20060817|20060818|20160620|16416|1910|REC|1|USD|10000000.012|-1183522.08|CDX6 7-10 7y ECD3453||CDX6 7-10 7y ECD3453|Booked|3453|20060817 00:08:00|1.18|N
001|8095|8118|CREDIT_SWAP|SyntheticCDOTranche|20080312|20080313|20130620|16416|1704|PAY|1|USD|10000000.012|-22924.37|CDX6 7-10 7y ECD8112||CDX6 7-10 7y ECD8112|Booked|8112|20080312 18:03:00|0.5|N
001|8104|8124|CREDIT_SWAP|SyntheticCDOTranche|20061030|20061030|20161220|16416|14425|PAY|1|CAD|4941750000|43920985.22|GNT LSS 1 - CDX7 30-60||GNT LSS 1 - CDX7 30-60|Booked|3815|20061030 00:10:00|0.0303|N
001|8105|8125|CREDIT_SWAP|SyntheticCDOTranche|20061027|20061028|20161220|16416|3332|REC|1|CAD|4941750000|-39530280.31|GNT LSS 1 - GS||GNT LSS 1 - GS|Booked|3816|20061027 00:10:00|0.05|N
001|8188|8207|CREDIT_SWAP|SyntheticCDOTranche|20090120|20090120|20130320|16416|16262|PAY|1|CAD|222044047.56|-279069.9|Nereus 2 Mav1||Nereus 2 Mav1|Booked|8271|20090120 00:01:00|0.065|N
001|8186|8205|CREDIT_SWAP|SyntheticCDOTranche|20090120|20090120|20130320|16416|16262|PAY|1|CAD|207303036.24|-272890.04|Nereus Mav1||Nereus Mav1|Booked|8269|20090120 00:01:00|0.083|N
001|8099|8121|CREDIT_SWAP|SyntheticCDOTranche|20070131|20070201|20161220|16416|14800|PAY|1|USD|557142.8622|-29017.63|CDX7 0-3 10y Zero ECD4272||CDX7 0-3 10y Zero ECD4272|Booked|4272|20070131 00:01:00|0|N
001|8098|8120|CREDIT_SWAP|SyntheticCDOTranche|20070131|20070201|20161220|16416|14799|PAY|1|USD|742857.15|-38690.17|CDX7 0-3 10y Zero ECD4273||CDX7 0-3 10y Zero ECD4273|Booked|4273|20070131 00:01:00|0|N
001|8097|8119|CREDIT_SWAP|SyntheticCDOTranche|20070131|20070201|20161220|16416|14803|PAY|1|USD|300000|-15624.88|CDX7 0-3 10y Zero ECD4280||CDX7 0-3 10y Zero ECD4280|Booked|4280|20070131 00:01:00|0|N
001|8101|8122|CREDIT_SWAP|SyntheticCDOTranche|20080916|20080917|20161220|16416|3332|REC|1|USD|1600000.012|83332.68|CDX7 0-3 10y Zero ECD8268||CDX7 0-3 10y Zero ECD8268|Booked|8268|20080916 00:09:00|0|N
999|12|10356047083.8722|86595459.7
