Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,GBP            ,22-Sep-10,CLOSE,mm,mm_0_1,23-Sep-10,0.0099221000000000,0
1W,GBP            ,22-Sep-10,CLOSE,mm,mm_0_20100929,29-Sep-10,0.0099225000000000,1
1M,GBP            ,22-Sep-10,CLOSE,mm,mm_0_101,22-Oct-10,0.0099240000000000,2
2M,GBP            ,22-Sep-10,CLOSE,mm,mm_0_102,22-Nov-10,0.0099433000000000,3
STUB,GBP            ,22-Sep-10,CLOSE,mm,mm_0_20101215,15-Dec-10,0.0100031000000000,4
FUT1,GBP            ,22-Sep-10,CLOSE,fut,fut_1_103,16-Mar-11,0.0104218000000000,5
FUT2,GBP            ,22-Sep-10,CLOSE,fut,fut_2_103,16-Jun-11,0.0109142000000000,6
FUT3,GBP            ,22-Sep-10,CLOSE,fut,fut_3_103,21-Sep-11,0.0118355000000000,7
FUT4,GBP            ,22-Sep-10,CLOSE,fut,fut_4_103,21-Dec-11,0.0127884000000000,8
FUT5,GBP            ,22-Sep-10,CLOSE,fut,fut_5_103,21-Mar-12,0.0141606000000000,9
FUT6,GBP            ,22-Sep-10,CLOSE,fut,fut_6_103,21-Jun-12,0.0156670000000000,10
FUT7,GBP            ,22-Sep-10,CLOSE,fut,fut_7_103,20-Sep-12,0.0172453000000000,11
FUT8,GBP            ,22-Sep-10,CLOSE,fut,fut_8_103,19-Dec-12,0.0188085000000000,12
FUT9,GBP            ,22-Sep-10,CLOSE,fut,fut_9_103,20-Mar-13,0.0205576000000000,13
FUT10,GBP            ,22-Sep-10,CLOSE,fut,fut_10_103,20-Jun-13,0.0221167000000000,14
FUT11,GBP            ,22-Sep-10,CLOSE,fut,fut_11_103,19-Sep-13,0.0237353000000000,15
FUT12,GBP            ,22-Sep-10,CLOSE,fut,fut_12_103,18-Dec-13,0.0251733000000000,16
4Y,GBP            ,22-Sep-10,CLOSE,swap,swap_0_1004,22-Sep-14,0.0185250000000000,17
5Y,GBP            ,22-Sep-10,CLOSE,swap,swap_0_1005,22-Sep-15,0.0211250000000000,18
6Y,GBP            ,22-Sep-10,CLOSE,swap,swap_0_1006,22-Sep-16,0.0235250000000000,19
7Y,GBP            ,22-Sep-10,CLOSE,swap,swap_0_1007,22-Sep-17,0.0257000000000000,20
8Y,GBP            ,22-Sep-10,CLOSE,swap,swap_0_1008,24-Sep-18,0.0275660000000000,21
9Y,GBP            ,22-Sep-10,CLOSE,swap,swap_0_1009,23-Sep-19,0.0291960000000000,22
10Y,GBP            ,22-Sep-10,CLOSE,swap,swap_0_1010,22-Sep-20,0.0305750000000000,23
12Y,GBP            ,22-Sep-10,CLOSE,swap,swap_0_1012,22-Sep-22,0.0327000000000000,24
15Y,GBP            ,22-Sep-10,CLOSE,swap,swap_0_1015,22-Sep-25,0.0346750000000000,25
20Y,GBP            ,22-Sep-10,CLOSE,swap,swap_0_1020,23-Sep-30,0.0359995000000000,26
25Y,GBP            ,22-Sep-10,CLOSE,swap,swap_0_1025,24-Sep-35,0.0364996000000000,27
30Y,GBP            ,22-Sep-10,CLOSE,swap,swap_0_1030,24-Sep-40,0.0366748000000000,28
