Ccy Code, Business Date, Bid, Mid, Ask
ADP,09/11/2009,137.384200000,137.384200000,137.384200000
AED,09/11/2009,3.672800000,3.673000000,3.673200000
AFA,09/11/2009,42.785000000,42.785000000,42.785000000
ALL,09/11/2009,106.400000000,106.650000000,106.900000000
ANG,09/11/2009,1.790000000,1.790000000,1.790000000
AON,09/11/2009,80.835700000,80.956950000,81.078200000
ARS,09/11/2009,2.850000000,2.851250000,2.852500000
ATS,09/11/2009,11.361820000,11.361820000,11.361820000
AUD,09/11/2009,1.0866612333604998641673458299,1.0865136493277196794784734483,1.086366105377512221618685497
AWG,09/11/2009,1.790000000,1.790000000,1.790000000
BBD,09/11/2009,2.000000000,2.000000000,2.000000000
BDT,09/11/2009,58.920000000,58.945000000,58.970000000
BEF,09/11/2009,33.308480000,33.308480000,33.308480000
BGL,09/11/2009,1.601300000,1.601700000,1.602100000
BHD,09/11/2009,0.376440000,0.377065000,0.377690000
BIF,09/11/2009,1020.000000000,1060.000000000,1100.000000000
BMD,09/11/2009,1.000000000,1.000000000,1.000000000
BND,09/11/2009,1.676300000,1.676800000,1.677300000
BOB,09/11/2009,7.892000000,7.901000000,7.910000000
BRL,09/11/2009,1.719800000,1.720200000,1.720600000
BSD,09/11/2009,1.000000000,1.000000000,1.000000000
BTN,09/11/2009,43.730000000,43.735000000,43.740000000
BWP,09/11/2009,4.6794571829667758540009358914,4.6728971962616822429906542056,4.6663555762949136724218385441
BZD,09/11/2009,1.980000000,1.980000000,1.980000000
CAD,09/11/2009,1.073999000,1.074249000,1.074499000
CHF,09/11/2009,1.016500000,1.016699000,1.016899000
CLP,09/11/2009,521.399900000,521.549900000,521.700000000
CNY,09/11/2009,6.827300000,6.827350000,6.827400000
COP,09/11/2009,2665.100000000,2666.100000000,2667.100000000
CRC,09/11/2009,428.260000000,428.460000000,428.660000000
CUP,09/11/2009,1.000000000,1.000000000,1.000000000
CVE,09/11/2009,108.950000000,108.950000000,108.950000000
CZK,09/11/2009,17.315990000,17.336440000,17.356890000
DEM,09/11/2009,1.470328000,1.470383000,1.470438000
DJF,09/11/2009,175.000000000,175.000000000,175.000000000
DKK,09/11/2009,5.006499000,5.007487000,5.008475000
DOP,09/11/2009,43.100000000,43.100000000,43.100000000
DZD,09/11/2009,68.920200000,68.920200000,68.920200000
ECS,09/11/2009,25000.000000000,25000.000000000,25000.000000000
EEK,09/11/2009,12.872300000,12.875150000,12.878000000
EGP,09/11/2009,6.180000000,6.189950000,6.199900000
ESP,09/11/2009,137.384200000,137.384200000,137.384200000
ETB,09/11/2009,8.350000000,8.550000000,8.750000000
EUR,09/11/2009,0.6729026801040845865584998038,0.6728456323907887432925701021,0.6727890469943149325528980388
FIM,09/11/2009,4.909364000,4.909364000,4.909364000
FJD,09/11/2009,1.6969285593076531478024775157,1.6897600540723217303142953701,1.6826518593303045599865387851
FKP,09/11/2009,1.829800000,1.829900000,1.830000000
FRF,09/11/2009,4.412465000,4.412465000,4.412465000
GBP,09/11/2009,0.6015764913532403015342005259,0.6015041212054864393903394829,0.6014314067480603837132375053
GHC,09/11/2009,8890.000000000,8975.000000000,9060.000000000
GIP,09/11/2009,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
GMD,09/11/2009,28.000000000,29.000000000,30.000000000
GNF,09/11/2009,2005.000000000,2012.500000000,2020.000000000
GRD,09/11/2009,281.355800000,281.355800000,281.355800000
GTQ,09/11/2009,8.080000000,8.100000000,8.120000000
GWP,09/11/2009,761.550000000,761.550000000,761.550000000
GYD,09/11/2009,179.000000000,179.000000000,179.000000000
HKD,09/11/2009,7.749900000,7.750050000,7.750199000
HNL,09/11/2009,17.980000000,17.980000000,17.980000000
HRK,09/11/2009,6.218100000,6.221950000,6.225800000
HTG,09/11/2009,29.000000000,29.000000000,29.000000000
HUF,09/11/2009,184.940000000,185.250000000,185.560000000
IDR,09/11/2009,9440.000000000,9455.000000000,9470.000000000
IEP,09/11/2009,0.6502846946393130912713586008,0.6502846946393130912713586008,0.6502846946393130912713586008
ILS,09/11/2009,3.755000000,3.763750000,3.772500000
INR,09/11/2009,46.810000000,46.814990000,46.819990000
IQD,09/11/2009,1424.500000000,1424.500000000,1424.500000000
IRR,09/11/2009,8481.000000000,8482.000000000,8483.000000000
ISK,09/11/2009,124.600000000,124.940000000,125.280000000
ITL,09/11/2009,1598.770000000,1598.770000000,1598.770000000
JMD,09/11/2009,60.370000000,60.370000000,60.370000000
JOD,09/11/2009,0.708000000,0.709000000,0.710000000
JPY,09/11/2009,89.870000000,89.880000000,89.890000000
KES,09/11/2009,77.450000000,77.450000000,77.450000000
KHR,09/11/2009,3850.000000000,3850.000000000,3850.000000000
KMF,09/11/2009,404.778500000,404.828400000,404.878400000
KPW,09/11/2009,2.200000000,2.200000000,2.200000000
KRW,09/11/2009,1164.950000000,1165.450000000,1165.950000000
KWD,09/11/2009,0.285330000,0.285580000,0.285830000
KYD,09/11/2009,0.8333333333333333333333333333,0.8247422680412371134020618557,0.8163265306122448979591836735
KZT,09/11/2009,150.720000000,150.735000000,150.750000000
LAK,09/11/2009,7842.590000000,7842.590000000,7842.590000000
LBP,09/11/2009,1514.000000000,1515.000000000,1516.000000000
LKR,09/11/2009,97.500000000,97.550000000,97.600000000
LRD,09/11/2009,1.000000000,1.000000000,1.000000000
LSL,09/11/2009,6.404900000,6.420000000,6.435100000
LTL,09/11/2009,2.850000000,2.851000000,2.852000000
LUF,09/11/2009,33.308480000,33.308480000,33.308480000
LVL,09/11/2009,0.536800000,0.537300000,0.537800000
LYD,09/11/2009,1.205900000,1.205900000,1.205900000
MAD,09/11/2009,9.044100000,9.058800000,9.073500000
MGF,09/11/2009,6800.000000000,6800.000000000,6800.000000000
MMK,09/11/2009,6.387900000,6.387900000,6.387900000
MNT,09/11/2009,1176.000000000,1176.000000000,1176.000000000
MOP,09/11/2009,8.024500000,8.025000000,8.025500000
MRO,09/11/2009,264.320000000,265.310000000,266.300000000
MTL,09/11/2009,0.349400000,0.349950000,0.350500000
MUR,09/11/2009,26.250000000,26.400000000,26.550000000
MVR,09/11/2009,12.750000000,12.800000000,12.850000000
MWK,09/11/2009,106.500000000,108.250000000,110.000000000
MXN,09/11/2009,13.414050000,13.427020000,13.440000000
MYR,09/11/2009,3.398000000,3.400000000,3.401999000
MZM,09/11/2009,23262.000000000,23379.500000000,23497.000000000
NAD,09/11/2009,6.404900000,6.420000000,6.435100000
NGN,09/11/2009,134.900000000,135.050000000,135.200000000
NIO,09/11/2009,15.650000000,15.650000000,15.650000000
NLG,09/11/2009,1.819594000,1.819594000,1.819594000
NOK,09/11/2009,5.685100000,5.690100000,5.695100000
NPR,09/11/2009,69.840000000,69.920000000,70.000000000
NZD,09/11/2009,1.3651877133105802047781569966,1.3648709514515402568687130632,1.3645543365536815676000218329
OMR,09/11/2009,0.384900000,0.384950000,0.385000000
PAB,09/11/2009,1.000000000,1.000000000,1.000000000
PEN,09/11/2009,3.457000000,3.457000000,3.457000000
PGK,09/11/2009,3.2552083333333333333333333333,3.2467532467532467532467532468,3.2383419689119170984455958549
PHP,09/11/2009,47.200000000,47.200000000,47.200000000
PKR,09/11/2009,57.370000000,57.385000000,57.400000000
PLN,09/11/2009,2.849774000,2.853474000,2.857174000
PLZ,09/11/2009,3.869000000,3.870000000,3.871000000
PTE,09/11/2009,165.537100000,165.537100000,165.537100000
PYG,09/11/2009,5870.000000000,5890.000000000,5910.000000000
QAR,09/11/2009,3.640100000,3.640600000,3.641100000
ROL,09/11/2009,33569.200000000,33585.680000000,33602.170000000
RUB,09/11/2009,29.036640000,29.071890000,29.107150000
SAR,09/11/2009,3.750000000,3.750100000,3.750100000
SBD,09/11/2009,7.462600000,7.462600000,7.462600000
SCR,09/11/2009,5.472500000,5.520650000,5.568800000
SDD,09/11/2009,258.810000000,259.455000000,260.100000000
SDP,09/11/2009,2588.100000000,2594.550000000,2601.000000000
SEK,09/11/2009,6.974300000,6.978750000,6.983200000
SGD,09/11/2009,1.392300000,1.392650000,1.393000000
SHP,09/11/2009,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
SIT,09/11/2009,196.850000000,196.917800000,196.985500000
SKK,09/11/2009,33.120000000,33.145000000,33.170000000
SLL,09/11/2009,2650.000000000,2600.000000000,2550.000000000
SOS,09/11/2009,2620.000000000,2620.000000000,2620.000000000
SRG,09/11/2009,2750.000000000,2750.000000000,2750.000000000
STD,09/11/2009,8700.000000000,8700.000000000,8700.000000000
SVC,09/11/2009,8.747000000,8.752000000,8.757000000
SYP,09/11/2009,43.660600000,43.660600000,43.660600000
SZL,09/11/2009,6.404900000,6.420000000,6.435100000
THB,09/11/2009,33.349990000,33.379990000,33.409990000
TND,09/11/2009,1.251200000,1.253050000,1.254900000
TOP,09/11/2009,1.954700000,1.954700000,1.954700000
TRL,09/11/2009,1479249.000000000,1483874.000000000,1488500.000000000
TTD,09/11/2009,6.150000000,6.150000000,6.150000000
TWD,09/11/2009,32.489990000,32.499490000,32.508990000
TZS,09/11/2009,1100.000000000,1107.500000000,1115.000000000
UAK,09/11/2009,5.333500000,5.334250000,5.335000000
