Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,GBP            ,05-Jul-10,CLOSE,mm,mm_0_1,06-Jul-10,0.0094521000000000,0
1W,GBP            ,05-Jul-10,CLOSE,mm,mm_0_20100712,12-Jul-10,0.0094525000000000,1
1M,GBP            ,05-Jul-10,CLOSE,mm,mm_0_101,05-Aug-10,0.0094537000000000,2
2M,GBP            ,05-Jul-10,CLOSE,mm,mm_0_102,06-Sep-10,0.0093764000000000,3
STUB,GBP            ,05-Jul-10,CLOSE,mm,mm_0_20100915,15-Sep-10,0.0094226000000000,4
FUT1,GBP            ,05-Jul-10,CLOSE,fut,fut_1_103,15-Dec-10,0.0104541000000000,5
FUT2,GBP            ,05-Jul-10,CLOSE,fut,fut_2_103,16-Mar-11,0.0113678000000000,6
FUT3,GBP            ,05-Jul-10,CLOSE,fut,fut_3_103,16-Jun-11,0.0121955000000000,7
FUT4,GBP            ,05-Jul-10,CLOSE,fut,fut_4_103,21-Sep-11,0.0137950000000000,8
FUT5,GBP            ,05-Jul-10,CLOSE,fut,fut_5_103,21-Dec-11,0.0155887000000000,9
FUT6,GBP            ,05-Jul-10,CLOSE,fut,fut_6_103,21-Mar-12,0.0179168000000000,10
FUT7,GBP            ,05-Jul-10,CLOSE,fut,fut_7_103,21-Jun-12,0.0198960000000000,11
FUT8,GBP            ,05-Jul-10,CLOSE,fut,fut_8_103,20-Sep-12,0.0223367000000000,12
FUT9,GBP            ,05-Jul-10,CLOSE,fut,fut_9_103,19-Dec-12,0.0246236000000000,13
FUT10,GBP            ,05-Jul-10,CLOSE,fut,fut_10_103,20-Mar-13,0.0268955000000000,14
FUT11,GBP            ,05-Jul-10,CLOSE,fut,fut_11_103,20-Jun-13,0.0286902000000000,15
FUT12,GBP            ,05-Jul-10,CLOSE,fut,fut_12_103,19-Sep-13,0.0304216000000000,16
4Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1004,07-Jul-14,0.0215346000000000,17
5Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1005,06-Jul-15,0.0245434000000000,18
6Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1006,05-Jul-16,0.0271250000000000,19
7Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1007,05-Jul-17,0.0293000000000000,20
8Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1008,05-Jul-18,0.0310750000000000,21
9Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1009,05-Jul-19,0.0325750000000000,22
10Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1010,06-Jul-20,0.0337720000000000,23
12Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1012,05-Jul-22,0.0357250000000000,24
15Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1015,07-Jul-25,0.0375473000000000,25
20Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1020,05-Jul-30,0.0383750000000000,26
25Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1025,05-Jul-35,0.0384250000000000,27
30Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1030,05-Jul-40,0.0382750000000000,28
40Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1040,05-Jul-50,0.0381250000000000,29
50Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1050,05-Jul-60,0.0381500000000000,30
60Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1060,07-Jul-70,0.0382000000000000,31
70Y,GBP            ,05-Jul-10,CLOSE,swap,swap_0_1070,05-Jul-80,0.0382539000000000,32
1D,EUR_EUR        ,05-Jul-10,CLOSE,mm,mm_0_1,07-Jul-10,0.0089672000000000,0
1W,EUR_EUR        ,05-Jul-10,CLOSE,mm,mm_2_20100714,14-Jul-10,0.0089674000000000,1
1M,EUR_EUR        ,05-Jul-10,CLOSE,mm,mm_2_101,09-Aug-10,0.0089684000000000,2
2M,EUR_EUR        ,05-Jul-10,CLOSE,mm,mm_2_102,07-Sep-10,0.0091530000000000,3
STUB,EUR_EUR        ,05-Jul-10,CLOSE,mm,mm_2_20100915,15-Sep-10,0.0091698000000000,4
FUT1,EUR_EUR        ,05-Jul-10,CLOSE,fut,fut_1_103,15-Dec-10,0.0111782000000000,5
FUT2,EUR_EUR        ,05-Jul-10,CLOSE,fut,fut_2_103,16-Mar-11,0.0126752000000000,6
FUT3,EUR_EUR        ,05-Jul-10,CLOSE,fut,fut_3_103,16-Jun-11,0.0132886000000000,7
FUT4,EUR_EUR        ,05-Jul-10,CLOSE,fut,fut_4_103,21-Sep-11,0.0139916000000000,8
FUT5,EUR_EUR        ,05-Jul-10,CLOSE,fut,fut_5_103,21-Dec-11,0.0147486000000000,9
FUT6,EUR_EUR        ,05-Jul-10,CLOSE,fut,fut_6_103,21-Mar-12,0.0159422000000000,10
