Ccy Code, Business Date, Bid, Mid, Ask
ADP,13/08/2010,137.384200000,137.384200000,137.384200000
AED,13/08/2010,3.672800000,3.673000000,3.673200000
AFA,13/08/2010,42.785000000,42.785000000,42.785000000
ALL,13/08/2010,106.400000000,106.650000000,106.900000000
ANG,13/08/2010,1.790000000,1.790000000,1.790000000
AON,13/08/2010,80.835700000,80.956950000,81.078200000
ARS,13/08/2010,2.850000000,2.851250000,2.852500000
ATS,13/08/2010,11.361820000,11.361820000,11.361820000
AUD,13/08/2010,1.1149514996097669751365815587,1.1148893472322871954958470372,1.1148272017837235228539576366
AWG,13/08/2010,1.790000000,1.790000000,1.790000000
BBD,13/08/2010,2.000000000,2.000000000,2.000000000
BDT,13/08/2010,58.920000000,58.945000000,58.970000000
BEF,13/08/2010,33.308480000,33.308480000,33.308480000
BGL,13/08/2010,1.601300000,1.601700000,1.602100000
BHD,13/08/2010,0.376440000,0.377065000,0.377690000
BIF,13/08/2010,1020.000000000,1060.000000000,1100.000000000
BMD,13/08/2010,1.000000000,1.000000000,1.000000000
BND,13/08/2010,1.676300000,1.676800000,1.677300000
BOB,13/08/2010,7.892000000,7.901000000,7.910000000
BRL,13/08/2010,1.769200000,1.769700000,1.770200000
BSD,13/08/2010,1.000000000,1.000000000,1.000000000
BTN,13/08/2010,43.730000000,43.735000000,43.740000000
BWP,13/08/2010,4.6794571829667758540009358914,4.6728971962616822429906542056,4.6663555762949136724218385441
BZD,13/08/2010,1.980000000,1.980000000,1.980000000
CAD,13/08/2010,1.042400000,1.042550000,1.042700000
CHF,13/08/2010,1.049100000,1.049200000,1.049300000
CLP,13/08/2010,509.500000000,509.750000000,510.000000000
CNY,13/08/2010,6.784500000,6.784800000,6.785100000
COP,13/08/2010,2665.100000000,2666.100000000,2667.100000000
CRC,13/08/2010,428.260000000,428.460000000,428.660000000
CUP,13/08/2010,1.000000000,1.000000000,1.000000000
CVE,13/08/2010,108.950000000,108.950000000,108.950000000
CZK,13/08/2010,19.274000000,19.303000000,19.332000000
DEM,13/08/2010,1.470328000,1.470383000,1.470438000
DJF,13/08/2010,175.000000000,175.000000000,175.000000000
DKK,13/08/2010,5.801700000,5.802650000,5.803600000
DOP,13/08/2010,43.100000000,43.100000000,43.100000000
DZD,13/08/2010,68.920200000,68.920200000,68.920200000
ECS,13/08/2010,25000.000000000,25000.000000000,25000.000000000
EEK,13/08/2010,12.872300000,12.875150000,12.878000000
EGP,13/08/2010,6.180000000,6.189950000,6.199900000
ESP,13/08/2010,137.384200000,137.384200000,137.384200000
ETB,13/08/2010,8.350000000,8.550000000,8.750000000
EUR,13/08/2010,0.7788768595685022197990497702,0.7788161993769470404984423676,0.7787555486332840121485865587
FIM,13/08/2010,4.909364000,4.909364000,4.909364000
FJD,13/08/2010,1.6969285593076531478024775157,1.6897600540723217303142953701,1.6826518593303045599865387851
FKP,13/08/2010,1.829800000,1.829900000,1.830000000
FRF,13/08/2010,5.107200000,5.107350000,5.107500000
GBP,13/08/2010,0.6413545407901487942534633145,0.6412928463782986500785583737,0.6412311638345623597306829112
GHC,13/08/2010,8890.000000000,8975.000000000,9060.000000000
GIP,13/08/2010,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
GMD,13/08/2010,28.000000000,29.000000000,30.000000000
GNF,13/08/2010,2005.000000000,2012.500000000,2020.000000000
GRD,13/08/2010,281.355800000,281.355800000,281.355800000
GTQ,13/08/2010,8.080000000,8.100000000,8.120000000
GWP,13/08/2010,761.550000000,761.550000000,761.550000000
GYD,13/08/2010,179.000000000,179.000000000,179.000000000
HKD,13/08/2010,7.768300000,7.768600000,7.768900000
HNL,13/08/2010,17.980000000,17.980000000,17.980000000
HRK,13/08/2010,6.218100000,6.221950000,6.225800000
HTG,13/08/2010,29.000000000,29.000000000,29.000000000
HUF,13/08/2010,217.930000000,218.495000000,219.060000000
IDR,13/08/2010,8995.000000000,9005.000000000,9015.000000000
IEP,13/08/2010,0.6502846946393130912713586008,0.6502846946393130912713586008,0.6502846946393130912713586008
ILS,13/08/2010,3.794500000,3.797750000,3.801000000
INR,13/08/2010,46.770000000,46.780000000,46.790000000
IQD,13/08/2010,1424.500000000,1424.500000000,1424.500000000
IRR,13/08/2010,8481.000000000,8482.000000000,8483.000000000
ISK,13/08/2010,119.420000000,119.705000000,119.990000000
ITL,13/08/2010,1598.770000000,1598.770000000,1598.770000000
JMD,13/08/2010,60.370000000,60.370000000,60.370000000
JOD,13/08/2010,0.708000000,0.709000000,0.710000000
JPY,13/08/2010,86.170000000,86.175000000,86.180000000
KES,13/08/2010,77.450000000,77.450000000,77.450000000
KHR,13/08/2010,3850.000000000,3850.000000000,3850.000000000
KMF,13/08/2010,404.778500000,404.828400000,404.878400000
KPW,13/08/2010,2.200000000,2.200000000,2.200000000
KRW,13/08/2010,1187.680000000,1188.115000000,1188.550000000
KWD,13/08/2010,0.287190000,0.287700000,0.288210000
KYD,13/08/2010,0.8333333333333333333333333333,0.8247422680412371134020618557,0.8163265306122448979591836735
KZT,13/08/2010,147.620000000,147.670000000,147.720000000
LAK,13/08/2010,7842.590000000,7842.590000000,7842.590000000
LBP,13/08/2010,1514.000000000,1515.000000000,1516.000000000
LKR,13/08/2010,97.500000000,97.550000000,97.600000000
LRD,13/08/2010,1.000000000,1.000000000,1.000000000
LSL,13/08/2010,6.404900000,6.420000000,6.435100000
LTL,13/08/2010,2.850000000,2.851000000,2.852000000
LUF,13/08/2010,33.308480000,33.308480000,33.308480000
LVL,13/08/2010,0.536800000,0.537300000,0.537800000
LYD,13/08/2010,1.205900000,1.205900000,1.205900000
MAD,13/08/2010,9.044100000,9.058800000,9.073500000
MGF,13/08/2010,6800.000000000,6800.000000000,6800.000000000
MMK,13/08/2010,6.387900000,6.387900000,6.387900000
MNT,13/08/2010,1176.000000000,1176.000000000,1176.000000000
MOP,13/08/2010,8.024500000,8.025000000,8.025500000
MRO,13/08/2010,264.320000000,265.310000000,266.300000000
MTL,13/08/2010,0.349400000,0.349950000,0.350500000
MUR,13/08/2010,26.250000000,26.400000000,26.550000000
MVR,13/08/2010,12.750000000,12.800000000,12.850000000
MWK,13/08/2010,106.500000000,108.250000000,110.000000000
MXN,13/08/2010,12.720200000,12.729850000,12.739500000
MYR,13/08/2010,3.187000000,3.189000000,3.191000000
MZM,13/08/2010,23262.000000000,23379.500000000,23497.000000000
NAD,13/08/2010,6.404900000,6.420000000,6.435100000
NGN,13/08/2010,134.900000000,135.050000000,135.200000000
NIO,13/08/2010,15.650000000,15.650000000,15.650000000
NLG,13/08/2010,1.819594000,1.819594000,1.819594000
NOK,13/08/2010,6.174900000,6.178750000,6.182600000
NPR,13/08/2010,69.840000000,69.920000000,70.000000000
NZD,13/08/2010,1.4044943820224719101123595506,1.4040999719180005616399887672,1.4037057832678270634475014037
OMR,13/08/2010,0.384900000,0.384950000,0.385000000
PAB,13/08/2010,1.000000000,1.000000000,1.000000000
PEN,13/08/2010,3.457000000,3.457000000,3.457000000
