Date,Deal Type,TradeId,Trade Name,Currency code,MTM,MTM Difference,Shifted MTM
11/9/2010 12:00:00 AM,CDO,CDO0000646,Athilon 4,USD,4016296.51855216,7680.06537247743,4023976.58392464
11/9/2010 12:00:00 AM,CDO,CDO0000649,Athilon 6,USD,8705463.13992144,147276.474725535,8852739.61464698
11/9/2010 12:00:00 AM,CDO,CDO0000651,Athilon 7,USD,22296033.9084574,394129.827197901,22690163.7356553
11/9/2010 12:00:00 AM,CDO,CDO0000652,Athilon 7 offset,USD,-21258118.3692229,-394230.027789079,-21652348.397012
11/9/2010 12:00:00 AM,CDO,CDO0000653,CDX6 7-10 7y ECD3450,USD,2499257.99812417,94820.301026484,2594078.29915065
11/9/2010 12:00:00 AM,CDO,CDO0000654,CDX6 7-10 7y ECD3449,USD,-586028.470176082,-9174.58000013847,-595203.05017622
11/9/2010 12:00:00 AM,CDO,CDO0000655,CDX6 7-10 7y ECD3453,USD,-2482942.69066773,-94871.2349600942,-2577813.92562782
11/9/2010 12:00:00 AM,CDO,CDO0000656,CDX6 7-10 7y ECD8112,USD,589424.01594386,9173.83085285175,598597.846796711
11/9/2010 12:00:00 AM,CDO,CDO0000657,GNT LSS 1 - CDX7 30-60,CAD,49076431.4629868,-1550059.32642923,47526372.1365576
11/9/2010 12:00:00 AM,CDO,CDO0000658,GNT LSS 1 - GS,CAD,-43092120.696407,1551034.16091268,-41541086.5354943
11/9/2010 12:00:00 AM,CDO,CDO0000659,Nereus 2 BNP,USD,-2555790.837887,-168901.977187369,-2724692.81507437
11/9/2010 12:00:00 AM,CDO,CDO0000660,Nereus 2 Mav1,CAD,2341687.51780384,110658.283368589,2452345.80117243
11/9/2010 12:00:00 AM,CDO,CDO0000661,Nereus Dresdner,USD,-179111.159706565,-30259.8287009905,-209370.988407556
11/9/2010 12:00:00 AM,CDO,CDO0000662,Nereus Mav1,CAD,1568166.85752514,103330.046730499,1671496.90425564
11/9/2010 12:00:00 AM,CDO,CDO0000671,CDX7 0-3 10y Zero ECD4272,USD,-46576.5546659022,2632.77233596016,-43943.7823299421
11/9/2010 12:00:00 AM,CDO,CDO0000672,CDX7 0-3 10y Zero ECD4273,USD,-62102.0729213092,3510.36311650374,-58591.7098048055
11/9/2010 12:00:00 AM,CDO,CDO0000673,CDX7 0-3 10y Zero ECD4280,USD,-25079.6830539933,1417.64662957222,-23662.0364244211
11/9/2010 12:00:00 AM,CDO,CDO0000674,CDX7 0-3 10y Zero ECD8268,USD,133758.310624485,-7560.78208109102,126197.528543394
11/9/2010 12:00:00 AM,CDX,CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,USD,38759.4036723998,-13.442643576895,38745.9610288229
11/9/2010 12:00:00 AM,CDX,CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,USD,-38759.4036723998,13.442643576895,-38745.9610288229
