COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
02/10/2010,,,0.95,06/20/2010,0.99,151217.937279008,-62979.126181853,-157535.603941304,160061.060827028,USD
02/10/2010,,,0.95,06/20/2010,0.99,-151237.744717584,62987.4844820338,157556.13570139,-160081.902688238,USD
02/10/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.52,03/20/2013,0.71,219912.823320844,-235191.987695326,-1086303.62171764,1066656.03288339,USD
02/10/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.46,09/20/2013,0.65,328033.770291938,-346167.764068831,-1216052.97555237,1197883.00701919,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.41,12/20/2013,0.56,603663.798880069,-634075.015663033,-1630646.27155135,1613073.22022291,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.41,12/20/2013,0.56,-604217.335787325,634644.98601772,1631663.62028694,-1614070.7322824,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.34,06/20/2016,0.36,-36697.2165908434,37283.2814645294,-146000.234282097,147575.993535216,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.39,06/20/2013,0.44,5031.34079527228,-4736.00244414857,84579.7985663721,-85239.2722360038,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.34,06/20/2016,0.36,36714.0227377392,-37299.8328398027,146150.959708712,-147727.809831189,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.39,06/20/2013,0.44,-5032.16617267825,4736.94621001784,-84563.1636648631,85222.6341334318,USD
02/10/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.56,12/20/2016,0.6,4363151.7968544,-4388243.50439721,-2016669.74858543,1928436.79790085,USD
02/10/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.56,12/20/2016,0.6,-4365727.42115718,4390808.52082798,2017590.63207341,-1929307.93821877,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.58,03/20/2013,0.87,-314654.759656805,344992.471648618,1410133.7731137,-1357746.39998393,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.57,03/20/2013,0.87,228908.797886224,-249722.743620426,-981753.568603647,945571.76629054,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.58,03/20/2013,0.87,-56375.518658177,61811.0785121228,252662.386938225,-243275.165528942,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.57,03/20/2013,0.87,213757.709210016,-233194.231438578,-916804.091746189,883014.319715416,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.29,12/20/2016,0.29,-1463.58612031696,1445.28647910455,2320.59865383651,-2291.58353667073,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.29,12/20/2016,0.29,-1951.44816147339,1927.0486398437,3094.13154011476,-3055.4447172062,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.29,12/20/2016,0.29,-788.08482686344,778.231173992349,1249.55310995449,-1233.92958546856,USD
02/10/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.29,12/20/2016,0.29,4203.11910812841,-4150.56629242178,-6664.28330307273,6580.95783852284,USD
