COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
06/16/2010,,,1,06/20/2010,1,0,0,0,9263.4567469528,USD
06/16/2010,,,1,06/20/2010,1,0,0,0,-9263.49276956296,USD
06/16/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.5,03/20/2013,0.67,297822.269027008,-309826.533258843,-1011951.1307114,991904.151074788,USD
06/16/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.46,09/20/2013,0.64,370168.479396566,-388912.741487741,-1225573.34033093,1206475.95567536,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.41,12/20/2013,0.55,614452.321091632,-643601.140690843,-1707708.91149294,1687796.07015383,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.41,12/20/2013,0.55,-614977.38001052,644141.191943225,1708681.55050191,-1688748.6511102,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.34,06/20/2016,0.36,-39867.3882972298,40518.258773501,-153634.945127249,155172.78102605,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.39,06/20/2013,0.43,4652.54991056056,-4243.21768196169,86534.8559389583,-87000.0706103466,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.34,06/20/2016,0.36,39885.8619269223,-40536.5364075956,153789.110461754,-155327.974584288,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.39,06/20/2013,0.43,-4653.32622274566,4244.10513547166,-86519.6111324467,86984.8470270943,USD
06/16/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.54,12/20/2016,0.55,4935351.08445457,-4954549.97725252,-1776191.13667615,1692778.75002558,USD
06/16/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.54,12/20/2016,0.55,-4938092.76887367,4957274.27475294,1776929.04772718,-1693473.85123172,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.53,03/20/2013,0.81,-456090.875406845,480900.929522754,1139431.7935349,-1099205.37552615,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.53,03/20/2013,0.81,325070.221473912,-340856.038344589,-785928.343906247,758253.884232124,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.53,03/20/2013,0.81,-81714.513365997,86159.3325925935,204148.749404345,-196941.024382665,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.53,03/20/2013,0.81,303549.890509433,-318290.342043243,-733909.379530528,708065.537036443,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.31,12/20/2016,0.31,-1668.13112611357,1648.30999766692,2644.91634072315,-2613.48881940937,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.31,12/20/2016,0.31,-2224.17483601572,2197.7466647393,3526.55512286311,-3484.65176108886,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.31,12/20/2016,0.31,-898.224444369577,887.551529149028,1424.18570900063,-1407.26319767757,USD
06/16/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.31,12/20/2016,0.31,4790.53040590005,-4733.60819096354,-7595.65717163744,7505.40377723763,USD
