Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,EUR_EUR        ,10-Dec-09,CLOSE,mm,mm_0_1,14-Dec-09,0.0082597000000000,0
2D,EUR_EUR        ,10-Dec-09,CLOSE,mm,mm_2_20091216,16-Dec-09,0.0082597000000000,1
FUT1,EUR_EUR        ,10-Dec-09,CLOSE,fut,fut_1_103,17-Mar-10,0.0094528000000000,2
FUT2,EUR_EUR        ,10-Dec-09,CLOSE,fut,fut_2_103,17-Jun-10,0.0104799000000000,3
FUT3,EUR_EUR        ,10-Dec-09,CLOSE,fut,fut_3_103,16-Sep-10,0.0130775000000000,4
FUT4,EUR_EUR        ,10-Dec-09,CLOSE,fut,fut_4_103,15-Dec-10,0.0163149000000000,5
FUT5,EUR_EUR        ,10-Dec-09,CLOSE,fut,fut_5_103,16-Mar-11,0.0189106000000000,6
FUT6,EUR_EUR        ,10-Dec-09,CLOSE,fut,fut_6_103,16-Jun-11,0.0212703000000000,7
FUT7,EUR_EUR        ,10-Dec-09,CLOSE,fut,fut_7_103,21-Sep-11,0.0234991000000000,8
FUT8,EUR_EUR        ,10-Dec-09,CLOSE,fut,fut_8_103,21-Dec-11,0.0253395000000000,9
FUT9,EUR_EUR        ,10-Dec-09,CLOSE,fut,fut_9_103,21-Mar-12,0.0269212000000000,10
FUT10,EUR_EUR        ,10-Dec-09,CLOSE,fut,fut_10_103,21-Jun-12,0.0281453000000000,11
FUT11,EUR_EUR        ,10-Dec-09,CLOSE,fut,fut_11_103,20-Sep-12,0.0292920000000000,12
FUT12,EUR_EUR        ,10-Dec-09,CLOSE,fut,fut_12_103,19-Dec-12,0.0302287000000000,13
4Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1004,16-Dec-13,0.0242788000000000,14
5Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1005,15-Dec-14,0.0267249000000000,15
6Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1006,14-Dec-15,0.0288500000000000,16
7Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1007,14-Dec-16,0.0306500000000000,17
8Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1008,14-Dec-17,0.0321200000000000,18
9Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1009,14-Dec-18,0.0333600000000000,19
10Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1010,16-Dec-19,0.0344251000000000,20
11Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1011,14-Dec-20,0.0354300000000000,21
12Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1012,14-Dec-21,0.0363300000000000,22
15Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1015,16-Dec-24,0.0382774000000000,23
20Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1020,14-Dec-29,0.0394200000000000,24
25Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1025,14-Dec-34,0.0390200000000000,25
30Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1030,14-Dec-39,0.0382300000000000,26
40Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1040,14-Dec-49,0.0367000000000000,27
50Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1050,15-Dec-59,0.0360702000000000,28
60Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1060,16-Dec-69,0.0354803000000000,29
70Y,EUR_EUR        ,10-Dec-09,CLOSE,swap,swap_2_1070,14-Dec-79,0.0349612000000000,30
1D,GBP            ,10-Dec-09,CLOSE,mm,mm_0_1,11-Dec-09,0.0079725000000000,0
2D,GBP            ,10-Dec-09,CLOSE,mm,mm_0_20091216,16-Dec-09,0.0079727000000000,1
FUT1,GBP            ,10-Dec-09,CLOSE,fut,fut_1_103,17-Mar-10,0.0077047000000000,2
FUT2,GBP            ,10-Dec-09,CLOSE,fut,fut_2_103,17-Jun-10,0.0091357000000000,3
FUT3,GBP            ,10-Dec-09,CLOSE,fut,fut_3_103,16-Sep-10,0.0113345000000000,4
FUT4,GBP            ,10-Dec-09,CLOSE,fut,fut_4_103,15-Dec-10,0.0147375000000000,5
FUT5,GBP            ,10-Dec-09,CLOSE,fut,fut_5_103,16-Mar-11,0.0187682000000000,6
FUT6,GBP            ,10-Dec-09,CLOSE,fut,fut_6_103,16-Jun-11,0.0225924000000000,7
