COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
05/11/2010,,,1,06/20/2010,1,-128.879549406343,72.7618072160242,-27472.1542117014,76271.2962453464,USD
05/11/2010,,,1,06/20/2010,1,128.884559980797,-72.7646360467941,27473.2222731009,-76274.2615179925,USD
05/11/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.51,03/20/2013,0.64,311822.955765851,-322599.420880102,-869453.825898837,849717.004709749,USD
05/11/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.48,09/20/2013,0.62,362912.225703429,-379864.798127662,-1069463.73232966,1050208.32536359,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.43,12/20/2013,0.55,565428.069896002,-592053.608482917,-1487437.77826988,1466294.24080444,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.43,12/20/2013,0.55,-565888.275793497,592526.381655995,1488278.59496834,-1467115.41455407,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.34,06/20/2016,0.38,-34401.6136884089,34837.4059565798,-149081.105735518,150525.930656328,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.41,06/20/2013,0.45,3542.98769936688,-3144.42718332284,80556.2529045808,-80928.0541899225,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.34,06/20/2016,0.38,34415.6836777744,-34851.1318608214,149226.694801026,-150672.363832798,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.41,06/20/2013,0.45,-3543.65224965734,3145.19518135353,-80541.9111681189,80913.7448271681,USD
05/11/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.57,12/20/2016,0.6,4494361.34068246,-4514750.7481385,-2153615.21467561,2063839.3080548,USD
05/11/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.57,12/20/2016,0.6,-4496900.9188555,4517278.33098836,2154559.26840891,-2064733.40225602,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.54,03/20/2013,0.78,-468563.257327125,487613.048144852,907118.233348674,-871530.701224541,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.54,03/20/2013,0.78,330738.301530507,-343682.400814821,-625916.780023301,601386.718769647,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.54,03/20/2013,0.78,-83950.1753678094,87362.9799679657,162525.159611819,-156148.681629076,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.54,03/20/2013,0.78,308845.334094643,-320932.021286502,-584487.422788483,561580.11688528,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.28,12/20/2016,0.28,-1710.67384418517,1691.06297627389,2712.37022875683,-2681.27608742565,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.28,12/20/2016,0.28,-2280.89846014174,2254.75063624595,3616.49364028979,-3575.03478515922,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.28,12/20/2016,0.28,-921.132061584816,910.57236357459,1460.50703299676,-1443.76403397041,USD
05/11/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.28,12/20/2016,0.28,4912.70436529764,-4856.38597548738,-7789.37090106969,7700.07490559277,USD
