TradeId,ProductDescription,TradeTag_ECD Id,Currency,Today_CurrentNotional,Today_MTM,LastBusinessDate_MTM,LTDPLChange,ResidualPL,EstimatedPL,CorrEffect,Today_Total_CSGammaEffect,Total_CSDeltaEffect,Today_Total_IRDelta,LastBusinessDate_CashflowEffect,Today_CashflowEffect,CashflowEffect
CDO0000646,Athilon 4,2591,USD,-800000000.064,7413787.61943277,,,,,,,,-1486.5282357531,,,
CDO0000649,Athilon 6,3254,USD,-800000000,13843368.2327759,,,,,,,,-3070.68473802035,,,
CDO0000651,Athilon 7,3930,USD,-799999999.998,39406565.4982652,,,,,,,,-8802.67111547535,,,
CDO0000652,Athilon 7 offset,8117,USD,799999999.998,-38302316.4620898,,,,,,,,8608.22971801857,,,
CDO0000653,CDX6 7-10 7y ECD3450,3450,USD,-10000000.012,3222382.46531924,,,,,,,,-1036.73934178184,,,
CDO0000654,CDX6 7-10 7y ECD3449,3449,USD,10000000.012,-1122438.42723526,,,,,,,,202.746358588587,,,
CDO0000655,CDX6 7-10 7y ECD3453,3453,USD,10000000.012,-3206384.16080115,,,,,,,,1032.29399171231,,,
CDO0000656,CDX6 7-10 7y ECD8112,8112,USD,-10000000.012,1126043.76085817,,,,,,,,-203.283987163864,,,
CDO0000657,GNT LSS 1 - CDX7 30-60,3815,CAD,-4941750000,4994767.997599,,,,,,,,-11471.6594552296,,,
CDO0000658,GNT LSS 1 - GS,3816,CAD,4941750000,1083150.4036374,,,,,,,,9513.49951131566,,,
CDO0000659,Nereus 2 BNP,2743,USD,2200000000,-6696798.46111332,,,,,,,,1528.38342739679,,,
CDO0000660,Nereus 2 Mav1,8271,CAD,-1543836733.32,5306502.95467469,,,,,,,,-1194.24413290606,,,
CDO0000661,Nereus Dresdner,2602,USD,394033675.68,-894107.148961399,,,,,,,,231.026871755399,,,
CDO0000662,Nereus Mav1,8269,CAD,-1441344840.31,4270213.24070973,,,,,,,,-1022.19977687022,,,
CDO0000671,CDX7 0-3 10y Zero ECD4272,4272,USD,-351386.2937055,-34151.3499496405,,,,,,,,23.5988549240849,,,
CDO0000672,CDX7 0-3 10y Zero ECD4273,4273,USD,-468515.058526278,-45535.1332907062,,,,,,,,31.4651399157227,,,
CDO0000673,CDX7 0-3 10y Zero ECD4280,4280,USD,-189208.002585535,-18389.1882675046,,,,,,,,12.7070756130123,,,
CDO0000674,CDX7 0-3 10y Zero ECD8268,8268,USD,1009109.35469118,98075.6714955918,,,,,,,,-67.7710704443485,,,
CDS0001022,MBIA CDS,1584,USD,12250000,-4820455.26720421,,,,,,,,854.812304665079,,,
CDS0001023,MBIA CDS,1584,USD,-12250000,4820455.26720421,,,,,,,,-854.812304665079,,,
CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,2623,USD,33740000,-72785.264628705,,,,,,,,2.88767026176288,,,
CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,8111,USD,-33740000,72785.264628705,,,,,,,,-2.88767026176288,,,
