Date,Deal Type,TradeId,Trade Name,Currency code,MTM,MTM Difference,Shifted MTM
7/30/2010 12:00:00 AM,CDS,CDS0001022,MBIA CDS,USD,-4820455.26720421,-372383.978776993,-5192839.2459812
7/30/2010 12:00:00 AM,CDS,CDS0001023,MBIA CDS,USD,4820455.26720421,372383.978776993,5192839.2459812
7/30/2010 12:00:00 AM,CDO,CDO0000646,Athilon 4,USD,7413787.61943277,191620.076280984,7605407.69571375
7/30/2010 12:00:00 AM,CDO,CDO0000649,Athilon 6,USD,13843368.2327759,429609.849305524,14272978.0820814
7/30/2010 12:00:00 AM,CDO,CDO0000651,Athilon 7,USD,39406565.4982652,1118213.83030271,40524779.3285679
7/30/2010 12:00:00 AM,CDO,CDO0000652,Athilon 7 offset,USD,-38302316.4620898,-1118577.58297986,-39420894.0450697
7/30/2010 12:00:00 AM,CDO,CDO0000653,CDX6 7-10 7y ECD3450,USD,3222382.46531924,146302.369264007,3368684.83458325
7/30/2010 12:00:00 AM,CDO,CDO0000654,CDX6 7-10 7y ECD3449,USD,-1122438.42723526,-29433.1173168634,-1151871.54455212
7/30/2010 12:00:00 AM,CDO,CDO0000655,CDX6 7-10 7y ECD3453,USD,-3206384.16080115,-146399.978852117,-3352784.13965326
7/30/2010 12:00:00 AM,CDO,CDO0000656,CDX6 7-10 7y ECD8112,USD,1126043.76085817,29430.0278201625,1155473.78867834
7/30/2010 12:00:00 AM,CDO,CDO0000657,GNT LSS 1 - CDX7 30-60,CAD,4822368.32980835,6686005.3152875,11508373.6450958
7/30/2010 12:00:00 AM,CDO,CDO0000658,GNT LSS 1 - GS,CAD,1045764.32887994,-6635191.27048972,-5589426.94160977
7/30/2010 12:00:00 AM,CDO,CDO0000659,Nereus 2 BNP,USD,-6696798.46111332,-434827.788874603,-7131626.24998792
7/30/2010 12:00:00 AM,CDO,CDO0000660,Nereus 2 Mav1,CAD,5123343.42715393,282517.198280603,5405860.62543454
7/30/2010 12:00:00 AM,CDO,CDO0000661,Nereus Dresdner,USD,-894107.148961399,-77903.1518290883,-972010.300790488
7/30/2010 12:00:00 AM,CDO,CDO0000662,Nereus Mav1,CAD,4122822.34198381,263809.987377677,4386632.32936149
7/30/2010 12:00:00 AM,CDO,CDO0000671,CDX7 0-3 10y Zero ECD4272,USD,-34151.3499496405,2898.26336101034,-31253.0865886301
7/30/2010 12:00:00 AM,CDO,CDO0000672,CDX7 0-3 10y Zero ECD4273,USD,-45535.1332907062,3864.3511500946,-41670.7821406116
7/30/2010 12:00:00 AM,CDO,CDO0000673,CDX7 0-3 10y Zero ECD4280,USD,-18389.1882675046,1560.60333407086,-16828.5849334337
7/30/2010 12:00:00 AM,CDO,CDO0000674,CDX7 0-3 10y Zero ECD8268,USD,98075.6714955918,-8323.2178441354,89752.4536514564
7/30/2010 12:00:00 AM,CDX,CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,USD,77006.0779778467,-367.709204376185,76638.3687734705
7/30/2010 12:00:00 AM,CDX,CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,USD,-77006.0779778467,367.709204376185,-76638.3687734705
