COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
11/26/2009,,,0.8,06/20/2010,0.88,13074.9275835889,-13167.5762416756,-265706.837556052,265738.748084686,USD
11/26/2009,,,0.8,06/20/2010,0.88,-13077.652739704,13170.2917598343,265764.375170779,-265796.12366962,USD
11/26/2009,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.52,03/20/2013,0.73,215506.438785276,-232863.860445504,-1182469.5784007,1163277.19269875,USD
11/26/2009,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.44,09/20/2013,0.65,359968.371337873,-381222.943309438,-1294291.98485393,1276752.76672054,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.38,12/20/2013,0.53,686456.527168369,-721704.987533007,-1761126.13188412,1744057.9837112,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.38,12/20/2013,0.53,-687147.433221159,722416.86695162,1762296.11993263,-1745206.2901114,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.32,06/20/2016,0.34,-40292.903014719,41024.2598494008,-152523.246734458,154256.281976042,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.35,06/20/2013,0.41,6461.19791961031,-6067.38232736267,95371.7565186684,-96123.139171497,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.32,06/20/2016,0.34,40313.7224905886,-41044.8770314632,152692.762702167,-154427.159757379,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.35,06/20/2013,0.41,-6462.17114884046,6068.51336249369,-95351.1180253739,96102.4771433777,USD
11/26/2009,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.59,12/20/2016,0.62,4356935.73983027,-4387141.12102216,-2319868.18966929,2228971.6557889,USD
11/26/2009,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.59,12/20/2016,0.62,-4359773.83894007,4389974.62337844,2321048.6377607,-2230093.07108004,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.57,03/20/2013,0.92,-277643.414051078,164700.412040045,1713340.74342668,-1649024.9023069,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.57,03/20/2013,0.92,96958.7699667291,-125234.527259423,-1193167.32574059,1149176.3229891,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.57,03/20/2013,0.92,-49741.9300227009,29504.3671150003,307001.676337113,-295476.464165014,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.57,03/20/2013,0.92,90529.805372665,-116935.538138117,-1114258.98308185,1073175.09151144,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.28,12/20/2016,0.28,-1385.91739662612,1364.62132209212,2197.45049525522,-2163.68436341673,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.28,12/20/2016,0.28,-1847.88986316318,1819.49509710255,2929.93399525128,-2884.91248610906,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.28,12/20/2016,0.28,-746.263206794138,734.796089841453,1183.242563628,-1165.06080049538,USD
11/26/2009,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.28,12/20/2016,0.28,3980.07046608593,-3918.91250854626,-6310.62705334569,6213.65764924445,USD
