COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
07/26/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.51,03/20/2013,0.68,254352.823289171,-264573.829208943,-912121.216764946,892859.347691277,USD
07/26/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.47,09/20/2013,0.65,333357.337070524,-349188.464544009,-1109797.06243748,1091362.27712386,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.42,12/20/2013,0.56,593518.233421969,-621327.702381224,-1541493.9202384,1520934.8555424,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.42,12/20/2013,0.56,-593981.909018824,621803.416800167,1542341.15536899,-1521763.30479811,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.31,06/20/2016,0.33,-38593.9793700205,39293.6759682117,-155156.224003444,156944.627354524,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.4,06/20/2013,0.44,2151.10248802997,-1745.24602238174,76959.9275718566,-77286.4197605358,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.31,06/20/2016,0.33,38606.7508171243,-39306.1136970319,155301.214762988,-157090.566889415,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.4,06/20/2013,0.44,-2152.05978103879,1746.30148695208,-76947.294148896,77273.8265288825,USD
07/26/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.53,12/20/2016,0.56,4462149.05677944,-4473271.65386139,-1585940.46305972,1509291.64890924,USD
07/26/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.53,12/20/2016,0.56,-4464483.48452328,4475587.49262217,1586575.81446474,-1509889.22795063,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.54,03/20/2013,0.84,-304999.781021054,332222.230387417,1064130.54305859,-1021350.6459615,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.54,03/20/2013,0.84,219916.167358087,-238372.65205144,-736122.420968733,706732.92260649,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.54,03/20/2013,0.84,-54642.3645066171,59519.3123856714,190654.610553304,-182989.736998548,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.54,03/20/2013,0.84,205352.261365353,-222586.176986437,-687394.251377802,659949.69082279,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.32,12/20/2016,0.32,-1794.29084471822,1777.99518174514,2844.94971702966,-2819.1120208164,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.32,12/20/2016,0.32,-2392.38779424584,2370.66024360337,3793.26629141543,-3758.81602977917,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.32,12/20/2016,0.32,-966.156599924697,957.382012249609,1531.89598757261,-1517.9833820456,USD
07/26/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.32,12/20/2016,0.32,5152.83523824465,-5106.03743695986,-8170.11199499641,8095.91143162917,USD
