Source,Type,Name,Value
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.0.corr,0.388186786381926
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20121220.0.strike,1.03255086461641
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.1.corr,0.20901495689947
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.1.strike,0.369672576646467
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.2.corr,0.265884128262693
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.2.strike,0.862569345508423
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.3.corr,0.28742175457999
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.3.strike,1.23224192215489
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.4.corr,0.365437704711526
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.4.strike,1.84836288323234
Model,Base Correlation,Dow Jones CDX.NA.IG.7-V5.20161220.5.corr,0.557895550301251
Model,Base Correlation Strike,Dow Jones CDX.NA.IG.7-V5.20161220.5.strike,3.69672576646467
