COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
03/18/2010,,,0.91,06/20/2010,0.95,426.140176489868,-671.315052517527,-117739.198766647,117888.823221866,USD
03/18/2010,,,0.91,06/20/2010,0.95,-426.178716826307,671.374885316791,117749.955488879,-117899.595806462,USD
03/18/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.48,03/20/2013,0.65,275555.548033038,-284362.491536622,-790381.965051016,772719.534187529,USD
03/18/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.45,09/20/2013,0.63,319968.62821933,-333568.886263348,-967688.202135948,949570.864303945,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.38,12/20/2013,0.51,701568.1185876,-728821.348016389,-1279614.23386453,1258919.01372881,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.38,12/20/2013,0.51,-702094.723536356,729358.627167715,1280325.58109598,-1259611.43313088,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.29,06/20/2016,0.31,-31141.4844586169,31562.5323685927,-147334.030206723,149117.734632441,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.36,06/20/2013,0.41,746.047281975793,-251.915251563678,75852.5573106628,-76208.6982090368,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.29,06/20/2016,0.31,31149.390117901,-31569.8931191821,147472.320905098,-149256.893312021,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.36,06/20/2013,0.41,-747.345693628138,253.332709263933,-75839.1663724187,76195.357721514,USD
03/18/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.47,12/20/2016,0.47,4115345.80580147,-4096454.28137237,-867649.135719053,808379.228621423,USD
03/18/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.47,12/20/2016,0.47,-4117421.71847195,4098497.21481132,867979.761013767,-808683.186769863,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.53,03/20/2013,0.8,-431703.189027506,444480.711851255,881240.642746376,-846291.923622963,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.53,03/20/2013,0.8,304892.036926879,-313658.536536649,-610794.301284154,586532.286891981,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.53,03/20/2013,0.8,-77345.7116562556,79634.7754787229,157891.486170874,-151629.341168939,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.53,03/20/2013,0.8,284709.269894542,-292894.96320982,-570372.485257329,547715.211046678,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.25,12/20/2016,0.25,-1672.93112082937,1655.34872121492,2652.52700409395,-2624.64909863011,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.25,12/20/2016,0.25,-2230.57482897357,2207.13162947502,3536.70267402964,-3499.53213339118,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.25,12/20/2016,0.25,-900.809056885393,891.341611025088,1428.28375847079,-1413.27257874189,USD
03/18/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.25,12/20/2016,0.25,4804.3150060878,-4753.8219611208,-7617.51343564222,7537.45380982099,USD
