HEADER,2011-03-07,QUANTIFI,CorrExposure.txt,2011-03-14 13:17:40,UAT,1,Confidential
COBDate,AggregationLevel,PortfolioName,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
03/07/2011,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.42583302,03/20/2013,0.49363947,0.241402171600892,-0.24011352409076,-0.185536989054255,0.176266826103879,USD
03/07/2011,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.46333743,09/20/2013,0.5361685,0.346425326514684,-0.351562837441312,-0.405164628372771,0.390813107487686,USD
03/07/2011,2.5.1.9.2.3.1.1,L_USD_3930_ATHILON_7,0.4377024,12/20/2013,0.53559199,0.472810930072546,-0.485448653076633,-0.69448129880401,0.675902089293751,USD
03/07/2011,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.38427562,06/20/2016,0.41291476,-0.0220773095836991,0.0220764623337132,-0.124732642061846,0.12576634162637,USD
03/07/2011,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.41091647,06/20/2013,0.43696115,-0.00387989755201048,0.00425962131158275,0.0390525354792062,-0.0388581629565778,USD
03/07/2011,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.38427562,06/20/2016,0.41291476,0.0220810651458887,-0.0220797759503924,0.124821078316618,-0.125854986762987,USD
03/07/2011,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.41091647,06/20/2013,0.43696115,0.00387907646265222,-0.00425875920947479,-0.0390483953241594,0.0388540835478543,USD
03/07/2011,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.59911765,12/20/2016,0.60864184,3.8649254093282,-3.86579757862173,-1.55715647161202,1.48360161975633,USD
03/07/2011,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.59911765,12/20/2016,0.60864184,-3.86657880500546,3.86743453250303,1.55766742210375,-1.48408249497713,USD
03/07/2011,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.42914774,03/20/2013,0.59061764,-0.25147112509389,0.245912040575089,0.104386244407193,-0.0966338647540426,USD
03/07/2011,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.42889415,03/20/2013,0.58998203,0.181964516029649,-0.177917481828964,-0.0747687461314809,0.0692209512117599,USD
03/07/2011,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.42914774,03/20/2013,0.59061764,-0.045048813688537,0.0440528253618394,0.0186998455924136,-0.017311037868988,USD
03/07/2011,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.42889415,03/20/2013,0.58998203,0.169905232978687,-0.166126081290839,-0.0698135440620158,0.064633337338606,USD
03/07/2011,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.33321412,12/20/2016,0.33321412,0.00320495817115786,-0.0032024531885114,0.00320495817115786,-0.0032024531885114,USD
03/07/2011,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.33321412,12/20/2016,0.33321412,0.00427327756384485,-0.00426993758698104,0.00427327756384485,-0.00426993758698104,USD
03/07/2011,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.33321412,12/20/2016,0.33321412,0.00172574669188207,-0.00172439785508468,0.00172574669188207,-0.00172439785508468,USD
03/07/2011,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.33321412,12/20/2016,0.33321412,-0.00920398242573428,0.00919678862942746,-0.00920398242573428,0.00919678862942746,USD
TRAILER,2011-03-07,QUANTIFI,CorrExposure.txt,17,-1.30607558952223,UAT,1,Confidential
