Date,Deal Type,TradeId,Trade Name,Currency code,MTM,MTM Difference,Shifted MTM
3/7/2011 12:00:00 AM,CDO,CDO0000646,Athilon 4,USD,2285314.91240842,142307.318802839,2427622.23121126
3/7/2011 12:00:00 AM,CDO,CDO0000649,Athilon 6,USD,8871673.13470189,83280.3736284593,8954953.50833035
3/7/2011 12:00:00 AM,CDO,CDO0000651,Athilon 7,USD,17434910.7411449,144610.231866803,17579520.9730117
3/7/2011 12:00:00 AM,CDO,CDO0000653,CDX6 7-10 7y ECD3450,USD,2204469.82699939,87093.7184900241,2291563.54548942
3/7/2011 12:00:00 AM,CDO,CDO0000654,CDX6 7-10 7y ECD3449,USD,-432671.540152944,-4083.92564703207,-436755.465799976
3/7/2011 12:00:00 AM,CDO,CDO0000655,CDX6 7-10 7y ECD3453,USD,-2188770.65955343,-87136.1998403533,-2275906.85939378
3/7/2011 12:00:00 AM,CDO,CDO0000656,CDX6 7-10 7y ECD8112,USD,435767.202835225,4083.69856178776,439850.901397013
3/7/2011 12:00:00 AM,CDO,CDO0000657,GNT LSS 1 - CDX7 30-60,CAD,126384376.067312,-1405285.4226431,124979090.644669
3/7/2011 12:00:00 AM,CDO,CDO0000658,GNT LSS 1 - GS,CAD,-120398390.140653,1406065.37250105,-118992324.768152
3/7/2011 12:00:00 AM,CDO,CDO0000659,Nereus 2 BNP,USD,293896.899193974,5936.61185571709,299833.511049691
3/7/2011 12:00:00 AM,CDO,CDO0000660,Nereus 2 Mav1,CAD,393893.754349055,2910.25061072416,396804.004959779
3/7/2011 12:00:00 AM,CDO,CDO0000661,Nereus Dresdner,USD,302949.147757202,1063.70606995188,304012.853827154
3/7/2011 12:00:00 AM,CDO,CDO0000662,Nereus Mav1,CAD,-176874.014764969,2716.86927543658,-174157.145489532
3/7/2011 12:00:00 AM,CDO,CDO0000671,CDX7 0-3 10y Zero ECD4272,USD,-54401.560048548,3528.8244178835,-50872.7356306645
3/7/2011 12:00:00 AM,CDO,CDO0000672,CDX7 0-3 10y Zero ECD4273,USD,-72535.4134371216,4705.09922637818,-67830.3142107434
3/7/2011 12:00:00 AM,CDO,CDO0000673,CDX7 0-3 10y Zero ECD4280,USD,-29293.1474525573,1900.1362077668,-27393.0112447905
3/7/2011 12:00:00 AM,CDO,CDO0000674,CDX7 0-3 10y Zero ECD8268,USD,156230.120918698,-10134.0598507617,146096.061067936
