Source,Type,Name,Value
Model,Base Correlation,CDX.NA.IG.9-V4.20141220.1.corr,0.278324572766017
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20141220.1.strike,0.554558972957781
Model,Base Correlation,CDX.NA.IG.9-V4.20141220.2.corr,0.315528927781755
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20141220.2.strike,1.29397093690149
Model,Base Correlation,CDX.NA.IG.9-V4.20141220.3.corr,0.358749473630274
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20141220.3.strike,1.84852990985927
Model,Base Correlation,CDX.NA.IG.9-V4.20141220.4.corr,0.450453439571962
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20141220.4.strike,2.77279486478891
Model,Base Correlation,CDX.NA.IG.9-V4.20141220.5.corr,0.663131766045062
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20141220.5.strike,5.54558972957781
Model,Base Correlation,CDX.NA.IG.9-V4.20171220.1.corr,0.28288102269345
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20171220.1.strike,0.320632822644266
Model,Base Correlation,CDX.NA.IG.9-V4.20171220.2.corr,0.341328640493811
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20171220.2.strike,0.748143252836621
Model,Base Correlation,CDX.NA.IG.9-V4.20171220.3.corr,0.360352125772776
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20171220.3.strike,1.06877607548089
Model,Base Correlation,CDX.NA.IG.9-V4.20171220.4.corr,0.437978991381985
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20171220.4.strike,1.60316411322133
Model,Base Correlation,CDX.NA.IG.9-V4.20171220.5.corr,0.650027549444241
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20171220.5.strike,3.20632822644266
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.0.corr,0.282345118257387
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20121220.0.strike,1.15504089878141
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.1.corr,0.322315141776466
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20121220.1.strike,2.69509543048996
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.2.corr,0.349519623778616
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20121220.2.strike,3.85013632927137
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.3.corr,0.426947387397612
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20121220.3.strike,5.77520449390705
Model,Base Correlation,CDX.NA.IG.9-V4.20121220.4.corr,0.617045607864821
Model,Base Correlation Strike,CDX.NA.IG.9-V4.20121220.4.strike,11.5504089878141
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20110620.1.corr,0.302459930710701
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20110620.1.strike,7.94602122616727
Model,Base Correlation,iTraxx Europe Series 9 Version 1.20110620.2.corr,0.289795121114681
Model,Base Correlation Strike,iTraxx Europe Series 9 Version 1.20110620.2.strike,15.8920424523345
