 6 ,17,22,34,36,38,48
 6 ,17,22,23,34,36,48
 6 ,9 ,17,34,36,38,48
 6 ,9 ,17,23,34,36,48
 6 ,9 ,17,22,34,36,38
 6 ,9 ,17,22,23,34,36
 6 ,9 ,17,22,36,38,48
 6 ,9 ,17,22,23,36,48
 6 ,17,22,23,34,36,38
 6 ,17,22,23,36,38,48
 6 ,22,23,34,36,38,48
 6 ,22,23,30,34,38,48
 17,22,23,34,36,38,48
 17,22,23,30,34,38,48
 9 ,17,23,34,36,38,48
 6 ,22,30,34,36,38,48
 9 ,17,30,34,36,38,48
 9 ,17,23,30,34,36,48
 9 ,17,22,23,30,34,36
 9 ,17,22,23,30,36,48
 6 ,9 ,23,30,34,36,38
 6 ,9 ,23,30,36,38,48
 9 ,17,23,30,36,38,48
