Name, Series, Version (hardcoded), Term (years), Deal Spread, Delta, TrancheFrom, TrancheTo, EffectiveDate, Reference Spread, Bid, Mid, Ask, BidUpFront, MidUpFront, AskUpFront
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,323940.0868684830000000,0.0000,3.0000,03/11/2010,109.0000000000000000,500.000000000,500.000000000,500.000000000,57.000000000,57.312500000,57.625000000
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,409081.2532558770000000,3.0000,7.0000,03/11/2010,109.0000000000000000,781.406336853,790.091717620,798.777098387,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,235853.8760419030000000,7.0000,10.0000,03/11/2010,109.0000000000000000,303.149606299,307.912115824,312.674625349,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,121688.4255858200000000,10.0000,15.0000,03/11/2010,109.0000000000000000,122.000000000,128.000000000,134.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,7.00000,70.0000000000000000,49213.8195894635000000,15.0000,30.0000,03/11/2010,109.0000000000000000,45.000000000,47.500000000,50.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,237741.0228244190000000,0.0000,3.0000,03/11/2010,127.0000000000000000,500.000000000,500.000000000,500.000000000,69.625000000,69.875000000,70.125000000
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,475526.2018505620000000,3.0000,7.0000,03/11/2010,127.0000000000000000,933.960434445,940.0213343675,946.082234290,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,374171.3819547690000000,7.0000,10.0000,03/11/2010,127.0000000000000000,512.600806451,517.8511424725,523.101478494,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,206304.4899273510000000,10.0000,15.0000,03/11/2010,127.0000000000000000,220.000000000,224.000000000,228.000000000,NULL,NULL,NULL
DJ CDX.NA.IG,9,1,10.00000,80.0000000000000000,80608.8583434435000000,15.0000,30.0000,03/11/2010,127.0000000000000000,78.000000000,79.500000000,81.000000000,NULL,NULL,NULL
