Ccy Code, Business Date, Bid, Mid, Ask
ADP,09/07/2010,137.384200000,137.384200000,137.384200000
AED,09/07/2010,3.672800000,3.673000000,3.673200000
AFA,09/07/2010,42.785000000,42.785000000,42.785000000
ALL,09/07/2010,106.400000000,106.650000000,106.900000000
ANG,09/07/2010,1.790000000,1.790000000,1.790000000
AON,09/07/2010,80.835700000,80.956950000,81.078200000
ARS,09/07/2010,2.850000000,2.851250000,2.852500000
ATS,09/07/2010,11.361820000,11.361820000,11.361820000
AUD,09/07/2010,1.1399908800729594163246694026,1.1398609369656901857973327254,1.1397310234784590836562571233
AWG,09/07/2010,1.790000000,1.790000000,1.790000000
BBD,09/07/2010,2.000000000,2.000000000,2.000000000
BDT,09/07/2010,58.920000000,58.945000000,58.970000000
BEF,09/07/2010,33.308480000,33.308480000,33.308480000
BGL,09/07/2010,1.601300000,1.601700000,1.602100000
BHD,09/07/2010,0.376440000,0.377065000,0.377690000
BIF,09/07/2010,1020.000000000,1060.000000000,1100.000000000
BMD,09/07/2010,1.000000000,1.000000000,1.000000000
BND,09/07/2010,1.676300000,1.676800000,1.677300000
BOB,09/07/2010,7.892000000,7.901000000,7.910000000
BRL,09/07/2010,1.759900000,1.760450000,1.761000000
BSD,09/07/2010,1.000000000,1.000000000,1.000000000
BTN,09/07/2010,43.730000000,43.735000000,43.740000000
BWP,09/07/2010,4.6794571829667758540009358914,4.6728971962616822429906542056,4.6663555762949136724218385441
BZD,09/07/2010,1.980000000,1.980000000,1.980000000
CAD,09/07/2010,1.043200000,1.043300000,1.043400000
CHF,09/07/2010,1.049500000,1.049650000,1.049800000
CLP,09/07/2010,537.000000000,537.250000000,537.500000000
CNY,09/07/2010,6.776100000,6.776300000,6.776500000
COP,09/07/2010,2665.100000000,2666.100000000,2667.100000000
CRC,09/07/2010,428.260000000,428.460000000,428.660000000
CUP,09/07/2010,1.000000000,1.000000000,1.000000000
CVE,09/07/2010,108.950000000,108.950000000,108.950000000
CZK,09/07/2010,20.001000000,20.031000000,20.061000000
DEM,09/07/2010,1.470328000,1.470383000,1.470438000
DJF,09/07/2010,175.000000000,175.000000000,175.000000000
DKK,09/07/2010,5.871700000,5.872600000,5.873500000
DOP,09/07/2010,43.100000000,43.100000000,43.100000000
DZD,09/07/2010,68.920200000,68.920200000,68.920200000
ECS,09/07/2010,25000.000000000,25000.000000000,25000.000000000
EEK,09/07/2010,12.872300000,12.875150000,12.878000000
EGP,09/07/2010,6.180000000,6.189950000,6.199900000
ESP,09/07/2010,137.384200000,137.384200000,137.384200000
ETB,09/07/2010,8.350000000,8.550000000,8.750000000
EUR,09/07/2010,0.787835815016150634207831088,0.7877737513786040649125571136,0.7877116975187081528160693186
FIM,09/07/2010,4.909364000,4.909364000,4.909364000
FJD,09/07/2010,1.6969285593076531478024775157,1.6897600540723217303142953701,1.6826518593303045599865387851
FKP,09/07/2010,1.829800000,1.829900000,1.830000000
FRF,09/07/2010,5.169100000,5.169150000,5.169200000
GBP,09/07/2010,0.6598917777484492543222911443,0.6598700056088950476756079052,0.6598482349059716265258990432
GHC,09/07/2010,8890.000000000,8975.000000000,9060.000000000
GIP,09/07/2010,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
GMD,09/07/2010,28.000000000,29.000000000,30.000000000
GNF,09/07/2010,2005.000000000,2012.500000000,2020.000000000
GRD,09/07/2010,281.355800000,281.355800000,281.355800000
GTQ,09/07/2010,8.080000000,8.100000000,8.120000000
GWP,09/07/2010,761.550000000,761.550000000,761.550000000
GYD,09/07/2010,179.000000000,179.000000000,179.000000000
HKD,09/07/2010,7.785700000,7.786050000,7.786400000
HNL,09/07/2010,17.980000000,17.980000000,17.980000000
HRK,09/07/2010,6.218100000,6.221950000,6.225800000
HTG,09/07/2010,29.000000000,29.000000000,29.000000000
HUF,09/07/2010,220.330000000,220.965000000,221.600000000
IDR,09/07/2010,9055.000000000,9065.000000000,9075.000000000
IEP,09/07/2010,0.6502846946393130912713586008,0.6502846946393130912713586008,0.6502846946393130912713586008
ILS,09/07/2010,3.863200000,3.869200000,3.875200000
INR,09/07/2010,46.860000000,46.865000000,46.870000000
IQD,09/07/2010,1424.500000000,1424.500000000,1424.500000000
IRR,09/07/2010,8481.000000000,8482.000000000,8483.000000000
ISK,09/07/2010,123.690000000,124.080000000,124.470000000
ITL,09/07/2010,1598.770000000,1598.770000000,1598.770000000
JMD,09/07/2010,60.370000000,60.370000000,60.370000000
JOD,09/07/2010,0.708000000,0.709000000,0.710000000
