COB Date,Aggregation Level,Portfolio Name,AttPointCorrelation,Index Maturity Date,DetPointCorrelation,CorrParallelShiftUp1pct,CorrParallelShiftDn1pct,CorrSkewShiftUp1pct,CorrSkewShiftDn1pct,RptCurrency
02/12/2010,,,0.95,06/20/2010,0.99,152305.130176552,2666.2707043976,-176560.083775507,176668.092395767,USD
02/12/2010,,,0.95,06/20/2010,0.99,-152324.746702527,-2666.31912772996,176582.831260596,-176690.522192253,USD
02/12/2010,2.5.1.9.2.3.1.1,L_USD_2591_ATHILON4,0.53,03/20/2013,0.71,228615.498464019,-243301.617031785,-1058803.96732846,1039890.794901,USD
02/12/2010,2.5.1.9.2.3.1.1,L_USD_3254_ATHILON 6,0.47,09/20/2013,0.66,313855.629369614,-332718.963303693,-1185891.84275484,1167909.16485064,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_3930_ATHILON_7,0.42,12/20/2013,0.56,598963.038172577,-626341.914589348,-1605698.66967156,1588416.75649143,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_8117_ATHILON_7_offset,0.42,12/20/2013,0.56,-599513.700270644,626908.13064582,1606696.87953578,-1589395.51826052,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_3450_CDX6_7-10_10y_ECD3450.,0.34,06/20/2016,0.37,-35945.9889468648,36496.5626354206,-144065.047795138,145593.179773654,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_3449_CDX6_7-10_7y_ECD3449.,0.4,06/20/2013,0.44,5687.67018276768,-5339.4396861801,84671.5959801339,-85264.3824154938,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_3453_CDX6_7-10_7y_ECD3453,0.34,06/20/2016,0.37,35963.0307733232,-36513.3592126701,144215.026006378,-145744.237284324,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_8112_CDX6_7-10_7y_ECD8112.,0.4,06/20/2013,0.44,-5688.39039138378,5340.27135512991,-84654.7859161954,85247.5606623679,USD
02/12/2010,2.5.1.9.2.3.1.2,L_CAD_3815_GNT_LSS_1_-_CDX7_30-60.,0.57,12/20/2016,0.99,-3083953.35024847,3954052.91306602,-9422798.20332171,10229878.7180609,USD
02/12/2010,2.5.1.9.2.3.1.2,L_CAD_3816_GNT_LSS_1_-_GS.,0.57,12/20/2016,0.99,2927653.97070371,-3957074.50016881,9269983.1761926,-10236324.6819842,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_2743_NEREUS2_BNP,0.58,03/20/2013,0.87,-344910.325157395,376008.797952251,1340320.02807834,-1287715.27667017,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_8271_Nereus_2_MAV1,0.58,03/20/2013,0.86,250310.749326192,-271497.677514066,-932690.57909819,896107.378962088,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_2602_NEREUS1_DRES,0.58,03/20/2013,0.87,-61797.0822892832,67368.7722922134,240153.204705989,-230727.25978563,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_8269_NEREUS_MAV1,0.58,03/20/2013,0.86,233744.887123305,-253529.178284612,-870986.23716841,836822.341417526,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.,0.3,12/20/2016,0.3,-1471.5709872103,1454.35745747214,2333.25911235448,-2305.96608642069,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.,0.3,12/20/2016,0.3,-1962.09465067024,1939.14327767367,3111.01215148113,-3074.62145021648,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.,0.3,12/20/2016,0.3,-792.384370536209,783.11554691518,1256.37027986382,-1241.67403526364,USD
02/12/2010,2.5.1.9.2.3.1.2,L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.,0.3,12/20/2016,0.3,4226.05000788849,-4176.61628153892,-6700.6415428618,6622.26157107307,USD
