Ccy Code, Business Date, Bid, Mid, Ask
ADP,19/04/2010,137.384200000,137.384200000,137.384200000
AED,19/04/2010,3.672800000,3.673000000,3.673200000
AFA,19/04/2010,42.785000000,42.785000000,42.785000000
ALL,19/04/2010,106.400000000,106.650000000,106.900000000
ANG,19/04/2010,1.790000000,1.790000000,1.790000000
AON,19/04/2010,80.835700000,80.956950000,81.078200000
ARS,19/04/2010,2.850000000,2.851250000,2.852500000
ATS,19/04/2010,11.361820000,11.361820000,11.361820000
AUD,19/04/2010,1.0844810758052271987853811951,1.0843634786380394708306224246,1.0842459069717011818280385992
AWG,19/04/2010,1.790000000,1.790000000,1.790000000
BBD,19/04/2010,2.000000000,2.000000000,2.000000000
BDT,19/04/2010,58.920000000,58.945000000,58.970000000
BEF,19/04/2010,33.308480000,33.308480000,33.308480000
BGL,19/04/2010,1.601300000,1.601700000,1.602100000
BHD,19/04/2010,0.376440000,0.377065000,0.377690000
BIF,19/04/2010,1020.000000000,1060.000000000,1100.000000000
BMD,19/04/2010,1.000000000,1.000000000,1.000000000
BND,19/04/2010,1.676300000,1.676800000,1.677300000
BOB,19/04/2010,7.892000000,7.901000000,7.910000000
BRL,19/04/2010,1.757500000,1.758250000,1.759000000
BSD,19/04/2010,1.000000000,1.000000000,1.000000000
BTN,19/04/2010,43.730000000,43.735000000,43.740000000
BWP,19/04/2010,4.6794571829667758540009358914,4.6728971962616822429906542056,4.6663555762949136724218385441
BZD,19/04/2010,1.980000000,1.980000000,1.980000000
CAD,19/04/2010,1.014900000,1.015100000,1.015300000
CHF,19/04/2010,1.063400000,1.063550000,1.063700000
CLP,19/04/2010,523.250000000,523.500000000,523.750000000
CNY,19/04/2010,6.825400000,6.825450000,6.825500000
COP,19/04/2010,2665.100000000,2666.100000000,2667.100000000
CRC,19/04/2010,428.260000000,428.460000000,428.660000000
CUP,19/04/2010,1.000000000,1.000000000,1.000000000
CVE,19/04/2010,108.950000000,108.950000000,108.950000000
CZK,19/04/2010,18.595000000,18.667500000,18.740000000
DEM,19/04/2010,1.470328000,1.470383000,1.470438000
DJF,19/04/2010,175.000000000,175.000000000,175.000000000
DKK,19/04/2010,5.520600000,5.521500000,5.522400000
DOP,19/04/2010,43.100000000,43.100000000,43.100000000
DZD,19/04/2010,68.920200000,68.920200000,68.920200000
