Ccy Code, Business Date, Bid, Mid, Ask
ADP,22/04/2010,137.384200000,137.384200000,137.384200000
AED,22/04/2010,3.672800000,3.673000000,3.673200000
AFA,22/04/2010,42.785000000,42.785000000,42.785000000
ALL,22/04/2010,106.400000000,106.650000000,106.900000000
ANG,22/04/2010,1.790000000,1.790000000,1.790000000
AON,22/04/2010,80.835700000,80.956950000,81.078200000
ARS,22/04/2010,2.850000000,2.851250000,2.852500000
ATS,22/04/2010,11.361820000,11.361820000,11.361820000
AUD,22/04/2010,1.0775862068965517241379310345,1.0774701002047193190388966706,1.0773540185304891187244128421
AWG,22/04/2010,1.790000000,1.790000000,1.790000000
BBD,22/04/2010,2.000000000,2.000000000,2.000000000
BDT,22/04/2010,58.920000000,58.945000000,58.970000000
BEF,22/04/2010,33.308480000,33.308480000,33.308480000
BGL,22/04/2010,1.601300000,1.601700000,1.602100000
BHD,22/04/2010,0.376440000,0.377065000,0.377690000
BIF,22/04/2010,1020.000000000,1060.000000000,1100.000000000
BMD,22/04/2010,1.000000000,1.000000000,1.000000000
BND,22/04/2010,1.676300000,1.676800000,1.677300000
BOB,22/04/2010,7.892000000,7.901000000,7.910000000
BRL,22/04/2010,1.750900000,1.750900000,1.750900000
BSD,22/04/2010,1.000000000,1.000000000,1.000000000
BTN,22/04/2010,43.730000000,43.735000000,43.740000000
BWP,22/04/2010,4.6794571829667758540009358914,4.6728971962616822429906542056,4.6663555762949136724218385441
BZD,22/04/2010,1.980000000,1.980000000,1.980000000
CAD,22/04/2010,0.999000000,0.999200000,0.999400000
CHF,22/04/2010,1.070200000,1.070300000,1.070400000
CLP,22/04/2010,521.300000000,521.550000000,521.800000000
CNY,22/04/2010,6.827500000,6.827550000,6.827600000
COP,22/04/2010,2665.100000000,2666.100000000,2667.100000000
CRC,22/04/2010,428.260000000,428.460000000,428.660000000
CUP,22/04/2010,1.000000000,1.000000000,1.000000000
CVE,22/04/2010,108.950000000,108.950000000,108.950000000
CZK,22/04/2010,18.841000000,18.875500000,18.910000000
DEM,22/04/2010,1.470328000,1.470383000,1.470438000
DJF,22/04/2010,175.000000000,175.000000000,175.000000000
DKK,22/04/2010,5.558000000,5.558800000,5.559600000
DOP,22/04/2010,43.100000000,43.100000000,43.100000000
DZD,22/04/2010,68.920200000,68.920200000,68.920200000
ECS,22/04/2010,25000.000000000,25000.000000000,25000.000000000
EEK,22/04/2010,12.872300000,12.875150000,12.878000000
EGP,22/04/2010,6.180000000,6.189950000,6.199900000
ESP,22/04/2010,137.384200000,137.384200000,137.384200000
ETB,22/04/2010,8.350000000,8.550000000,8.750000000
EUR,22/04/2010,0.7470491558344539070670850142,0.7469933517591693433928438037,0.7469375560203167015237526143
FIM,22/04/2010,4.909364000,4.909364000,4.909364000
FJD,22/04/2010,1.6969285593076531478024775157,1.6897600540723217303142953701,1.6826518593303045599865387851
FKP,22/04/2010,1.829800000,1.829900000,1.830000000
FRF,22/04/2010,4.899300000,4.899450000,4.899600000
GBP,22/04/2010,0.6488029585414909491987283462,0.648739822894028349930260469,0.648676699532952776336274001
GHC,22/04/2010,8890.000000000,8975.000000000,9060.000000000
GIP,22/04/2010,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
GMD,22/04/2010,28.000000000,29.000000000,30.000000000
GNF,22/04/2010,2005.000000000,2012.500000000,2020.000000000
GRD,22/04/2010,281.355800000,281.355800000,281.355800000
GTQ,22/04/2010,8.080000000,8.100000000,8.120000000
GWP,22/04/2010,761.550000000,761.550000000,761.550000000
GYD,22/04/2010,179.000000000,179.000000000,179.000000000
HKD,22/04/2010,7.763000000,7.763250000,7.763500000
HNL,22/04/2010,17.980000000,17.980000000,17.980000000
HRK,22/04/2010,6.218100000,6.221950000,6.225800000
HTG,22/04/2010,29.000000000,29.000000000,29.000000000
HUF,22/04/2010,196.350000000,197.070000000,197.790000000
IDR,22/04/2010,9012.000000000,9017.500000000,9023.000000000
IEP,22/04/2010,0.6502846946393130912713586008,0.6502846946393130912713586008,0.6502846946393130912713586008
ILS,22/04/2010,3.725000000,3.734500000,3.744000000
INR,22/04/2010,44.550000000,44.555000000,44.560000000
IQD,22/04/2010,1424.500000000,1424.500000000,1424.500000000
IRR,22/04/2010,8481.000000000,8482.000000000,8483.000000000
ISK,22/04/2010,127.440000000,127.810000000,128.180000000
ITL,22/04/2010,1598.770000000,1598.770000000,1598.770000000
JMD,22/04/2010,60.370000000,60.370000000,60.370000000
JOD,22/04/2010,0.708000000,0.709000000,0.710000000
JPY,22/04/2010,92.950000000,92.960000000,92.970000000
KES,22/04/2010,77.450000000,77.450000000,77.450000000
KHR,22/04/2010,3850.000000000,3850.000000000,3850.000000000
KMF,22/04/2010,404.778500000,404.828400000,404.878400000
KPW,22/04/2010,2.200000000,2.200000000,2.200000000
KRW,22/04/2010,1110.100000000,1110.300000000,1110.500000000
KWD,22/04/2010,0.288140000,0.288240000,0.288340000
KYD,22/04/2010,0.8333333333333333333333333333,0.8247422680412371134020618557,0.8163265306122448979591836735
KZT,22/04/2010,146.610000000,146.635000000,146.660000000
LAK,22/04/2010,7842.590000000,7842.590000000,7842.590000000
LBP,22/04/2010,1514.000000000,1515.000000000,1516.000000000
LKR,22/04/2010,97.500000000,97.550000000,97.600000000
LRD,22/04/2010,1.000000000,1.000000000,1.000000000
LSL,22/04/2010,6.404900000,6.420000000,6.435100000
LTL,22/04/2010,2.850000000,2.851000000,2.852000000
LUF,22/04/2010,33.308480000,33.308480000,33.308480000
LVL,22/04/2010,0.536800000,0.537300000,0.537800000
LYD,22/04/2010,1.205900000,1.205900000,1.205900000
MAD,22/04/2010,9.044100000,9.058800000,9.073500000
MGF,22/04/2010,6800.000000000,6800.000000000,6800.000000000
MMK,22/04/2010,6.387900000,6.387900000,6.387900000
MNT,22/04/2010,1176.000000000,1176.000000000,1176.000000000
MOP,22/04/2010,8.024500000,8.025000000,8.025500000
MRO,22/04/2010,264.320000000,265.310000000,266.300000000
MTL,22/04/2010,0.349400000,0.349950000,0.350500000
MUR,22/04/2010,26.250000000,26.400000000,26.550000000
MVR,22/04/2010,12.750000000,12.800000000,12.850000000
MWK,22/04/2010,106.500000000,108.250000000,110.000000000
MXN,22/04/2010,12.172600000,12.176850000,12.181100000
MYR,22/04/2010,3.195000000,3.197500000,3.200000000
MZM,22/04/2010,23262.000000000,23379.500000000,23497.000000000
NAD,22/04/2010,6.404900000,6.420000000,6.435100000
NGN,22/04/2010,134.900000000,135.050000000,135.200000000
NIO,22/04/2010,15.650000000,15.650000000,15.650000000
NLG,22/04/2010,1.819594000,1.819594000,1.819594000
NOK,22/04/2010,5.913100000,5.916400000,5.919700000
NPR,22/04/2010,69.840000000,69.920000000,70.000000000
NZD,22/04/2010,1.4088475626937165398703860242,1.4085498978801324036904007324,1.4082523588227010280242219406
OMR,22/04/2010,0.384900000,0.384950000,0.385000000
PAB,22/04/2010,1.000000000,1.000000000,1.000000000
PEN,22/04/2010,3.457000000,3.457000000,3.457000000
PGK,22/04/2010,3.2552083333333333333333333333,3.2467532467532467532467532468,3.2383419689119170984455958549
PHP,22/04/2010,44.370000000,44.370000000,44.370000000
PKR,22/04/2010,57.370000000,57.385000000,57.400000000
PLN,22/04/2010,2.883300000,2.887950000,2.892600000
PLZ,22/04/2010,3.869000000,3.870000000,3.871000000
PTE,22/04/2010,165.537100000,165.537100000,165.537100000
PYG,22/04/2010,5870.000000000,5890.000000000,5910.000000000
QAR,22/04/2010,3.640100000,3.640600000,3.641100000
ROL,22/04/2010,33569.200000000,33585.680000000,33602.170000000
RUB,22/04/2010,29.113300000,29.126050000,29.138800000
SAR,22/04/2010,3.750000000,3.750150000,3.750300000
SBD,22/04/2010,7.462600000,7.462600000,7.462600000
SCR,22/04/2010,5.472500000,5.520650000,5.568800000
SDD,22/04/2010,258.810000000,259.455000000,260.100000000
SDP,22/04/2010,2588.100000000,2594.550000000,2601.000000000
SEK,22/04/2010,7.182000000,7.186000000,7.190000000
SGD,22/04/2010,1.372800000,1.373000000,1.373200000
SHP,22/04/2010,0.5465078150617553831019783583,0.5464779496147330455216132029,0.5464480874316939890710382514
SIT,22/04/2010,196.850000000,196.917800000,196.985500000
SKK,22/04/2010,33.120000000,33.145000000,33.170000000
SLL,22/04/2010,2650.000000000,2600.000000000,2550.000000000
SOS,22/04/2010,2620.000000000,2620.000000000,2620.000000000
SRG,22/04/2010,2750.000000000,2750.000000000,2750.000000000
STD,22/04/2010,8700.000000000,8700.000000000,8700.000000000
SVC,22/04/2010,8.747000000,8.752000000,8.757000000
SYP,22/04/2010,43.660600000,43.660600000,43.660600000
SZL,22/04/2010,6.404900000,6.420000000,6.435100000
THB,22/04/2010,32.170000000,32.185000000,32.200000000
TND,22/04/2010,1.251200000,1.253050000,1.254900000
TOP,22/04/2010,1.954700000,1.954700000,1.954700000
TRL,22/04/2010,1482000.000000000,1483200.000000000,1484400.000000000
TTD,22/04/2010,6.150000000,6.150000000,6.150000000
TWD,22/04/2010,31.340000000,31.350000000,31.360000000
TZS,22/04/2010,1100.000000000,1107.500000000,1115.000000000
UAK,22/04/2010,5.333500000,5.334250000,5.335000000
USD,22/04/2010,1.000000000,1.000000000,1.000000000
UYP,22/04/2010,29.635000000,29.660000000,29.685000000
VEB,22/04/2010,1915.200000000,1917.600000000,1920.000000000
VND,22/04/2010,15735.000000000,15737.500000000,15740.000000000
VUV,22/04/2010,110.410000000,110.690000000,110.970000000
WST,22/04/2010,0.359000000,0.364000000,0.369000000
XAF,22/04/2010,539.704600000,539.771200000,539.837900000
XOF,22/04/2010,539.704600000,539.771200000,539.837900000
YUN,22/04/2010,57.586700000,57.766100000,57.945500000
ZAR,22/04/2010,7.381900000,7.399350000,7.416800000
ZMK,22/04/2010,4720.000000000,4770.000000000,4820.000000000
ZWD,22/04/2010,4416.940000000,4416.940000000,4416.940000000
