Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,JPY_EOD        ,11-May-10,CLOSE,mm,mm_0_1,12-May-10,0.0043144000000000,0
2D,JPY_EOD        ,11-May-10,CLOSE,mm,mm_0_20100513,13-May-10,0.0043144000000000,1
1W,JPY_EOD        ,11-May-10,CLOSE,mm,mm_2_20100520,20-May-10,0.0043145000000000,2
1M,JPY_EOD        ,11-May-10,CLOSE,mm,mm_2_101,14-Jun-10,0.0043152000000000,3
2M,JPY_EOD        ,11-May-10,CLOSE,mm,mm_2_102,13-Jul-10,0.0043159000000000,4
3M,JPY_EOD        ,11-May-10,CLOSE,mm,mm_2_103,13-Aug-10,0.0043167000000000,5
6M,JPY_EOD        ,11-May-10,CLOSE,mm,mm_2_106,15-Nov-10,0.0045000000000000,6
1Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1001,13-May-11,0.0045750000000000,7
18M,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_118,14-Nov-11,0.0047242000000000,8
2Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1002,14-May-12,0.0047997000000000,9
3Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1003,13-May-13,0.0053000000000000,10
4Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1004,13-May-14,0.0060250000000000,11
5Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1005,13-May-15,0.0069750000000000,12
6Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1006,13-May-16,0.0081250000000000,13
7Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1007,15-May-17,0.0094687000000000,14
8Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1008,14-May-18,0.0108716000000000,15
9Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1009,13-May-19,0.0122750000000000,16
10Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1010,13-May-20,0.0136000000000000,17
12Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1012,13-May-22,0.0158750000000000,18
15Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1015,13-May-25,0.0183250000000000,19
20Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1020,13-May-30,0.0207250000000000,20
25Y,JPY_EOD        ,11-May-10,CLOSE,swap,swap_2_1025,14-May-35,0.0215746000000000,21
