Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,JPY_EOD        ,16-Mar-10,CLOSE,mm,mm_0_1,17-Mar-10,0.0043887000000000,0
2D,JPY_EOD        ,16-Mar-10,CLOSE,mm,mm_0_20100318,18-Mar-10,0.0043887000000000,1
1W,JPY_EOD        ,16-Mar-10,CLOSE,mm,mm_2_20100325,25-Mar-10,0.0043888000000000,2
1M,JPY_EOD        ,16-Mar-10,CLOSE,mm,mm_2_101,19-Apr-10,0.0043895000000000,3
2M,JPY_EOD        ,16-Mar-10,CLOSE,mm,mm_2_102,18-May-10,0.0043903000000000,4
3M,JPY_EOD        ,16-Mar-10,CLOSE,mm,mm_2_103,18-Jun-10,0.0043911000000000,5
6M,JPY_EOD        ,16-Mar-10,CLOSE,mm,mm_2_106,21-Sep-10,0.0045000000000000,6
1Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1001,18-Mar-11,0.0044250000000000,7
18M,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_118,20-Sep-11,0.0044906000000000,8
2Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1002,19-Mar-12,0.0045249000000000,9
3Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1003,18-Mar-13,0.0051250000000000,10
4Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1004,18-Mar-14,0.0059750000000000,11
5Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1005,18-Mar-15,0.0070500000000000,12
6Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1006,18-Mar-16,0.0083250000000000,13
7Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1007,21-Mar-17,0.0097152000000000,14
8Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1008,19-Mar-18,0.0111216000000000,15
9Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1009,18-Mar-19,0.0125750000000000,16
10Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1010,18-Mar-20,0.0139500000000000,17
12Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1012,18-Mar-22,0.0162500000000000,18
15Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1015,18-Mar-25,0.0187500000000000,19
20Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1020,18-Mar-30,0.0213000000000000,20
25Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1025,19-Mar-35,0.0222496000000000,21
30Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1030,19-Mar-40,0.0226748000000000,22
40Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1040,18-Mar-50,0.0226750000000000,23
50Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1050,18-Mar-60,0.0226750000000000,24
52Y,JPY_EOD        ,16-Mar-10,CLOSE,swap,swap_2_1052,20-Mar-62,0.0226750000000000,25
1D,EUR_EUR        ,16-Mar-10,CLOSE,mm,mm_0_1,18-Mar-10,0.0097622000000000,0
1W,EUR_EUR        ,16-Mar-10,CLOSE,mm,mm_2_20100325,25-Mar-10,0.0097626000000000,1
1M,EUR_EUR        ,16-Mar-10,CLOSE,mm,mm_2_101,19-Apr-10,0.0097641000000000,2
2M,EUR_EUR        ,16-Mar-10,CLOSE,mm,mm_2_102,18-May-10,0.0094111000000000,3
STUB,EUR_EUR        ,16-Mar-10,CLOSE,mm,mm_2_20100616,16-Jun-10,0.0089778000000000,4
FUT1,EUR_EUR        ,16-Mar-10,CLOSE,fut,fut_1_103,16-Sep-10,0.0099732000000000,5
FUT2,EUR_EUR        ,16-Mar-10,CLOSE,fut,fut_2_103,15-Dec-10,0.0116494000000000,6
FUT3,EUR_EUR        ,16-Mar-10,CLOSE,fut,fut_3_103,16-Mar-11,0.0138473000000000,7
FUT4,EUR_EUR        ,16-Mar-10,CLOSE,fut,fut_4_103,16-Jun-11,0.0157571000000000,8
FUT5,EUR_EUR        ,16-Mar-10,CLOSE,fut,fut_5_103,21-Sep-11,0.0179937000000000,9
FUT6,EUR_EUR        ,16-Mar-10,CLOSE,fut,fut_6_103,21-Dec-11,0.0201082000000000,10
FUT7,EUR_EUR        ,16-Mar-10,CLOSE,fut,fut_7_103,21-Mar-12,0.0222809000000000,11
FUT8,EUR_EUR        ,16-Mar-10,CLOSE,fut,fut_8_103,21-Jun-12,0.0235413000000000,12
FUT9,EUR_EUR        ,16-Mar-10,CLOSE,fut,fut_9_103,20-Sep-12,0.0250356000000000,13
FUT10,EUR_EUR        ,16-Mar-10,CLOSE,fut,fut_10_103,19-Dec-12,0.0264243000000000,14
FUT11,EUR_EUR        ,16-Mar-10,CLOSE,fut,fut_11_103,20-Mar-13,0.0279358000000000,15
FUT12,EUR_EUR        ,16-Mar-10,CLOSE,fut,fut_12_103,20-Jun-13,0.0289390000000000,16
4Y,EUR_EUR        ,16-Mar-10,CLOSE,swap,swap_2_1004,18-Mar-14,0.0219600000000000,17
