Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
STUB,CAD_EOD        ,23-Aug-10,CLOSE,mm,mm_0_20100913,13-Sep-10,0.0113200000000000,0
FUT1,CAD_EOD        ,23-Aug-10,CLOSE,fut,fut_1_103,13-Dec-10,0.0105500000000000,1
FUT2,CAD_EOD        ,23-Aug-10,CLOSE,fut,fut_2_103,14-Mar-11,0.0112000000000000,2
FUT3,CAD_EOD        ,23-Aug-10,CLOSE,fut,fut_3_103,14-Jun-11,0.0118000000000000,3
FUT4,CAD_EOD        ,23-Aug-10,CLOSE,fut,fut_4_103,19-Sep-11,0.0128000000000000,4
FUT5,CAD_EOD        ,23-Aug-10,CLOSE,fut,fut_5_103,19-Dec-11,0.0144000000000000,5
FUT6,CAD_EOD        ,23-Aug-10,CLOSE,fut,fut_6_103,19-Mar-12,0.0159000000000000,6
FUT7,CAD_EOD        ,23-Aug-10,CLOSE,fut,fut_7_103,19-Jun-12,0.0177000000000000,7
2Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1002,23-Aug-12,0.0137600000000000,8
3Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1003,23-Aug-13,0.0165000000000000,9
4Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1004,25-Aug-14,0.0192300000000000,10
5Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1005,24-Aug-15,0.0217100000000000,11
6Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1006,23-Aug-16,0.0237700000000000,12
7Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1007,23-Aug-17,0.0255300000000000,13
8Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1008,23-Aug-18,0.0272800000000000,14
9Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1009,23-Aug-19,0.0288400000000000,15
10Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1010,24-Aug-20,0.0304900000000000,16
12Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1012,23-Aug-22,0.0329900000000000,17
15Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1015,25-Aug-25,0.0358900000000000,18
20Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1020,23-Aug-30,0.0378900000000000,19
25Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1025,23-Aug-35,0.0373900000000000,20
30Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1030,23-Aug-40,0.0367800000000000,21
35Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1035,23-Aug-45,0.0367800000000000,22
40Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1040,23-Aug-50,0.0367800000000000,23
50Y,CAD_EOD        ,23-Aug-10,CLOSE,swap,swap_0_1050,23-Aug-60,0.0364800000000000,24
1D,GBP            ,23-Aug-10,CLOSE,mm,mm_0_1,24-Aug-10,0.0100161000000000,0
