Tenor, CurveName, CurveDate, MarketSet, Type, Label, Maturity Date, Calculated Yield, SortOrder
1D,GBP            ,05-Aug-10,CLOSE,mm,mm_0_1,06-Aug-10,0.0097344000000000,0
1W,GBP            ,05-Aug-10,CLOSE,mm,mm_0_20100812,12-Aug-10,0.0097347000000000,1
1M,GBP            ,05-Aug-10,CLOSE,mm,mm_0_101,06-Sep-10,0.0097362000000000,2
STUB,GBP            ,05-Aug-10,CLOSE,mm,mm_0_20100915,15-Sep-10,0.0097071000000000,3
FUT1,GBP            ,05-Aug-10,CLOSE,fut,fut_1_103,15-Dec-10,0.0102045000000000,4
FUT2,GBP            ,05-Aug-10,CLOSE,fut,fut_2_103,16-Mar-11,0.0108944000000000,5
FUT3,GBP            ,05-Aug-10,CLOSE,fut,fut_3_103,16-Jun-11,0.0119469000000000,6
FUT4,GBP            ,05-Aug-10,CLOSE,fut,fut_4_103,21-Sep-11,0.0133044000000000,7
FUT5,GBP            ,05-Aug-10,CLOSE,fut,fut_5_103,21-Dec-11,0.0148353000000000,8
FUT6,GBP            ,05-Aug-10,CLOSE,fut,fut_6_103,21-Mar-12,0.0169323000000000,9
FUT7,GBP            ,05-Aug-10,CLOSE,fut,fut_7_103,21-Jun-12,0.0188148000000000,10
FUT8,GBP            ,05-Aug-10,CLOSE,fut,fut_8_103,20-Sep-12,0.0208529000000000,11
FUT9,GBP            ,05-Aug-10,CLOSE,fut,fut_9_103,19-Dec-12,0.0230153000000000,12
FUT10,GBP            ,05-Aug-10,CLOSE,fut,fut_10_103,20-Mar-13,0.0251573000000000,13
FUT11,GBP            ,05-Aug-10,CLOSE,fut,fut_11_103,20-Jun-13,0.0270940000000000,14
FUT12,GBP            ,05-Aug-10,CLOSE,fut,fut_12_103,19-Sep-13,0.0288347000000000,15
4Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1004,05-Aug-14,0.0210750000000000,16
5Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1005,05-Aug-15,0.0239250000000000,17
6Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1006,05-Aug-16,0.0264000000000000,18
7Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1007,07-Aug-17,0.0284901000000000,19
8Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1008,06-Aug-18,0.0302458000000000,20
9Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1009,05-Aug-19,0.0317500000000000,21
10Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1010,05-Aug-20,0.0330000000000000,22
12Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1012,05-Aug-22,0.0350250000000000,23
15Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1015,05-Aug-25,0.0369500000000000,24
20Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1020,05-Aug-30,0.0381000000000000,25
25Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1025,06-Aug-35,0.0383749000000000,26
30Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1030,06-Aug-40,0.0383750000000000,27
40Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1040,05-Aug-50,0.0382500000000000,28
50Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1050,05-Aug-60,0.0382750000000000,29
60Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1060,05-Aug-70,0.0383750000000000,30
70Y,GBP            ,05-Aug-10,CLOSE,swap,swap_0_1070,05-Aug-80,0.0384896000000000,31
1D,EUR_EUR        ,05-Aug-10,CLOSE,mm,mm_0_1,09-Aug-10,0.0100443000000000,0
1W,EUR_EUR        ,05-Aug-10,CLOSE,mm,mm_2_20100816,16-Aug-10,0.0100446000000000,1
1M,EUR_EUR        ,05-Aug-10,CLOSE,mm,mm_2_101,09-Sep-10,0.0100458000000000,2
STUB,EUR_EUR        ,05-Aug-10,CLOSE,mm,mm_2_20100915,15-Sep-10,0.0100509000000000,3
FUT1,EUR_EUR        ,05-Aug-10,CLOSE,fut,fut_1_103,15-Dec-10,0.0115422000000000,4
FUT2,EUR_EUR        ,05-Aug-10,CLOSE,fut,fut_2_103,16-Mar-11,0.0122679000000000,5
FUT3,EUR_EUR        ,05-Aug-10,CLOSE,fut,fut_3_103,16-Jun-11,0.0127316000000000,6
FUT4,EUR_EUR        ,05-Aug-10,CLOSE,fut,fut_4_103,21-Sep-11,0.0133702000000000,7
FUT5,EUR_EUR        ,05-Aug-10,CLOSE,fut,fut_5_103,21-Dec-11,0.0140704000000000,8
FUT6,EUR_EUR        ,05-Aug-10,CLOSE,fut,fut_6_103,21-Mar-12,0.0153218000000000,9
FUT7,EUR_EUR        ,05-Aug-10,CLOSE,fut,fut_7_103,21-Jun-12,0.0162880000000000,10
FUT8,EUR_EUR        ,05-Aug-10,CLOSE,fut,fut_8_103,20-Sep-12,0.0174497000000000,11
FUT9,EUR_EUR        ,05-Aug-10,CLOSE,fut,fut_9_103,19-Dec-12,0.0185796000000000,12
FUT10,EUR_EUR        ,05-Aug-10,CLOSE,fut,fut_10_103,20-Mar-13,0.0200246000000000,13
FUT11,EUR_EUR        ,05-Aug-10,CLOSE,fut,fut_11_103,20-Jun-13,0.0211738000000000,14
FUT12,EUR_EUR        ,05-Aug-10,CLOSE,fut,fut_12_103,19-Sep-13,0.0225768000000000,15
4Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1004,11-Aug-14,0.0184504000000000,16
5Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1005,10-Aug-15,0.0207152000000000,17
6Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1006,09-Aug-16,0.0227900000000000,18
7Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1007,09-Aug-17,0.0245900000000000,19
8Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1008,09-Aug-18,0.0261200000000000,20
9Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1009,09-Aug-19,0.0273900000000000,21
10Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1010,10-Aug-20,0.0284974000000000,22
11Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1011,09-Aug-21,0.0295200000000000,23
12Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1012,09-Aug-22,0.0304400000000000,24
15Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1015,11-Aug-25,0.0323275000000000,25
20Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1020,09-Aug-30,0.0336000000000000,26
25Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1025,09-Aug-35,0.0332800000000000,27
30Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1030,09-Aug-40,0.0323900000000000,28
40Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1040,09-Aug-50,0.0311100000000000,29
50Y,EUR_EUR        ,05-Aug-10,CLOSE,swap,swap_2_1050,09-Aug-60,0.0307900000000000,30
